task_id,group,outcome,kind,analysis,Experiment,arm,split,probability_layer,presentation,completion_status,Features included,feature_set_id,feature_count,AUROC[CI],AUPRC[CI],N,events,AUROC,AUROC_lower_ci,AUROC_upper_ci,AUPRC,AUPRC_lower_ci,AUPRC_upper_ci,Brier,Brier_lower_ci,Brier_upper_ci,F1,net benefit,threshold_mean,threshold_min,threshold_max,sensitivity,specificity,PPV,NPV,TP,FP,TN,FN,AUROC_status,AUPRC_status,Brier_status,cohort_identity_sha256,Interpretation,source_result_root,source_result_receipt_sha256,source_validation_path,source_validation_sha256
medicine__P3__p3_non_field_ett,medicine,P3,sensitivity,p3_non_field_ett,p3_non_field_ett / all_comer_reference,all_comer_reference,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.890553 [0.87654, 0.90322]","0.380171 [0.341849, 0.419992]",15995,703,0.8905529495242728,0.8765398303686821,0.9032196839579898,0.3801711409209264,0.34184869230024595,0.41999159881831416,0.03299117316759607,0.0314487384819059,0.03483944085243789,0.23927765237020315,0.0018130665833072834,0.5,0.5,0.5,0.1507823613086771,0.9949646874182579,0.5792349726775956,0.9622438654186694,106,77,15215,597,ESTIMATED,ESTIMATED,ESTIMATED,029fc2188114f7200302cb9e3781c2fe0079adb6347423e1e92097c1eb33ea9a,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_field_ett,0115a76d8dd055fd0d434d3f1124987049de7274d9c5a9dcf942c3da6b2706c3,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_field_ett\0115a76d8dd055fd_3c510f4d0008.report.json,2382ef5a6664d9dbec66105dec4e9b2c8b4fb35b1daa64054a80d7c30a78b189
medicine__P3__p3_non_field_ett,medicine,P3,sensitivity,p3_non_field_ett,p3_non_field_ett / all_comer_reference,all_comer_reference,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.89689 [0.878232, 0.915449]","0.369064 [0.319562, 0.434817]",4770,253,0.8968901847303248,0.8782322131054249,0.9154486876209674,0.36906420943915547,0.31956221360082465,0.43481677193260265,0.03965262977751102,0.037171529206509284,0.042180045968259264,0.25958702064896755,0.0004192872117400419,0.5,0.5,0.5,0.17391304347826086,0.9907017932255922,0.5116279069767442,0.9553800170794193,44,42,4475,209,ESTIMATED,ESTIMATED,ESTIMATED,140bd3741e53d90e3e0f0e2579abb5e63f66a3d0188a50176737c65b27e22bdc,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_field_ett,0115a76d8dd055fd0d434d3f1124987049de7274d9c5a9dcf942c3da6b2706c3,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_field_ett\0115a76d8dd055fd_3c510f4d0008.report.json,2382ef5a6664d9dbec66105dec4e9b2c8b4fb35b1daa64054a80d7c30a78b189
medicine__P3__p3_non_field_ett,medicine,P3,sensitivity,p3_non_field_ett,p3_non_field_ett / p3_non_field_ett,p3_non_field_ett,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.89019 [0.876123, 0.903865]","0.380765 [0.343367, 0.42179]",15985,698,0.8901903278306585,0.8761231358118649,0.9038646619528359,0.3807646357486764,0.34336689571362156,0.4217897852044225,0.03278093593358137,0.0313091987345955,0.03443615270032122,0.2374429223744292,0.001876759461995621,0.5,0.5,0.5,0.1489971346704871,0.9951592856675606,0.5842696629213483,0.9624217118997912,104,74,15213,594,ESTIMATED,ESTIMATED,ESTIMATED,0c62126ff9ac1732aa07febd3037226cd9b078d87731f5df1dfa2f3b391dffd6,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_field_ett,0115a76d8dd055fd0d434d3f1124987049de7274d9c5a9dcf942c3da6b2706c3,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_field_ett\0115a76d8dd055fd_3c510f4d0008.report.json,2382ef5a6664d9dbec66105dec4e9b2c8b4fb35b1daa64054a80d7c30a78b189
medicine__P3__p3_non_field_ett,medicine,P3,sensitivity,p3_non_field_ett,p3_non_field_ett / p3_non_field_ett,p3_non_field_ett,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.896477 [0.876766, 0.915858]","0.372438 [0.323549, 0.43634]",4759,248,0.8964770703870825,0.8767656623517502,0.9158584094839163,0.3724380670180512,0.32354945231552656,0.43633957648922506,0.0388697510927504,0.036611584817452136,0.041206337654678044,0.2523076923076923,0.0010506408909434755,0.5,0.5,0.5,0.16532258064516128,0.992019507869652,0.5324675324675324,0.9557881247330201,41,36,4475,207,ESTIMATED,ESTIMATED,ESTIMATED,b0f18a55b03678330ecc0d15072e92d6e01cf1ccbd1b91627ee2860a799c0b9f,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_field_ett,0115a76d8dd055fd0d434d3f1124987049de7274d9c5a9dcf942c3da6b2706c3,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_field_ett\0115a76d8dd055fd_3c510f4d0008.report.json,2382ef5a6664d9dbec66105dec4e9b2c8b4fb35b1daa64054a80d7c30a78b189
medicine__P3__p3_non_ett_sga,medicine,P3,sensitivity,p3_non_ett_sga,p3_non_ett_sga / all_comer_reference,all_comer_reference,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.890553 [0.87654, 0.90322]","0.380171 [0.341849, 0.419992]",15995,703,0.8905529495242728,0.8765398303686821,0.9032196839579898,0.3801711409209264,0.34184869230024595,0.41999159881831416,0.03299117316759607,0.0314487384819059,0.03483944085243789,0.23927765237020315,0.0018130665833072834,0.5,0.5,0.5,0.1507823613086771,0.9949646874182579,0.5792349726775956,0.9622438654186694,106,77,15215,597,ESTIMATED,ESTIMATED,ESTIMATED,029fc2188114f7200302cb9e3781c2fe0079adb6347423e1e92097c1eb33ea9a,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_ett_sga,eeda96bc70e74e2be764428b25570568b5e705b1c633e38b9a70fe33c8961a28,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_ett_sga\eeda96bc70e74e2b_3c510f4d0008.report.json,141eda92eb46184e0bf6518d37ebcdd285136b3f4032159dd6c4ef2968ed2d6b
medicine__P3__p3_non_ett_sga,medicine,P3,sensitivity,p3_non_ett_sga,p3_non_ett_sga / all_comer_reference,all_comer_reference,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.89689 [0.878232, 0.915449]","0.369064 [0.319562, 0.434817]",4770,253,0.8968901847303248,0.8782322131054249,0.9154486876209674,0.36906420943915547,0.31956221360082465,0.43481677193260265,0.03965262977751102,0.037171529206509284,0.042180045968259264,0.25958702064896755,0.0004192872117400419,0.5,0.5,0.5,0.17391304347826086,0.9907017932255922,0.5116279069767442,0.9553800170794193,44,42,4475,209,ESTIMATED,ESTIMATED,ESTIMATED,140bd3741e53d90e3e0f0e2579abb5e63f66a3d0188a50176737c65b27e22bdc,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_ett_sga,eeda96bc70e74e2be764428b25570568b5e705b1c633e38b9a70fe33c8961a28,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_ett_sga\eeda96bc70e74e2b_3c510f4d0008.report.json,141eda92eb46184e0bf6518d37ebcdd285136b3f4032159dd6c4ef2968ed2d6b
medicine__P3__p3_non_ett_sga,medicine,P3,sensitivity,p3_non_ett_sga,p3_non_ett_sga / p3_non_ett_sga,p3_non_ett_sga,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.88953 [0.876084, 0.902525]","0.380738 [0.342922, 0.424423]",15973,691,0.889529806355424,0.8760844249560312,0.9025247698495722,0.3807383557404316,0.34292174801576003,0.42442270881819427,0.03251010090509032,0.030945882730929852,0.03414092272165019,0.23787528868360278,0.0019407750579102235,0.5,0.5,0.5,0.14905933429811866,0.9952885747938751,0.5885714285714285,0.9627800987466768,103,72,15210,588,ESTIMATED,ESTIMATED,ESTIMATED,8c810ee0d53d64daf40a58070493850dc1c22858cf0d2088a0eace562a9cbc8c,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_ett_sga,eeda96bc70e74e2be764428b25570568b5e705b1c633e38b9a70fe33c8961a28,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_ett_sga\eeda96bc70e74e2b_3c510f4d0008.report.json,141eda92eb46184e0bf6518d37ebcdd285136b3f4032159dd6c4ef2968ed2d6b
medicine__P3__p3_non_ett_sga,medicine,P3,sensitivity,p3_non_ett_sga,p3_non_ett_sga / p3_non_ett_sga,p3_non_ett_sga,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.8913 [0.869176, 0.910837]","0.351885 [0.298973, 0.417884]",4712,224,0.8913004122103387,0.8691764933782252,0.9108372852258759,0.35188548146507675,0.2989726680491292,0.4178835078229543,0.03639190933851658,0.034265095953540006,0.03858132908042066,0.2206405693950178,0.0010611205432937182,0.5,0.5,0.5,0.13839285714285715,0.9942067736185384,0.543859649122807,0.9585392051557465,31,26,4462,193,ESTIMATED,ESTIMATED,ESTIMATED,9fc2abacaf3c02499a833589df175501a5bff80cd5ae5a2f084039df226662e4,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold. Recorded airway exclusion; absence of a recorded flag does not prove a hospital-only event.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\medicine__P3__p3_non_ett_sga,eeda96bc70e74e2be764428b25570568b5e705b1c633e38b9a70fe33c8961a28,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\medicine__P3__p3_non_ett_sga\eeda96bc70e74e2b_3c510f4d0008.report.json,141eda92eb46184e0bf6518d37ebcdd285136b3f4032159dd6c4ef2968ed2d6b
