task_id,group,outcome,kind,analysis,Experiment,arm,split,probability_layer,presentation,completion_status,Features included,feature_set_id,feature_count,AUROC[CI],AUPRC[CI],N,events,AUROC,AUROC_lower_ci,AUROC_upper_ci,AUPRC,AUPRC_lower_ci,AUPRC_upper_ci,Brier,Brier_lower_ci,Brier_upper_ci,F1,net benefit,threshold_mean,threshold_min,threshold_max,sensitivity,specificity,PPV,NPV,TP,FP,TN,FN,AUROC_status,AUPRC_status,Brier_status,cohort_identity_sha256,Interpretation,source_result_root,source_result_receipt_sha256,source_validation_path,source_validation_sha256
surgery__S3__age_subgroup,surgery,S3,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.699882 [0.678839, 0.721191]","0.480387 [0.452299, 0.515055]",2727,800,0.6998819408406849,0.6788390120003835,0.7211905543238017,0.48038661029856466,0.4522985321211251,0.5150547575231446,0.19927913074915296,0.19286569656692684,0.20586565129115422,0.5029940119760479,-0.011001100110011002,0.5,0.5,0.5,0.525,0.766476388168137,0.4827586206896552,0.7953688745288099,420,450,1477,380,ESTIMATED,ESTIMATED,ESTIMATED,faa7b3a407886d9d236b5fea7889345134eee193dd434ef8b939df108fac765b,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S3__age_subgroup,7eadc8d4655903978bac2ce8d8ef7950a17253a61cb26c3e6e46ba02700ab7b3,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S3__age_subgroup\7eadc8d465590397_3c510f4d0008.report.json,b4992fab419db6792c0f97b2580ad21f60558fa020cde44a1177f7f6dddff407
surgery__S3__age_subgroup,surgery,S3,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.704075 [0.666717, 0.739592]","0.489301 [0.440262, 0.542362]",1040,276,0.7040746642385614,0.6667170670501326,0.7395919230151294,0.48930089155829415,0.4402618559489039,0.5423617840517913,0.1905861529777603,0.1814805637054636,0.20009418768437348,0.4712041884816754,-0.025961538461538463,0.5,0.5,0.5,0.4891304347826087,0.7879581151832461,0.45454545454545453,0.8102288021534321,135,162,602,141,ESTIMATED,ESTIMATED,ESTIMATED,9bf6f4e3a1b6fe9bf405d13f970ef6a91134fd56ae2f13ccc3105c2c7d6ef4c9,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S3__age_subgroup,7eadc8d4655903978bac2ce8d8ef7950a17253a61cb26c3e6e46ba02700ab7b3,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S3__age_subgroup\7eadc8d465590397_3c510f4d0008.report.json,b4992fab419db6792c0f97b2580ad21f60558fa020cde44a1177f7f6dddff407
surgery__S4__age_subgroup,surgery,S4,sensitivity,age_subgroup,age_subgroup / age_18_64,age_18_64,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.816959 [0.783433, 0.847175]","0.211555 [0.158491, 0.278257]",6004,170,0.81695940631995,0.7834329939951775,0.8471754499423124,0.21155533194346945,0.15849052391278393,0.2782574724583835,0.02505859434100829,0.023696305597345157,0.026445284776600287,0.15920398009950248,0.00016655562958027982,0.5,0.5,0.5,0.09411764705882353,0.9974288652725403,0.5161290322580645,0.9742173112338858,16,15,5819,154,ESTIMATED,ESTIMATED,ESTIMATED,45353c3280fe7016a127aad4bad792de0a566f82d43d1cb18d83e264a6185b1c,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S4__age_subgroup,c2fdf30243773e26fd973a984b770f912c5fb20ddba4e547dcdf5c949b7f8a5a,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S4__age_subgroup\c2fdf30243773e26_3c510f4d0008.report.json,7ad7ae030d471920915f7b22cafb5369c9e1535c2baef74b34084daa91552a7d
surgery__S4__age_subgroup,surgery,S4,sensitivity,age_subgroup,age_subgroup / age_18_64,age_18_64,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.903175 [0.858792, 0.939414]","0.47279 [0.351538, 0.599031]",1672,58,0.9031748066487203,0.8587920340829766,0.9394140223548093,0.4727902080312631,0.3515381207114309,0.599031186299564,0.023758590689293365,0.020331879097802222,0.02777018768594895,0.4235294117647059,0.005382775119617225,0.5,0.5,0.5,0.3103448275862069,0.9944237918215614,0.6666666666666666,0.9756838905775076,18,9,1605,40,ESTIMATED,ESTIMATED,ESTIMATED,b5bf632ebcfc8b63da523402f28c30176a14df5fe78475e2483c2c83dc043deb,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S4__age_subgroup,c2fdf30243773e26fd973a984b770f912c5fb20ddba4e547dcdf5c949b7f8a5a,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S4__age_subgroup\c2fdf30243773e26_3c510f4d0008.report.json,7ad7ae030d471920915f7b22cafb5369c9e1535c2baef74b34084daa91552a7d
surgery__S4__age_subgroup,surgery,S4,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.739438 [0.706113, 0.773029]","0.32688 [0.272898, 0.388363]",2727,255,0.739437781585126,0.7061125046572162,0.7730292093106831,0.32688009336479407,0.27289780212142994,0.38836342463351936,0.07456623755286212,0.07068589289378199,0.07846314765190412,0.22077922077922077,0.005500550055005501,0.5,0.5,0.5,0.13333333333333333,0.9923139158576052,0.6415094339622641,0.9173522812266268,34,19,2453,221,ESTIMATED,ESTIMATED,ESTIMATED,09994cf8956a7db68f3e4d653605f19bf084db1a8ab30db2c28efa348c72dc17,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S4__age_subgroup,c2fdf30243773e26fd973a984b770f912c5fb20ddba4e547dcdf5c949b7f8a5a,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S4__age_subgroup\c2fdf30243773e26_3c510f4d0008.report.json,7ad7ae030d471920915f7b22cafb5369c9e1535c2baef74b34084daa91552a7d
surgery__S4__age_subgroup,surgery,S4,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.764283 [0.710831, 0.816792]","0.353307 [0.262887, 0.4593]",1040,82,0.7642828046234534,0.710830751720723,0.8167922821210822,0.3533071920667097,0.26288694121174655,0.45930002780547513,0.06484999458600459,0.0572526407900415,0.07216928476863757,0.3387096774193548,0.0,0.5,0.5,0.5,0.25609756097560976,0.9780793319415448,0.5,0.938877755511022,21,21,937,61,ESTIMATED,ESTIMATED,ESTIMATED,bf3fe9c537570d15b6afb0f0c91ccb2c1d29f0dd5fc25a51bc759cbedbc770ae,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S4__age_subgroup,c2fdf30243773e26fd973a984b770f912c5fb20ddba4e547dcdf5c949b7f8a5a,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S4__age_subgroup\c2fdf30243773e26_3c510f4d0008.report.json,7ad7ae030d471920915f7b22cafb5369c9e1535c2baef74b34084daa91552a7d
surgery__S5__age_subgroup,surgery,S5,sensitivity,age_subgroup,age_subgroup / age_18_64,age_18_64,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.790807 [0.622581, 0.926192]","0.0639915 [0.00376598, 0.339048]",6004,9,0.7908071541099063,0.622580727410347,0.9261923692460745,0.06399150728147766,0.0037659806126360707,0.33904799242307226,0.0014553673528075177,0.0011603866613276413,0.001664907728979866,0.0,-0.00016655562958027982,0.5,0.5,0.5,0.0,0.9998331943286072,0.0,0.9985007496251874,0,1,5994,9,ESTIMATED,ESTIMATED,ESTIMATED,eb22a886017be6ddc7767db1045409c073e02f0a2c12f929ae6d7f1b4ee65bfd,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S5__age_subgroup,7569bb6e2ecf7001c278ae96e02754c760379bac14e9efd8e10de0750de27d96,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S5__age_subgroup\7569bb6e2ecf7001_3c510f4d0008.report.json,12d90a7f8f9fa994670667f00fb6537c61c8fb2efca3dda61b8dd66cbe7a0ab1
surgery__S5__age_subgroup,surgery,S5,sensitivity,age_subgroup,age_subgroup / age_18_64,age_18_64,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.911938 [0.86437, 0.960918]","0.0651046 [0.0144499, 0.412511]",1672,5,0.9119376124775045,0.8643702167153019,0.9609175236448887,0.06510464117102212,0.014449866184919122,0.4125108404989619,0.003035545695251307,0.0026531491848002264,0.003397192197948232,0.0,0.0,0.5,0.5,0.5,0.0,1.0,,0.9970095693779905,0,0,1667,5,ESTIMATED,ESTIMATED,ESTIMATED,73db0270b9450b08474bdfdd56482a960f3a34d8d61856c17ef5cbd30813e7bf,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S5__age_subgroup,7569bb6e2ecf7001c278ae96e02754c760379bac14e9efd8e10de0750de27d96,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S5__age_subgroup\7569bb6e2ecf7001_3c510f4d0008.report.json,12d90a7f8f9fa994670667f00fb6537c61c8fb2efca3dda61b8dd66cbe7a0ab1
surgery__S5__age_subgroup,surgery,S5,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.800518 [0.695666, 0.901087]","0.136954 [0.0638696, 0.309513]",2727,25,0.8005181347150259,0.6956658557070081,0.9010868656817669,0.1369538232255159,0.06386955929733708,0.30951259395750996,0.008955008420967544,0.008111812447893848,0.009887711997754723,0.0,-0.0007334066740007334,0.5,0.5,0.5,0.0,0.999259807549963,0.0,0.9908256880733946,0,2,2700,25,ESTIMATED,ESTIMATED,ESTIMATED,5de84a089b143855648b3e5ab21c36abbfd20a50f570b04dacfc25e0ae228598,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S5__age_subgroup,7569bb6e2ecf7001c278ae96e02754c760379bac14e9efd8e10de0750de27d96,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S5__age_subgroup\7569bb6e2ecf7001_3c510f4d0008.report.json,12d90a7f8f9fa994670667f00fb6537c61c8fb2efca3dda61b8dd66cbe7a0ab1
surgery__S5__age_subgroup,surgery,S5,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.781334 [0.63105, 0.908027]","0.0536049 [0.0180029, 0.224382]",1040,9,0.7813341954952042,0.6310495892426679,0.9080272308731824,0.05360487579150115,0.018002903210460292,0.22438167768496087,0.009233359917769137,0.008098662039504378,0.010389527086762879,0.0,-0.0009615384615384616,0.5,0.5,0.5,0.0,0.9990300678952473,0.0,0.9913378248315688,0,1,1030,9,ESTIMATED,ESTIMATED,ESTIMATED,6a5b20424953382b6d23802789fa7dc2faf66d1c072d7e38463fdc46fba97eb1,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S5__age_subgroup,7569bb6e2ecf7001c278ae96e02754c760379bac14e9efd8e10de0750de27d96,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S5__age_subgroup\7569bb6e2ecf7001_3c510f4d0008.report.json,12d90a7f8f9fa994670667f00fb6537c61c8fb2efca3dda61b8dd66cbe7a0ab1
surgery__S6__age_subgroup,surgery,S6,sensitivity,age_subgroup,age_subgroup / age_18_64,age_18_64,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.861314 [0.803885, 0.910444]","0.080003 [0.0387246, 0.163463]",6004,44,0.8613140634533252,0.8038850717726604,0.9104441299006516,0.08000298763681417,0.038724590934036164,0.16346303892783906,0.008904012776839741,0.008414007121274764,0.009364812953423764,0.044444444444444446,0.00016655562958027982,0.5,0.5,0.5,0.022727272727272728,1.0,1.0,0.9928369148758954,1,0,5960,43,ESTIMATED,ESTIMATED,ESTIMATED,7d5947232aa0cd9d454d19389f3596887c85bd43503bee5dc1de431e3de97acb,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S6__age_subgroup,92b67c628e7e4c727ab7436c8ce523f8b22a3f005d7ad807c980b9e76aff1164,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S6__age_subgroup\92b67c628e7e4c72_3c510f4d0008.report.json,25c2c616ea3a28e9e453fa2ad98c129b97146d523cdf8e2c58bed00ca3e33ee0
surgery__S6__age_subgroup,surgery,S6,sensitivity,age_subgroup,age_subgroup / age_18_64,age_18_64,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.900779 [0.818144, 0.96151]","0.12871 [0.0725903, 0.278791]",1672,18,0.9007792556764745,0.8181436117951363,0.9615100641639588,0.1287103207239607,0.07259025713021963,0.2787906514199505,0.01254670883962495,0.011012556898100193,0.01401366244156712,0.0,-0.0011961722488038277,0.5,0.5,0.5,0.0,0.9987908101571947,0.0,0.9892215568862276,0,2,1652,18,ESTIMATED,ESTIMATED,ESTIMATED,89a76399508dec6632ff626aba3945e0489c9972b11fb5b7243db6a712c1e88f,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S6__age_subgroup,92b67c628e7e4c727ab7436c8ce523f8b22a3f005d7ad807c980b9e76aff1164,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S6__age_subgroup\92b67c628e7e4c72_3c510f4d0008.report.json,25c2c616ea3a28e9e453fa2ad98c129b97146d523cdf8e2c58bed00ca3e33ee0
surgery__S6__age_subgroup,surgery,S6,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,oof_2020_2023,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.735999 [0.669084, 0.797057]","0.0740232 [0.051001, 0.125098]",2727,59,0.7359985261606484,0.6690836522457447,0.7970565433391567,0.07402324265798922,0.051000968593500104,0.12509816735754617,0.026486652768786395,0.025177465902567607,0.027810615329085332,0.0,-0.0022002200220022,0.5,0.5,0.5,0.0,0.9977511244377811,0.0,0.9783167952958471,0,6,2662,59,ESTIMATED,ESTIMATED,ESTIMATED,c7fa168b70c0af1fbfe97713f08357e3b3e95b7ebed05877f098348ac5f7a029,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S6__age_subgroup,92b67c628e7e4c727ab7436c8ce523f8b22a3f005d7ad807c980b9e76aff1164,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S6__age_subgroup\92b67c628e7e4c72_3c510f4d0008.report.json,25c2c616ea3a28e9e453fa2ad98c129b97146d523cdf8e2c58bed00ca3e33ee0
surgery__S6__age_subgroup,surgery,S6,sensitivity,age_subgroup,age_subgroup / age_65_plus,age_65_plus,validation_2024,RAW_LOCKED_BASE_PREDICTIONS,raw,VALIDATED_COMPUTED,Full locked input feature order,d5d5e2d8a0734a0ce9af97a6606994868307c154f09eee30ee788ada6108d568,764,"0.767511 [0.66351, 0.859444]","0.116825 [0.0549247, 0.284474]",1040,24,0.7675114829396326,0.663509677406556,0.8594444137186269,0.11682545578718864,0.05492471809336252,0.2844738642777533,0.028899684500217574,0.026023142178442243,0.031661004882614606,0.13793103448275862,-0.0009615384615384616,0.5,0.5,0.5,0.08333333333333333,0.9970472440944882,0.4,0.978743961352657,2,3,1013,22,ESTIMATED,ESTIMATED,ESTIMATED,050271d6ab44c17e62e4c1ca0a4d08386b5f058b5c758b4555fd58516ae7aad0,"Descriptive arm estimate. CI is an individual-arm CI, not a paired-difference CI; no significance claim for a delta. Raw layer; operating point is the recorded P104 comparator rule, not a final clinical threshold.",D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\runs\surgery__S6__age_subgroup,92b67c628e7e4c727ab7436c8ce523f8b22a3f005d7ad807c980b9e76aff1164,D:\Codex_分拆Prompt嚴格無到院\outputs\v2\specialty_opname_v1\p1_04_extension_20260905\local_dispatch_full\validations\surgery__S6__age_subgroup\92b67c628e7e4c72_3c510f4d0008.report.json,25c2c616ea3a28e9e453fa2ad98c129b97146d523cdf8e2c58bed00ca3e33ee0
