group,city,feature,n,missing_n,missing_rate
medicine,新北,MISSREASON_EMT_年齡__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_年齡__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_年齡__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_發生地點_到慈濟_開車km,19854,18,0.0009066183136899365
medicine,新北,MISS_EMT_發生地點_到慈濟_開車km,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_開車km__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_開車km__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_開車km__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_開車km__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_發生地點_到慈濟_直線km,19854,18,0.0009066183136899365
medicine,新北,MISS_EMT_發生地點_到慈濟_直線km,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_直線km__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_直線km__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_直線km__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_發生地點_到慈濟_直線km__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_反應時間分,19854,21,0.0010577213659715926
medicine,新北,MISS_EMT_反應時間分,19854,0,0.0
medicine,新北,MISSREASON_EMT_反應時間分__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_反應時間分__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_反應時間分__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_反應時間分__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場停留分,19854,0,0.0
medicine,新北,MISS_EMT_現場停留分,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場停留分__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場停留分__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場停留分__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場停留分__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_送醫途中分,19854,0,0.0
medicine,新北,MISS_EMT_送醫途中分,19854,0,0.0
medicine,新北,MISSREASON_EMT_送醫途中分__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_送醫途中分__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_送醫途中分__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_送醫途中分__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_舒張壓,19854,19854,1.0
medicine,新北,MISS_EMT_現場_舒張壓,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_舒張壓__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_舒張壓__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_舒張壓__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_舒張壓__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_脈搏,19854,1109,0.05585776166011887
medicine,新北,MISS_EMT_現場_脈搏,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_脈搏__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_脈搏__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_脈搏__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_脈搏__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_呼吸,19854,1109,0.05585776166011887
medicine,新北,MISS_EMT_現場_呼吸,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_呼吸__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_呼吸__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_呼吸__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_呼吸__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_SPO2,19854,1159,0.058376145864813135
medicine,新北,MISS_EMT_現場_SPO2,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_SPO2__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_SPO2__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_SPO2__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_SPO2__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_體溫,19854,1122,0.05651254155333938
medicine,新北,MISS_EMT_現場_體溫,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_體溫__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_體溫__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_體溫__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_體溫__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_GCS,19854,1300,0.06547798932205097
medicine,新北,MISS_EMT_現場_GCS,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_GCS_E,19854,1300,0.06547798932205097
medicine,新北,MISS_EMT_現場_GCS_E,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_E__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_E__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_E__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_E__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_GCS_V,19854,1300,0.06547798932205097
medicine,新北,MISS_EMT_現場_GCS_V,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_V__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_V__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_V__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_V__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_現場_GCS_M,19854,1300,0.06547798932205097
medicine,新北,MISS_EMT_現場_GCS_M,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_M__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_M__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_M__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_現場_GCS_M__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_舒張壓,19854,1595,0.08033645612974716
medicine,新北,MISS_EMT_車上_舒張壓,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_舒張壓__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_舒張壓__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_舒張壓__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_舒張壓__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_脈搏,19854,1163,0.058577616601188674
medicine,新北,MISS_EMT_車上_脈搏,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_脈搏__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_脈搏__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_脈搏__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_脈搏__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_呼吸,19854,1157,0.058275410496625366
medicine,新北,MISS_EMT_車上_呼吸,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_呼吸__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_呼吸__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_呼吸__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_呼吸__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_SPO2,19854,1163,0.058577616601188674
medicine,新北,MISS_EMT_車上_SPO2,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_SPO2__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_SPO2__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_SPO2__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_SPO2__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_體溫,19854,1165,0.05867835196937645
medicine,新北,MISS_EMT_車上_體溫,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_體溫__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_體溫__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_體溫__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_體溫__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_GCS,19854,1350,0.06799637352674524
medicine,新北,MISS_EMT_車上_GCS,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_GCS_E,19854,1350,0.06799637352674524
medicine,新北,MISS_EMT_車上_GCS_E,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_E__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_E__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_E__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_E__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_GCS_V,19854,1350,0.06799637352674524
medicine,新北,MISS_EMT_車上_GCS_V,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_V__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_V__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_V__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_V__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_車上_GCS_M,19854,1350,0.06799637352674524
medicine,新北,MISS_EMT_車上_GCS_M,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_M__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_M__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_M__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_車上_GCS_M__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_生命徵象量測次數,19854,0,0.0
medicine,新北,MISS_EMT_生命徵象量測次數,19854,0,0.0
medicine,新北,MISSREASON_EMT_生命徵象量測次數__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_生命徵象量測次數__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_生命徵象量測次數__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_生命徵象量測次數__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_問卷_疼痛指數,19854,9329,0.46988012491185654
medicine,新北,MISS_EMT_問卷_疼痛指數,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_疼痛指數__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_疼痛指數__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_疼痛指數__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_疼痛指數__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_問卷_左瞳孔尺寸mm,19854,1055,0.053137906719049055
medicine,新北,MISS_EMT_問卷_左瞳孔尺寸mm,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_問卷_右瞳孔尺寸mm,19854,1064,0.05359121587589403
medicine,新北,MISS_EMT_問卷_右瞳孔尺寸mm,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_問卷_血糖值mgdl,19854,14034,0.7068600785735872
medicine,新北,MISS_EMT_問卷_血糖值mgdl,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_血糖值mgdl__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_血糖值mgdl__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_血糖值mgdl__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_血糖值mgdl__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_問卷_氧氣流量Lmin,19854,16012,0.8064873577112924
medicine,新北,MISS_EMT_問卷_氧氣流量Lmin,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_氧氣流量Lmin__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_氧氣流量Lmin__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_氧氣流量Lmin__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_氧氣流量Lmin__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_問卷_靜脈輸液量ml,19854,18378,0.9256572982774252
medicine,新北,MISS_EMT_問卷_靜脈輸液量ml,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_靜脈輸液量ml__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_靜脈輸液量ml__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_靜脈輸液量ml__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_問卷_靜脈輸液量ml__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_體重,19854,291,0.01465699607132064
medicine,新北,MISS_EMT_體重,19854,0,0.0
medicine,新北,MISSREASON_EMT_體重__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_體重__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_體重__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_體重__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_燒燙傷一級%,19854,0,0.0
medicine,新北,MISS_EMT_燒燙傷一級%,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷一級%__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷一級%__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷一級%__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷一級%__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_燒燙傷二級%,19854,0,0.0
medicine,新北,MISS_EMT_燒燙傷二級%,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷二級%__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷二級%__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷二級%__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷二級%__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_燒燙傷三級%,19854,0,0.0
medicine,新北,MISS_EMT_燒燙傷三級%,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷三級%__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷三級%__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷三級%__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷三級%__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_燒燙傷總%,19854,0,0.0
medicine,新北,MISS_EMT_燒燙傷總%,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷總%__source_missing,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷總%__not_measured,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷總%__sentinel,19854,0,0.0
medicine,新北,MISSREASON_EMT_燒燙傷總%__invalid_or_out_of_range,19854,0,0.0
medicine,新北,EMT_城市__台北,19854,0,0.0
medicine,新北,EMT_城市__新北,19854,0,0.0
medicine,新北,EMT_城市__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_城市__MISSING,19854,0,0.0
medicine,新北,EMT_性別__女,19854,0,0.0
medicine,新北,EMT_性別__男,19854,0,0.0
medicine,新北,EMT_性別__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_性別__MISSING,19854,0,0.0
medicine,新北,EMT_送醫路由__家屬指定送醫,19854,0,0.0
medicine,新北,EMT_送醫路由__就近適當,19854,0,0.0
medicine,新北,EMT_送醫路由__指揮中心,19854,0,0.0
medicine,新北,EMT_送醫路由__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_送醫路由__MISSING,19854,0,0.0
medicine,新北,EMT_危急個案__0.0,19854,0,0.0
medicine,新北,EMT_危急個案__1.0,19854,0,0.0
medicine,新北,EMT_危急個案__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_危急個案__MISSING,19854,0,0.0
medicine,新北,EMT_發生地區__三峽區,19854,0,0.0
medicine,新北,EMT_發生地區__三重區,19854,0,0.0
medicine,新北,EMT_發生地區__中和區,19854,0,0.0
medicine,新北,EMT_發生地區__土城區,19854,0,0.0
medicine,新北,EMT_發生地區__坪林區,19854,0,0.0
medicine,新北,EMT_發生地區__市文山區,19854,0,0.0
medicine,新北,EMT_發生地區__新店區,19854,0,0.0
medicine,新北,EMT_發生地區__新莊區,19854,0,0.0
medicine,新北,EMT_發生地區__板橋區,19854,0,0.0
medicine,新北,EMT_發生地區__樹林區,19854,0,0.0
medicine,新北,EMT_發生地區__永和區,19854,0,0.0
medicine,新北,EMT_發生地區__深坑區,19854,0,0.0
medicine,新北,EMT_發生地區__烏來區,19854,0,0.0
medicine,新北,EMT_發生地區__石碇區,19854,0,0.0
medicine,新北,EMT_發生地區__蘆洲區,19854,0,0.0
medicine,新北,EMT_發生地區__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_發生地區__MISSING,19854,0,0.0
medicine,新北,EMT_距離_定位信心__Google地標,19854,0,0.0
medicine,新北,EMT_距離_定位信心__區內概略,19854,0,0.0
medicine,新北,EMT_距離_定位信心__國道概略,19854,0,0.0
medicine,新北,EMT_距離_定位信心__無,19854,0,0.0
medicine,新北,EMT_距離_定位信心__號,19854,0,0.0
medicine,新北,EMT_距離_定位信心__路名概略(OSM),19854,0,0.0
medicine,新北,EMT_距離_定位信心__路段中心,19854,0,0.0
medicine,新北,EMT_距離_定位信心__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_距離_定位信心__MISSING,19854,0,0.0
medicine,新北,EMT_現場_意識__否,19854,0,0.0
medicine,新北,EMT_現場_意識__清,19854,0,0.0
medicine,新北,EMT_現場_意識__痛,19854,0,0.0
medicine,新北,EMT_現場_意識__聲,19854,0,0.0
medicine,新北,EMT_現場_意識__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_現場_意識__MISSING,19854,0,0.0
medicine,新北,EMT_派遣分類__BLS,19854,0,0.0
medicine,新北,EMT_派遣分類__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_派遣分類__MISSING,19854,0,0.0
medicine,新北,EMT_派遣原因__救護,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-一般受傷,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-其它,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-割腕,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-吞食藥物,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-孕婦待產,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-急病,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-打架受傷,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-精神異常,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-路倒,19854,0,0.0
medicine,新北,EMT_派遣原因__救護-車禍,19854,0,0.0
medicine,新北,EMT_派遣原因__火警-集合住宅,19854,0,0.0
medicine,新北,EMT_派遣原因__緊急救援-其他,19854,0,0.0
medicine,新北,EMT_派遣原因__緊急救援-車禍救助,19854,0,0.0
medicine,新北,EMT_派遣原因__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_派遣原因__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_創傷導致的主訴群__肢體麻痺,19854,0,0.0
medicine,新北,EMT_問卷_創傷導致的主訴群__背部疼痛,19854,0,0.0
medicine,新北,EMT_問卷_創傷導致的主訴群__胸痛/悶,19854,0,0.0
medicine,新北,EMT_問卷_創傷導致的主訴群__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_創傷導致的主訴群__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_頸椎固定__GCS<15,19854,0,0.0
medicine,新北,EMT_問卷_頸椎固定__檢查無明顯異常,19854,0,0.0
medicine,新北,EMT_問卷_頸椎固定__肢體運動感覺異常,19854,0,0.0
medicine,新北,EMT_問卷_頸椎固定__轉向困難,19854,0,0.0
medicine,新北,EMT_問卷_頸椎固定__頸椎瘀青疼痛,19854,0,0.0
medicine,新北,EMT_問卷_頸椎固定__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_頸椎固定__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_膚色__其他,19854,0,0.0
medicine,新北,EMT_問卷_膚色__正常,19854,0,0.0
medicine,新北,EMT_問卷_膚色__溼冷,19854,0,0.0
medicine,新北,EMT_問卷_膚色__潮紅,19854,0,0.0
medicine,新北,EMT_問卷_膚色__發紺,19854,0,0.0
medicine,新北,EMT_問卷_膚色__蒼白,19854,0,0.0
medicine,新北,EMT_問卷_膚色__蒼白、溼冷,19854,0,0.0
medicine,新北,EMT_問卷_膚色__黃疸,19854,0,0.0
medicine,新北,EMT_問卷_膚色__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_膚色__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_左瞳孔光反射__+,19854,0,0.0
medicine,新北,EMT_問卷_左瞳孔光反射__-,19854,0,0.0
medicine,新北,EMT_問卷_左瞳孔光反射__無法測量,19854,0,0.0
medicine,新北,EMT_問卷_左瞳孔光反射__眼疾,19854,0,0.0
medicine,新北,EMT_問卷_左瞳孔光反射__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_左瞳孔光反射__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_右瞳孔光反射__+,19854,0,0.0
medicine,新北,EMT_問卷_右瞳孔光反射__-,19854,0,0.0
medicine,新北,EMT_問卷_右瞳孔光反射__無法測量,19854,0,0.0
medicine,新北,EMT_問卷_右瞳孔光反射__眼疾,19854,0,0.0
medicine,新北,EMT_問卷_右瞳孔光反射__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_右瞳孔光反射__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_氣管位置__其他,19854,0,0.0
medicine,新北,EMT_問卷_氣管位置__正常,19854,0,0.0
medicine,新北,EMT_問卷_氣管位置__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_氣管位置__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_頸靜脈怒張__其他,19854,0,0.0
medicine,新北,EMT_問卷_頸靜脈怒張__有,19854,0,0.0
medicine,新北,EMT_問卷_頸靜脈怒張__無,19854,0,0.0
medicine,新北,EMT_問卷_頸靜脈怒張__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_頸靜脈怒張__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__High,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__Low,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__否,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__否、其他,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__否、創傷,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__否、拒絕,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__否、躁動,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__血糖值紀錄,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_血糖狀態__MISSING,19854,0,0.0
medicine,新北,EMT_問卷_靜脈輸液種類__0.9%N.S.,19854,0,0.0
medicine,新北,EMT_問卷_靜脈輸液種類__5%G.W.,19854,0,0.0
medicine,新北,EMT_問卷_靜脈輸液種類__50%G.W.,19854,0,0.0
medicine,新北,EMT_問卷_靜脈輸液種類__IV,19854,0,0.0
medicine,新北,EMT_問卷_靜脈輸液種類__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_問卷_靜脈輸液種類__MISSING,19854,0,0.0
medicine,新北,EMT_推定派遣類別__中毒/自傷,19854,0,0.0
medicine,新北,EMT_推定派遣類別__交通事故傷,19854,0,0.0
medicine,新北,EMT_推定派遣類別__內科急病,19854,0,0.0
medicine,新北,EMT_推定派遣類別__其他外傷,19854,0,0.0
medicine,新北,EMT_推定派遣類別__精神行為異常,19854,0,0.0
medicine,新北,EMT_推定派遣類別__路倒/無意識,19854,0,0.0
medicine,新北,EMT_推定派遣類別__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_推定派遣類別__MISSING,19854,0,0.0
medicine,新北,EMT_有燒燙傷__False,19854,0,0.0
medicine,新北,EMT_有燒燙傷__True,19854,0,0.0
medicine,新北,EMT_有燒燙傷__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_有燒燙傷__MISSING,19854,0,0.0
medicine,新北,EMT_心律臆斷__Atrial fibrillation,19854,0,0.0
medicine,新北,EMT_心律臆斷__Normal Sinus Rhythm,19854,0,0.0
medicine,新北,EMT_心律臆斷__ST段下降,19854,0,0.0
medicine,新北,EMT_心律臆斷__Sinus Bradycardia,19854,0,0.0
medicine,新北,EMT_心律臆斷__Sinus Tachycardia,19854,0,0.0
medicine,新北,EMT_心律臆斷__其他波形,19854,0,0.0
medicine,新北,EMT_心律臆斷__OTHER_RARE,19854,0,0.0
medicine,新北,EMT_心律臆斷__MISSING,19854,0,0.0
medicine,新北,"EMT_台北_創傷類型__創傷-一般外傷,肢體外傷,摔跌傷",19854,0,0.0
medicine,新北,"EMT_台北_創傷類型__創傷-一般外傷,頭部外傷,摔跌傷",19854,0,0.0
medicine,新北,EMT_台北_創傷類型__創傷-交通事故(機車),19854,0,0.0
medicine,新北,"EMT_台北_創傷類型__非創傷-一般疾病,噁心嘔吐腹瀉",19854,0,0.0
medicine,新北,"EMT_台北_創傷類型__非創傷-一般疾病,肢體無力",19854,0,0.0
medicine,新北,"EMT_台北_創傷類型__非創傷-一般疾病,頭痛頭暈昏倒昏厥",19854,0,0.0
medicine,新北,EMT_台北_創傷類型__非創傷-呼吸問題,19854,0,0.0
