group,analysis_split,method,feature_x,feature_y,feature_x_group,feature_y_group,pair_n,correlation
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_sbp,vital,vital,15202,0.1346286987642959
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_dbp,vital,vital,14251,-0.041503168001107
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_hr,vital,vital,15113,-0.04731530591233461
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_rr,vital,vital,15113,0.11820971379608596
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_spo2,vital,vital,15110,-0.17583003612844572
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_bt,vital,vital,15109,0.12562028393357233
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_gcs,vital,vital,14961,-0.2065719449818923
medicine,train_2020_2023,pearson,EMT_年齡,prehosp_gcs_m,vital,vital,14962,-0.18112768740979515
medicine,train_2020_2023,pearson,EMT_年齡,MAP,vital,derived_score,14251,0.05295480468593241
medicine,train_2020_2023,pearson,EMT_年齡,SI,vital,derived_score,15109,-0.09479013172065434
medicine,train_2020_2023,pearson,EMT_年齡,mSI,vital,derived_score,14251,-0.05042934580874921
medicine,train_2020_2023,pearson,EMT_年齡,aSI,vital,derived_score,15109,0.6184699630484587
medicine,train_2020_2023,pearson,EMT_年齡,rSI,vital,derived_score,15109,0.14379878726254522
medicine,train_2020_2023,pearson,EMT_年齡,rSIG,vital,derived_score,14957,0.02529396726432973
medicine,train_2020_2023,pearson,EMT_年齡,rSIG_Age,vital,derived_score,14957,-0.7210642123271345
medicine,train_2020_2023,pearson,EMT_年齡,SI_G,vital,derived_score,14957,0.08950087843302285
medicine,train_2020_2023,pearson,EMT_年齡,SIA_G,vital,derived_score,14957,0.3756130433850419
medicine,train_2020_2023,pearson,EMT_年齡,SIAVPU,vital,derived_score,15109,-0.20313148387154892
medicine,train_2020_2023,pearson,EMT_年齡,sMS,vital,derived_score,14962,-0.21631102399851068
medicine,train_2020_2023,pearson,EMT_年齡,rSI_sMS,vital,derived_score,14958,0.012845499544469488
medicine,train_2020_2023,pearson,EMT_年齡,rSI_GCS,vital,derived_score,14957,0.02529396726432973
medicine,train_2020_2023,pearson,EMT_年齡,rSI_GCSM,vital,derived_score,14958,0.04176593308381159
medicine,train_2020_2023,pearson,EMT_年齡,qSOFA,vital,derived_score,15109,0.1905164413595497
medicine,train_2020_2023,pearson,EMT_年齡,NEWS2,vital,derived_score,2910,0.09748983090672537
medicine,train_2020_2023,pearson,EMT_年齡,MEWS,vital,derived_score,15106,0.13896038584693723
medicine,train_2020_2023,pearson,EMT_年齡,REMS,vital,derived_score,14107,0.7802996807175566
medicine,train_2020_2023,pearson,EMT_年齡,RTS,vital,derived_score,14957,-0.18150717666941768
medicine,train_2020_2023,pearson,prehosp_sbp,prehosp_dbp,vital,vital,14253,0.6898217854298104
medicine,train_2020_2023,pearson,prehosp_sbp,prehosp_hr,vital,vital,15116,0.049626865270025945
medicine,train_2020_2023,pearson,prehosp_sbp,prehosp_rr,vital,vital,15116,-0.013748276812977057
medicine,train_2020_2023,pearson,prehosp_sbp,prehosp_spo2,vital,vital,15114,0.11081157059947984
medicine,train_2020_2023,pearson,prehosp_sbp,prehosp_bt,vital,vital,15113,0.027038418758900118
medicine,train_2020_2023,pearson,prehosp_sbp,prehosp_gcs,vital,vital,14964,0.08275880003780127
medicine,train_2020_2023,pearson,prehosp_sbp,prehosp_gcs_m,vital,vital,14965,0.07783526345606395
medicine,train_2020_2023,pearson,prehosp_sbp,MAP,vital,derived_score,14253,0.9092408633365384
medicine,train_2020_2023,pearson,prehosp_sbp,SI,vital,derived_score,15116,-0.6722011792471084
medicine,train_2020_2023,pearson,prehosp_sbp,mSI,vital,derived_score,14253,-0.5668189135449612
medicine,train_2020_2023,pearson,prehosp_sbp,aSI,vital,derived_score,15109,-0.4293078655978016
medicine,train_2020_2023,pearson,prehosp_sbp,rSI,vital,derived_score,15116,0.6883818255256461
medicine,train_2020_2023,pearson,prehosp_sbp,rSIG,vital,derived_score,14964,0.5888132941740903
medicine,train_2020_2023,pearson,prehosp_sbp,rSIG_Age,vital,derived_score,14957,0.2278036351968302
medicine,train_2020_2023,pearson,prehosp_sbp,SI_G,vital,derived_score,14964,-0.3523546799315118
medicine,train_2020_2023,pearson,prehosp_sbp,SIA_G,vital,derived_score,14957,-0.27498519294486873
medicine,train_2020_2023,pearson,prehosp_sbp,SIAVPU,vital,derived_score,15116,-0.5433377511516014
medicine,train_2020_2023,pearson,prehosp_sbp,sMS,vital,derived_score,14965,0.08627989718017375
medicine,train_2020_2023,pearson,prehosp_sbp,rSI_sMS,vital,derived_score,14965,0.5790947167383514
medicine,train_2020_2023,pearson,prehosp_sbp,rSI_GCS,vital,derived_score,14964,0.5888132941740902
medicine,train_2020_2023,pearson,prehosp_sbp,rSI_GCSM,vital,derived_score,14965,0.5963403975112557
medicine,train_2020_2023,pearson,prehosp_sbp,qSOFA,vital,derived_score,15116,-0.3806202670845202
medicine,train_2020_2023,pearson,prehosp_sbp,NEWS2,vital,derived_score,2910,-0.3218278031596635
medicine,train_2020_2023,pearson,prehosp_sbp,MEWS,vital,derived_score,15113,-0.16540871153036052
medicine,train_2020_2023,pearson,prehosp_sbp,REMS,vital,derived_score,14107,0.22361594813646807
medicine,train_2020_2023,pearson,prehosp_sbp,RTS,vital,derived_score,14964,0.18833118041915936
medicine,train_2020_2023,pearson,prehosp_dbp,prehosp_hr,vital,vital,14253,0.14132274902465744
medicine,train_2020_2023,pearson,prehosp_dbp,prehosp_rr,vital,vital,14253,0.008637592132746185
medicine,train_2020_2023,pearson,prehosp_dbp,prehosp_spo2,vital,vital,14253,0.10045117714337722
medicine,train_2020_2023,pearson,prehosp_dbp,prehosp_bt,vital,vital,14253,-0.009268797835810116
medicine,train_2020_2023,pearson,prehosp_dbp,prehosp_gcs,vital,vital,14109,0.09007566956467754
medicine,train_2020_2023,pearson,prehosp_dbp,prehosp_gcs_m,vital,vital,14109,0.07870699049782075
medicine,train_2020_2023,pearson,prehosp_dbp,MAP,vital,derived_score,14253,0.9285852789954733
medicine,train_2020_2023,pearson,prehosp_dbp,SI,vital,derived_score,14253,-0.40204324423574184
medicine,train_2020_2023,pearson,prehosp_dbp,mSI,vital,derived_score,14253,-0.5166699893988924
medicine,train_2020_2023,pearson,prehosp_dbp,aSI,vital,derived_score,14251,-0.32548323085963654
medicine,train_2020_2023,pearson,prehosp_dbp,rSI,vital,derived_score,14253,0.3675602906534594
medicine,train_2020_2023,pearson,prehosp_dbp,rSIG,vital,derived_score,14109,0.32880319391919965
medicine,train_2020_2023,pearson,prehosp_dbp,rSIG_Age,vital,derived_score,14107,0.20095289600344726
medicine,train_2020_2023,pearson,prehosp_dbp,SI_G,vital,derived_score,14109,-0.24011849564610596
medicine,train_2020_2023,pearson,prehosp_dbp,SIA_G,vital,derived_score,14107,-0.22124230131660716
medicine,train_2020_2023,pearson,prehosp_dbp,SIAVPU,vital,derived_score,14253,-0.28107711268506735
medicine,train_2020_2023,pearson,prehosp_dbp,sMS,vital,derived_score,14109,0.0922854231282346
medicine,train_2020_2023,pearson,prehosp_dbp,rSI_sMS,vital,derived_score,14109,0.32474462838978313
medicine,train_2020_2023,pearson,prehosp_dbp,rSI_GCS,vital,derived_score,14109,0.32880319391919965
medicine,train_2020_2023,pearson,prehosp_dbp,rSI_GCSM,vital,derived_score,14109,0.3282606831273775
medicine,train_2020_2023,pearson,prehosp_dbp,qSOFA,vital,derived_score,14253,-0.2678295226418485
medicine,train_2020_2023,pearson,prehosp_dbp,NEWS2,vital,derived_score,2695,-0.19323527865770743
medicine,train_2020_2023,pearson,prehosp_dbp,MEWS,vital,derived_score,14253,-0.06557427159038481
medicine,train_2020_2023,pearson,prehosp_dbp,REMS,vital,derived_score,14107,0.09329990418692788
medicine,train_2020_2023,pearson,prehosp_dbp,RTS,vital,derived_score,14109,0.14822838767439975
medicine,train_2020_2023,pearson,prehosp_hr,prehosp_rr,vital,vital,15120,0.2244360504240205
medicine,train_2020_2023,pearson,prehosp_hr,prehosp_spo2,vital,vital,15117,-0.09243554550193883
medicine,train_2020_2023,pearson,prehosp_hr,prehosp_bt,vital,vital,15116,0.26578660383648994
medicine,train_2020_2023,pearson,prehosp_hr,prehosp_gcs,vital,vital,14968,-0.07987196066598695
medicine,train_2020_2023,pearson,prehosp_hr,prehosp_gcs_m,vital,vital,14969,-0.07142373942154955
medicine,train_2020_2023,pearson,prehosp_hr,MAP,vital,derived_score,14253,0.11113203759374375
medicine,train_2020_2023,pearson,prehosp_hr,SI,vital,derived_score,15116,0.6354041229458145
medicine,train_2020_2023,pearson,prehosp_hr,mSI,vital,derived_score,14253,0.6789835438233454
medicine,train_2020_2023,pearson,prehosp_hr,aSI,vital,derived_score,15109,0.4381370950760139
medicine,train_2020_2023,pearson,prehosp_hr,rSI,vital,derived_score,15116,-0.6292621985954453
medicine,train_2020_2023,pearson,prehosp_hr,rSIG,vital,derived_score,14964,-0.54139421430011
medicine,train_2020_2023,pearson,prehosp_hr,rSIG_Age,vital,derived_score,14957,-0.30753827928293076
medicine,train_2020_2023,pearson,prehosp_hr,SI_G,vital,derived_score,14964,0.32253085303779194
medicine,train_2020_2023,pearson,prehosp_hr,SIA_G,vital,derived_score,14957,0.25709732536738444
medicine,train_2020_2023,pearson,prehosp_hr,SIAVPU,vital,derived_score,15116,0.5339693552545703
medicine,train_2020_2023,pearson,prehosp_hr,sMS,vital,derived_score,14969,-0.08731414000705907
medicine,train_2020_2023,pearson,prehosp_hr,rSI_sMS,vital,derived_score,14965,-0.5337721501275049
medicine,train_2020_2023,pearson,prehosp_hr,rSI_GCS,vital,derived_score,14964,-0.5413942143001099
medicine,train_2020_2023,pearson,prehosp_hr,rSI_GCSM,vital,derived_score,14965,-0.5463666774522589
medicine,train_2020_2023,pearson,prehosp_hr,qSOFA,vital,derived_score,15116,0.12739442191825628
medicine,train_2020_2023,pearson,prehosp_hr,NEWS2,vital,derived_score,2910,0.3383450498488597
medicine,train_2020_2023,pearson,prehosp_hr,MEWS,vital,derived_score,15113,0.5458687827585543
medicine,train_2020_2023,pearson,prehosp_hr,REMS,vital,derived_score,14107,0.11315441619926181
medicine,train_2020_2023,pearson,prehosp_hr,RTS,vital,derived_score,14964,-0.07523008009082842
medicine,train_2020_2023,pearson,prehosp_rr,prehosp_spo2,vital,vital,15117,-0.2181182007798172
medicine,train_2020_2023,pearson,prehosp_rr,prehosp_bt,vital,vital,15116,0.0989454674080738
medicine,train_2020_2023,pearson,prehosp_rr,prehosp_gcs,vital,vital,14968,-0.198663053100926
medicine,train_2020_2023,pearson,prehosp_rr,prehosp_gcs_m,vital,vital,14969,-0.18436141272781834
medicine,train_2020_2023,pearson,prehosp_rr,MAP,vital,derived_score,14253,0.00883621556190341
medicine,train_2020_2023,pearson,prehosp_rr,SI,vital,derived_score,15116,0.17960332035757168
medicine,train_2020_2023,pearson,prehosp_rr,mSI,vital,derived_score,14253,0.1796865058039068
medicine,train_2020_2023,pearson,prehosp_rr,aSI,vital,derived_score,15109,0.22798952730553462
medicine,train_2020_2023,pearson,prehosp_rr,rSI,vital,derived_score,15116,-0.13476497355446798
medicine,train_2020_2023,pearson,prehosp_rr,rSIG,vital,derived_score,14964,-0.19688783824235825
medicine,train_2020_2023,pearson,prehosp_rr,rSIG_Age,vital,derived_score,14957,-0.17806141359499897
medicine,train_2020_2023,pearson,prehosp_rr,SI_G,vital,derived_score,14964,0.23613138271836193
medicine,train_2020_2023,pearson,prehosp_rr,SIA_G,vital,derived_score,14957,0.2555854671294959
medicine,train_2020_2023,pearson,prehosp_rr,SIAVPU,vital,derived_score,15116,0.04452210412477222
medicine,train_2020_2023,pearson,prehosp_rr,sMS,vital,derived_score,14969,-0.19805465257356528
medicine,train_2020_2023,pearson,prehosp_rr,rSI_sMS,vital,derived_score,14965,-0.19902304069264032
medicine,train_2020_2023,pearson,prehosp_rr,rSI_GCS,vital,derived_score,14964,-0.19688783824235828
medicine,train_2020_2023,pearson,prehosp_rr,rSI_GCSM,vital,derived_score,14965,-0.19008399613382715
medicine,train_2020_2023,pearson,prehosp_rr,qSOFA,vital,derived_score,15116,0.542593423922242
medicine,train_2020_2023,pearson,prehosp_rr,NEWS2,vital,derived_score,2910,0.4766771739801091
medicine,train_2020_2023,pearson,prehosp_rr,MEWS,vital,derived_score,15113,0.46698519673841193
medicine,train_2020_2023,pearson,prehosp_rr,REMS,vital,derived_score,14107,0.24033122269313512
medicine,train_2020_2023,pearson,prehosp_rr,RTS,vital,derived_score,14964,-0.2169920551851949
medicine,train_2020_2023,pearson,prehosp_spo2,prehosp_bt,vital,vital,15114,-0.09241518785236283
medicine,train_2020_2023,pearson,prehosp_spo2,prehosp_gcs,vital,vital,14965,0.24032012700827515
medicine,train_2020_2023,pearson,prehosp_spo2,prehosp_gcs_m,vital,vital,14966,0.22450875771480805
medicine,train_2020_2023,pearson,prehosp_spo2,MAP,vital,derived_score,14253,0.10059244839555286
medicine,train_2020_2023,pearson,prehosp_spo2,SI,vital,derived_score,15114,-0.16807228099726254
medicine,train_2020_2023,pearson,prehosp_spo2,mSI,vital,derived_score,14253,-0.1585408269865152
medicine,train_2020_2023,pearson,prehosp_spo2,aSI,vital,derived_score,15107,-0.25792742524265194
medicine,train_2020_2023,pearson,prehosp_spo2,rSI,vital,derived_score,15114,0.1259245861958506
medicine,train_2020_2023,pearson,prehosp_spo2,rSIG,vital,derived_score,14962,0.20831962199592755
medicine,train_2020_2023,pearson,prehosp_spo2,rSIG_Age,vital,derived_score,14955,0.23647785425042048
medicine,train_2020_2023,pearson,prehosp_spo2,SI_G,vital,derived_score,14962,-0.272662659110011
medicine,train_2020_2023,pearson,prehosp_spo2,SIA_G,vital,derived_score,14955,-0.299823069778876
medicine,train_2020_2023,pearson,prehosp_spo2,SIAVPU,vital,derived_score,15114,-0.010908357311794063
medicine,train_2020_2023,pearson,prehosp_spo2,sMS,vital,derived_score,14966,0.23139440766422836
medicine,train_2020_2023,pearson,prehosp_spo2,rSI_sMS,vital,derived_score,14963,0.2068823441601506
medicine,train_2020_2023,pearson,prehosp_spo2,rSI_GCS,vital,derived_score,14962,0.20831962199592755
medicine,train_2020_2023,pearson,prehosp_spo2,rSI_GCSM,vital,derived_score,14963,0.20075207878031148
medicine,train_2020_2023,pearson,prehosp_spo2,qSOFA,vital,derived_score,15114,-0.3011445031461505
medicine,train_2020_2023,pearson,prehosp_spo2,NEWS2,vital,derived_score,2910,-0.5151186534965663
medicine,train_2020_2023,pearson,prehosp_spo2,MEWS,vital,derived_score,15111,-0.27689781755756554
medicine,train_2020_2023,pearson,prehosp_spo2,REMS,vital,derived_score,14107,-0.30997197316562186
medicine,train_2020_2023,pearson,prehosp_spo2,RTS,vital,derived_score,14962,0.2623366048052657
medicine,train_2020_2023,pearson,prehosp_bt,prehosp_gcs,vital,vital,14964,-0.09683615025406996
medicine,train_2020_2023,pearson,prehosp_bt,prehosp_gcs_m,vital,vital,14965,-0.08741769425453458
medicine,train_2020_2023,pearson,prehosp_bt,MAP,vital,derived_score,14253,0.010055343289576473
medicine,train_2020_2023,pearson,prehosp_bt,SI,vital,derived_score,15113,0.1492591946095399
medicine,train_2020_2023,pearson,prehosp_bt,mSI,vital,derived_score,14253,0.18451222557660485
medicine,train_2020_2023,pearson,prehosp_bt,aSI,vital,derived_score,15106,0.19850580255913275
medicine,train_2020_2023,pearson,prehosp_bt,rSI,vital,derived_score,15113,-0.15696788275449614
medicine,train_2020_2023,pearson,prehosp_bt,rSIG,vital,derived_score,14961,-0.16764047693398423
medicine,train_2020_2023,pearson,prehosp_bt,rSIG_Age,vital,derived_score,14954,-0.17356052768362512
medicine,train_2020_2023,pearson,prehosp_bt,SI_G,vital,derived_score,14961,0.1263710256704578
medicine,train_2020_2023,pearson,prehosp_bt,SIA_G,vital,derived_score,14954,0.14509530719055355
medicine,train_2020_2023,pearson,prehosp_bt,SIAVPU,vital,derived_score,15113,0.09224099679109972
medicine,train_2020_2023,pearson,prehosp_bt,sMS,vital,derived_score,14965,-0.10737406897993787
medicine,train_2020_2023,pearson,prehosp_bt,rSI_sMS,vital,derived_score,14962,-0.17208288818146159
medicine,train_2020_2023,pearson,prehosp_bt,rSI_GCS,vital,derived_score,14961,-0.16764047693398423
medicine,train_2020_2023,pearson,prehosp_bt,rSI_GCSM,vital,derived_score,14962,-0.16398441048608467
medicine,train_2020_2023,pearson,prehosp_bt,qSOFA,vital,derived_score,15113,0.08017217997336325
medicine,train_2020_2023,pearson,prehosp_bt,NEWS2,vital,derived_score,2910,0.068342890533163
medicine,train_2020_2023,pearson,prehosp_bt,MEWS,vital,derived_score,15113,0.274547036005842
medicine,train_2020_2023,pearson,prehosp_bt,REMS,vital,derived_score,14107,0.13815765828474919
medicine,train_2020_2023,pearson,prehosp_bt,RTS,vital,derived_score,14961,-0.07192220889173694
medicine,train_2020_2023,pearson,prehosp_gcs,prehosp_gcs_m,vital,vital,14968,0.9525232471187695
medicine,train_2020_2023,pearson,prehosp_gcs,MAP,vital,derived_score,14109,0.0886464910532999
medicine,train_2020_2023,pearson,prehosp_gcs,SI,vital,derived_score,14964,-0.14277906369135648
medicine,train_2020_2023,pearson,prehosp_gcs,mSI,vital,derived_score,14109,-0.15079086824405916
medicine,train_2020_2023,pearson,prehosp_gcs,aSI,vital,derived_score,14957,-0.2691342988633322
medicine,train_2020_2023,pearson,prehosp_gcs,rSI,vital,derived_score,14964,0.09738402167282327
medicine,train_2020_2023,pearson,prehosp_gcs,rSIG,vital,derived_score,14964,0.5835871866705762
medicine,train_2020_2023,pearson,prehosp_gcs,rSIG_Age,vital,derived_score,14957,0.44875012696807237
medicine,train_2020_2023,pearson,prehosp_gcs,SI_G,vital,derived_score,14964,-0.768192617731952
medicine,train_2020_2023,pearson,prehosp_gcs,SIA_G,vital,derived_score,14957,-0.7581365687825581
medicine,train_2020_2023,pearson,prehosp_gcs,SIAVPU,vital,derived_score,14964,0.3733808932619672
medicine,train_2020_2023,pearson,prehosp_gcs,sMS,vital,derived_score,14968,0.9524424208410126
medicine,train_2020_2023,pearson,prehosp_gcs,rSI_sMS,vital,derived_score,14964,0.5800759407802563
medicine,train_2020_2023,pearson,prehosp_gcs,rSI_GCS,vital,derived_score,14964,0.5835871866705762
medicine,train_2020_2023,pearson,prehosp_gcs,rSI_GCSM,vital,derived_score,14964,0.5468138873180919
medicine,train_2020_2023,pearson,prehosp_gcs,qSOFA,vital,derived_score,14964,-0.6312794981787385
medicine,train_2020_2023,pearson,prehosp_gcs,NEWS2,vital,derived_score,2822,-0.5424642989525138
medicine,train_2020_2023,pearson,prehosp_gcs,MEWS,vital,derived_score,14961,-0.5474251247916775
medicine,train_2020_2023,pearson,prehosp_gcs,REMS,vital,derived_score,14107,-0.48453994517926463
medicine,train_2020_2023,pearson,prehosp_gcs,RTS,vital,derived_score,14964,0.9458356635792791
medicine,train_2020_2023,pearson,prehosp_gcs_m,MAP,vital,derived_score,14109,0.07907836775075855
medicine,train_2020_2023,pearson,prehosp_gcs_m,SI,vital,derived_score,14965,-0.1325046361953126
medicine,train_2020_2023,pearson,prehosp_gcs_m,mSI,vital,derived_score,14109,-0.13657819086615341
medicine,train_2020_2023,pearson,prehosp_gcs_m,aSI,vital,derived_score,14958,-0.2421422751162561
medicine,train_2020_2023,pearson,prehosp_gcs_m,rSI,vital,derived_score,14965,0.08864952992219302
medicine,train_2020_2023,pearson,prehosp_gcs_m,rSIG,vital,derived_score,14964,0.551324937759162
medicine,train_2020_2023,pearson,prehosp_gcs_m,rSIG_Age,vital,derived_score,14957,0.4161978765628461
medicine,train_2020_2023,pearson,prehosp_gcs_m,SI_G,vital,derived_score,14964,-0.7852782231399973
medicine,train_2020_2023,pearson,prehosp_gcs_m,SIA_G,vital,derived_score,14957,-0.7659680726965739
medicine,train_2020_2023,pearson,prehosp_gcs_m,SIAVPU,vital,derived_score,14965,0.3484435307046829
medicine,train_2020_2023,pearson,prehosp_gcs_m,sMS,vital,derived_score,14969,0.9072329172337775
medicine,train_2020_2023,pearson,prehosp_gcs_m,rSI_sMS,vital,derived_score,14965,0.5486506724088615
medicine,train_2020_2023,pearson,prehosp_gcs_m,rSI_GCS,vital,derived_score,14964,0.551324937759162
medicine,train_2020_2023,pearson,prehosp_gcs_m,rSI_GCSM,vital,derived_score,14965,0.5615515352768385
medicine,train_2020_2023,pearson,prehosp_gcs_m,qSOFA,vital,derived_score,14965,-0.568514648229354
medicine,train_2020_2023,pearson,prehosp_gcs_m,NEWS2,vital,derived_score,2823,-0.48302779531344425
medicine,train_2020_2023,pearson,prehosp_gcs_m,MEWS,vital,derived_score,14962,-0.5089607844487806
medicine,train_2020_2023,pearson,prehosp_gcs_m,REMS,vital,derived_score,14107,-0.4530004752969371
medicine,train_2020_2023,pearson,prehosp_gcs_m,RTS,vital,derived_score,14964,0.9262503454990674
medicine,train_2020_2023,pearson,MAP,SI,derived_score,derived_score,14253,-0.5594563110130728
medicine,train_2020_2023,pearson,MAP,mSI,derived_score,derived_score,14253,-0.5876297800393349
medicine,train_2020_2023,pearson,MAP,aSI,derived_score,derived_score,14251,-0.38330724345006645
medicine,train_2020_2023,pearson,MAP,rSI,derived_score,derived_score,14253,0.5484772887702537
medicine,train_2020_2023,pearson,MAP,rSIG,derived_score,derived_score,14109,0.4732970378706699
medicine,train_2020_2023,pearson,MAP,rSIG_Age,derived_score,derived_score,14107,0.21124796414755725
medicine,train_2020_2023,pearson,MAP,SI_G,derived_score,derived_score,14109,-0.3057560382838167
medicine,train_2020_2023,pearson,MAP,SIA_G,derived_score,derived_score,14107,-0.2539064337412141
medicine,train_2020_2023,pearson,MAP,SIAVPU,derived_score,derived_score,14253,-0.42180222209226836
medicine,train_2020_2023,pearson,MAP,sMS,derived_score,derived_score,14109,0.09189747942173049
medicine,train_2020_2023,pearson,MAP,rSI_sMS,derived_score,derived_score,14109,0.4660680598628274
medicine,train_2020_2023,pearson,MAP,rSI_GCS,derived_score,derived_score,14109,0.4732970378706698
medicine,train_2020_2023,pearson,MAP,rSI_GCSM,derived_score,derived_score,14109,0.4767643546543645
medicine,train_2020_2023,pearson,MAP,qSOFA,derived_score,derived_score,14253,-0.3012675405166104
medicine,train_2020_2023,pearson,MAP,NEWS2,derived_score,derived_score,2695,-0.22835080326104384
medicine,train_2020_2023,pearson,MAP,MEWS,derived_score,derived_score,14253,-0.08055461586389827
medicine,train_2020_2023,pearson,MAP,REMS,derived_score,derived_score,14107,0.16829494941425685
medicine,train_2020_2023,pearson,MAP,RTS,derived_score,derived_score,14109,0.15837244583326973
medicine,train_2020_2023,pearson,SI,mSI,derived_score,derived_score,14253,0.9616056164103143
medicine,train_2020_2023,pearson,SI,aSI,derived_score,derived_score,15109,0.6928121125179478
medicine,train_2020_2023,pearson,SI,rSI,derived_score,derived_score,15116,-0.878921490225744
medicine,train_2020_2023,pearson,SI,rSIG,derived_score,derived_score,14964,-0.7629131453254511
medicine,train_2020_2023,pearson,SI,rSIG_Age,derived_score,derived_score,14957,-0.3913643020586172
medicine,train_2020_2023,pearson,SI,SI_G,derived_score,derived_score,14964,0.549073827802576
medicine,train_2020_2023,pearson,SI,SIA_G,derived_score,derived_score,14957,0.4489301863279978
medicine,train_2020_2023,pearson,SI,SIAVPU,derived_score,derived_score,15116,0.7979711388723949
medicine,train_2020_2023,pearson,SI,sMS,derived_score,derived_score,14965,-0.14895874082549937
medicine,train_2020_2023,pearson,SI,rSI_sMS,derived_score,derived_score,14965,-0.7510238190304348
medicine,train_2020_2023,pearson,SI,rSI_GCS,derived_score,derived_score,14964,-0.7629131453254512
medicine,train_2020_2023,pearson,SI,rSI_GCSM,derived_score,derived_score,14965,-0.7710423350364406
medicine,train_2020_2023,pearson,SI,qSOFA,derived_score,derived_score,15116,0.4429647470269202
medicine,train_2020_2023,pearson,SI,NEWS2,derived_score,derived_score,2910,0.5502736711817756
medicine,train_2020_2023,pearson,SI,MEWS,derived_score,derived_score,15113,0.5666420900827123
medicine,train_2020_2023,pearson,SI,REMS,derived_score,derived_score,14107,0.0024505765594292654
medicine,train_2020_2023,pearson,SI,RTS,derived_score,derived_score,14964,-0.2595072311235669
medicine,train_2020_2023,pearson,mSI,aSI,derived_score,derived_score,14251,0.6771309739726551
medicine,train_2020_2023,pearson,mSI,rSI,derived_score,derived_score,14253,-0.8404162477155626
medicine,train_2020_2023,pearson,mSI,rSIG,derived_score,derived_score,14109,-0.7317274105105565
medicine,train_2020_2023,pearson,mSI,rSIG_Age,derived_score,derived_score,14107,-0.39147375852558813
medicine,train_2020_2023,pearson,mSI,SI_G,derived_score,derived_score,14109,0.5249359460082222
medicine,train_2020_2023,pearson,mSI,SIA_G,derived_score,derived_score,14107,0.4388530753961277
medicine,train_2020_2023,pearson,mSI,SIAVPU,derived_score,derived_score,14253,0.7417575690155765
medicine,train_2020_2023,pearson,mSI,sMS,derived_score,derived_score,14109,-0.15802648986973197
medicine,train_2020_2023,pearson,mSI,rSI_sMS,derived_score,derived_score,14109,-0.7207253741781698
medicine,train_2020_2023,pearson,mSI,rSI_GCS,derived_score,derived_score,14109,-0.7317274105105565
medicine,train_2020_2023,pearson,mSI,rSI_GCSM,derived_score,derived_score,14109,-0.7380827443745915
medicine,train_2020_2023,pearson,mSI,qSOFA,derived_score,derived_score,14253,0.3752002482770906
medicine,train_2020_2023,pearson,mSI,NEWS2,derived_score,derived_score,2695,0.5071898934793199
medicine,train_2020_2023,pearson,mSI,MEWS,derived_score,derived_score,14253,0.5408377702661517
medicine,train_2020_2023,pearson,mSI,REMS,derived_score,derived_score,14107,0.045265676107402515
medicine,train_2020_2023,pearson,mSI,RTS,derived_score,derived_score,14109,-0.22643017514380406
medicine,train_2020_2023,pearson,aSI,rSI,derived_score,derived_score,15109,-0.5780183724129739
medicine,train_2020_2023,pearson,aSI,rSIG,derived_score,derived_score,14957,-0.5711292089227071
medicine,train_2020_2023,pearson,aSI,rSIG_Age,derived_score,derived_score,14957,-0.7708313179483238
medicine,train_2020_2023,pearson,aSI,SI_G,derived_score,derived_score,14957,0.5016202391612039
medicine,train_2020_2023,pearson,aSI,SIA_G,derived_score,derived_score,14957,0.6474899040575799
medicine,train_2020_2023,pearson,aSI,SIAVPU,derived_score,derived_score,15109,0.44594148297582215
medicine,train_2020_2023,pearson,aSI,sMS,derived_score,derived_score,14958,-0.2812416892304299
medicine,train_2020_2023,pearson,aSI,rSI_sMS,derived_score,derived_score,14958,-0.5705030303289369
medicine,train_2020_2023,pearson,aSI,rSI_GCS,derived_score,derived_score,14957,-0.5711292089227071
medicine,train_2020_2023,pearson,aSI,rSI_GCSM,derived_score,derived_score,14958,-0.5661561750873002
medicine,train_2020_2023,pearson,aSI,qSOFA,derived_score,derived_score,15109,0.4810398018849644
medicine,train_2020_2023,pearson,aSI,NEWS2,derived_score,derived_score,2910,0.5308317883881887
medicine,train_2020_2023,pearson,aSI,MEWS,derived_score,derived_score,15106,0.5273922452433273
medicine,train_2020_2023,pearson,aSI,REMS,derived_score,derived_score,14107,0.5662413312189003
medicine,train_2020_2023,pearson,aSI,RTS,derived_score,derived_score,14957,-0.3404993479194024
medicine,train_2020_2023,pearson,rSI,rSIG,derived_score,derived_score,14964,0.8408679654564097
medicine,train_2020_2023,pearson,rSI,rSIG_Age,derived_score,derived_score,14957,0.381846063156634
medicine,train_2020_2023,pearson,rSI,SI_G,derived_score,derived_score,14964,-0.44173147327773643
medicine,train_2020_2023,pearson,rSI,SIA_G,derived_score,derived_score,14957,-0.3464304060118157
medicine,train_2020_2023,pearson,rSI,SIAVPU,derived_score,derived_score,15116,-0.7327310168223213
