group,outcome,target_column,analysis_split,outcome_value,feature,semantic_type,group_rows,n,missing_n,missing_percent,summary_type,median,q1,q3,count,percent
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__穿刺傷,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__肢體無力,binary_indicator,956,956,0,0.0,binary_n_percent,,,,39,4.079497907949791
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__肢體疼痛,binary_indicator,956,956,0,0.0,binary_n_percent,,,,11,1.1506276150627615
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__肢體麻痺,binary_indicator,956,956,0,0.0,binary_n_percent,,,,2,0.20920502092050208
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__背.肩痛,binary_indicator,956,956,0,0.0,binary_n_percent,,,,7,0.7322175732217573
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__胸痛.悶,binary_indicator,956,956,0,0.0,binary_n_percent,,,,31,3.2426778242677825
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__腹瀉,binary_indicator,956,956,0,0.0,binary_n_percent,,,,9,0.9414225941422595
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__虛弱,binary_indicator,956,956,0,0.0,binary_n_percent,,,,148,15.481171548117153
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__血便.尿,binary_indicator,956,956,0,0.0,binary_n_percent,,,,17,1.778242677824268
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__血腫,binary_indicator,956,956,0,0.0,binary_n_percent,,,,13,1.3598326359832638
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__行為神智異常,binary_indicator,956,956,0,0.0,binary_n_percent,,,,57,5.96234309623431
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__過敏,binary_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__非外傷出血,binary_indicator,956,956,0,0.0,binary_n_percent,,,,12,1.2552301255230125
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__頭暈,binary_indicator,956,956,0,0.0,binary_n_percent,,,,23,2.405857740585774
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__頭痛,binary_indicator,956,956,0,0.0,binary_n_percent,,,,9,0.9414225941422595
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__骨折.脫位,binary_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,955,99.89539748953975
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_主訴_結構化__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__DNR.放棄急救,binary_indicator,956,956,0,0.0,binary_n_percent,,,,4,0.41841004184100417
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__休克.低血壓,binary_indicator,956,956,0,0.0,binary_n_percent,,,,25,2.615062761506276
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__呼吸窘迫.低血氧,binary_indicator,956,956,0,0.0,binary_n_percent,,,,150,15.690376569037657
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__大出血,binary_indicator,956,956,0,0.0,binary_n_percent,,,,11,1.1506276150627615
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__心跳呼吸停止.PEA,binary_indicator,956,956,0,0.0,binary_n_percent,,,,49,5.125523012552302
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__意識改變,binary_indicator,956,956,0,0.0,binary_n_percent,,,,191,19.97907949790795
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__抽搐,binary_indicator,956,956,0,0.0,binary_n_percent,,,,35,3.6610878661087867
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__疑似中風,binary_indicator,956,956,0,0.0,binary_n_percent,,,,30,3.1380753138075312
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__胸痛疑似ACS,binary_indicator,956,956,0,0.0,binary_n_percent,,,,23,2.405857740585774
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,412,43.09623430962343
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_紅旗__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,544,56.903765690376574
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__交通-機車,binary_indicator,956,956,0,0.0,binary_n_percent,,,,2,0.20920502092050208
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__交通-汽車,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__交通-腳踏車,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__交通-行人,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__其他外傷,binary_indicator,956,956,0,0.0,binary_n_percent,,,,5,0.5230125523012552
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__燒燙,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__生物咬螫,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__穿刺切割,binary_indicator,956,956,0,0.0,binary_n_percent,,,,2,0.20920502092050208
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__跌落墜落,binary_indicator,956,956,0,0.0,binary_n_percent,,,,27,2.8242677824267783
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__鈍傷撞擊,binary_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,956,100.0
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,919,96.1297071129707
medicine,P3,y_P3,overall_le2024,1,EMT_創傷機轉_合併__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__CPR,binary_indicator,956,956,0,0.0,binary_n_percent,,,,8,0.8368200836820083
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__保暖,binary_indicator,956,956,0,0.0,binary_n_percent,,,,585,61.19246861924687
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__傷口處置,binary_indicator,956,956,0,0.0,binary_n_percent,,,,15,1.5690376569037656
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__固定,binary_indicator,956,956,0,0.0,binary_n_percent,,,,9,0.9414225941422595
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__心理支持,binary_indicator,956,956,0,0.0,binary_n_percent,,,,861,90.06276150627615
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__生命徵象監測,binary_indicator,956,956,0,0.0,binary_n_percent,,,,909,95.0836820083682
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__給氧,binary_indicator,956,956,0,0.0,binary_n_percent,,,,676,70.7112970711297
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__給藥,binary_indicator,956,956,0,0.0,binary_n_percent,,,,54,5.648535564853557
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,956,100.0
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,22,2.301255230125523
medicine,P3,y_P3,overall_le2024,1,EMT_處置_合併__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__ACS,binary_indicator,956,956,0,0.0,binary_n_percent,,,,63,6.589958158995817
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__CVA,binary_indicator,956,956,0,0.0,binary_n_percent,,,,44,4.602510460251046
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__OHCA,binary_indicator,956,956,0,0.0,binary_n_percent,,,,46,4.811715481171548
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__呼吸窘迫,binary_indicator,956,956,0,0.0,binary_n_percent,,,,394,41.21338912133891
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__癲癇重積,binary_indicator,956,956,0,0.0,binary_n_percent,,,,31,3.2426778242677825
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__過敏性休克,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,3,0.3138075313807531
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,956,100.0
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,415,43.41004184100418
medicine,P3,y_P3,overall_le2024,1,EMT_特殊表登錄_合併__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__下肢抬高,binary_indicator,956,956,0,0.0,binary_n_percent,,,,23,2.405857740585774
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__保暖,binary_indicator,956,956,0,0.0,binary_n_percent,,,,585,61.19246861924687
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__其他,binary_indicator,956,956,0,0.0,binary_n_percent,,,,4,0.41841004184100417
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__半坐臥,binary_indicator,956,956,0,0.0,binary_n_percent,,,,487,50.94142259414226
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__心律監視,binary_indicator,956,956,0,0.0,binary_n_percent,,,,91,9.518828451882845
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__心理支持,binary_indicator,956,956,0,0.0,binary_n_percent,,,,861,90.06276150627615
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__生命徵象監測,binary_indicator,956,956,0,0.0,binary_n_percent,,,,909,95.0836820083682
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__生產/左側臥,binary_indicator,956,956,0,0.0,binary_n_percent,,,,3,0.3138075313807531
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,913,95.50209205020921
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_一般處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,43,4.497907949790795
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__NRM,binary_indicator,956,956,0,0.0,binary_n_percent,,,,332,34.72803347280335
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__口咽呼吸道,binary_indicator,956,956,0,0.0,binary_n_percent,,,,16,1.6736401673640167
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__正壓給氧,binary_indicator,956,956,0,0.0,binary_n_percent,,,,141,14.748953974895398
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__氧氣面罩,binary_indicator,956,956,0,0.0,binary_n_percent,,,,206,21.548117154811717
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__氧氣鼻管,binary_indicator,956,956,0,0.0,binary_n_percent,,,,47,4.916317991631799
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__鼻咽呼吸道,binary_indicator,956,956,0,0.0,binary_n_percent,,,,31,3.2426778242677825
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,3,0.3138075313807531
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,652,68.20083682008368
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_呼吸給氧裝置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,304,31.799163179916317
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__KED固定,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__包紮止血,binary_indicator,956,956,0,0.0,binary_n_percent,,,,11,1.1506276150627615
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__夾板\三角巾,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__抽吸式護木,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__清洗傷口,binary_indicator,956,956,0,0.0,binary_n_percent,,,,14,1.4644351464435146
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__長背板\頭部固定,binary_indicator,956,956,0,0.0,binary_n_percent,,,,2,0.20920502092050208
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__頸圈,binary_indicator,956,956,0,0.0,binary_n_percent,,,,9,0.9414225941422595
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,19,1.9874476987447698
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_創傷處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,937,98.01255230125523
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__0.9%N.S.,binary_indicator,956,956,0,0.0,binary_n_percent,,,,130,13.598326359832635
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__5%G.W.,binary_indicator,956,956,0,0.0,binary_n_percent,,,,12,1.2552301255230125
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__50%G.W.,binary_indicator,956,956,0,0.0,binary_n_percent,,,,9,0.9414225941422595
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__Berotec支氣管擴張劑,binary_indicator,956,956,0,0.0,binary_n_percent,,,,18,1.882845188284519
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__IV,binary_indicator,956,956,0,0.0,binary_n_percent,,,,46,4.811715481171548
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__不建議AED電擊,binary_indicator,956,956,0,0.0,binary_n_percent,,,,3,0.3138075313807531
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__糖粉（水）,binary_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,14,1.4644351464435146
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,179,18.723849372384937
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,14,1.4644351464435146
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_加護處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,777,81.27615062761507
medicine,P3,y_P3,overall_le2024,1,EMT_台北_呼吸處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,24,2.510460251046025
medicine,P3,y_P3,overall_le2024,1,EMT_台北_呼吸處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,24,2.510460251046025
medicine,P3,y_P3,overall_le2024,1,EMT_台北_呼吸處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_呼吸處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,932,97.48953974895397
medicine,P3,y_P3,overall_le2024,1,EMT_台北_CPR處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,2,0.20920502092050208
medicine,P3,y_P3,overall_le2024,1,EMT_台北_CPR處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,2,0.20920502092050208
medicine,P3,y_P3,overall_le2024,1,EMT_台北_CPR處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_CPR處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,954,99.7907949790795
medicine,P3,y_P3,overall_le2024,1,EMT_台北_藥物處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_藥物處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,42,4.393305439330543
medicine,P3,y_P3,overall_le2024,1,EMT_台北_藥物處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,42,4.393305439330543
medicine,P3,y_P3,overall_le2024,1,EMT_台北_藥物處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,914,95.60669456066945
medicine,P3,y_P3,overall_le2024,1,EMT_台北_創傷處置__包紮,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_創傷處置__止血,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_創傷處置__清洗傷口,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_創傷處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_創傷處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_台北_創傷處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_台北_創傷處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,955,99.89539748953975
medicine,P3,y_P3,overall_le2024,1,EMT_台北_後送姿勢__半坐臥,binary_indicator,956,956,0,0.0,binary_n_percent,,,,25,2.615062761506276
medicine,P3,y_P3,overall_le2024,1,EMT_台北_後送姿勢__平躺,binary_indicator,956,956,0,0.0,binary_n_percent,,,,9,0.9414225941422595
medicine,P3,y_P3,overall_le2024,1,EMT_台北_後送姿勢__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_後送姿勢__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,34,3.556485355648536
medicine,P3,y_P3,overall_le2024,1,EMT_台北_後送姿勢__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_後送姿勢__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,922,96.44351464435147
medicine,P3,y_P3,overall_le2024,1,EMT_台北_其他處置__保暖,binary_indicator,956,956,0,0.0,binary_n_percent,,,,4,0.41841004184100417
medicine,P3,y_P3,overall_le2024,1,EMT_台北_其他處置__心理支持,binary_indicator,956,956,0,0.0,binary_n_percent,,,,25,2.615062761506276
medicine,P3,y_P3,overall_le2024,1,EMT_台北_其他處置__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_台北_其他處置__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,27,2.8242677824267783
medicine,P3,y_P3,overall_le2024,1,EMT_台北_其他處置__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,1,0.10460251046025104
medicine,P3,y_P3,overall_le2024,1,EMT_台北_其他處置__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,929,97.17573221757321
medicine,P3,y_P3,overall_le2024,1,EMT_台北_給藥__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_給藥__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_給藥__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_台北_給藥__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,956,100.0
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__DNR.放棄急救,binary_indicator,956,956,0,0.0,binary_n_percent,,,,4,0.41841004184100417
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__休克.低血壓,binary_indicator,956,956,0,0.0,binary_n_percent,,,,25,2.615062761506276
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__呼吸窘迫.低血氧,binary_indicator,956,956,0,0.0,binary_n_percent,,,,149,15.585774058577407
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__大出血,binary_indicator,956,956,0,0.0,binary_n_percent,,,,11,1.1506276150627615
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__心跳呼吸停止.PEA,binary_indicator,956,956,0,0.0,binary_n_percent,,,,47,4.916317991631799
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__意識改變,binary_indicator,956,956,0,0.0,binary_n_percent,,,,183,19.142259414225943
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__抽搐,binary_indicator,956,956,0,0.0,binary_n_percent,,,,34,3.556485355648536
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__疑似中風,binary_indicator,956,956,0,0.0,binary_n_percent,,,,29,3.0334728033472804
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__胸痛疑似ACS,binary_indicator,956,956,0,0.0,binary_n_percent,,,,23,2.405857740585774
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,400,41.84100418410041
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_補述_紅旗__source_missing,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,556,58.15899581589959
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__HIV(+),binary_indicator,956,956,0,0.0,binary_n_percent,,,,0,0.0
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__不詳,binary_indicator,956,956,0,0.0,binary_n_percent,,,,80,8.368200836820083
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__其他,binary_indicator,956,956,0,0.0,binary_n_percent,,,,140,14.644351464435147
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__心臟疾病,binary_indicator,956,956,0,0.0,binary_n_percent,,,,264,27.615062761506277
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__惡性腫瘤,binary_indicator,956,956,0,0.0,binary_n_percent,,,,111,11.610878661087867
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__氣喘,binary_indicator,956,956,0,0.0,binary_n_percent,,,,33,3.4518828451882846
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__癲癇,binary_indicator,956,956,0,0.0,binary_n_percent,,,,13,1.3598326359832638
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__精神疾病,binary_indicator,956,956,0,0.0,binary_n_percent,,,,28,2.928870292887029
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__糖尿病,binary_indicator,956,956,0,0.0,binary_n_percent,,,,290,30.334728033472803
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__肝臟疾病,binary_indicator,956,956,0,0.0,binary_n_percent,,,,20,2.092050209205021
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__肺臟疾病,binary_indicator,956,956,0,0.0,binary_n_percent,,,,63,6.589958158995817
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__腎臟疾病,binary_indicator,956,956,0,0.0,binary_n_percent,,,,73,7.635983263598327
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__腦血管疾病,binary_indicator,956,956,0,0.0,binary_n_percent,,,,100,10.460251046025103
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__高血壓,binary_indicator,956,956,0,0.0,binary_n_percent,,,,396,41.42259414225941
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__OTHER_RARE,binary_indicator,956,956,0,0.0,binary_n_percent,,,,3,0.3138075313807531
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__source_available,missingness_indicator,956,956,0,0.0,binary_n_percent,,,,913,95.50209205020921
medicine,P3,y_P3,overall_le2024,1,EMT_問卷_過去病史__explicit_none,source_state_indicator,956,956,0,0.0,binary_n_percent,,,,76,7.949790794979079
