outcome,target_column,analysis_split,outcome_value,feature,semantic_type,group_rows,n,missing_n,missing_percent,summary_type,median,q1,q3,count,percent
P1,y_P1,overall_le2024,1,EMT_送醫路由__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_送醫路由__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_危急個案__0.0,binary_indicator,245,245,0,0.0,binary_n_percent,,,,38,15.510204081632653
P1,y_P1,overall_le2024,1,EMT_危急個案__1.0,binary_indicator,245,245,0,0.0,binary_n_percent,,,,200,81.63265306122449
P1,y_P1,overall_le2024,1,EMT_危急個案__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_危急個案__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,7,2.857142857142857
P1,y_P1,overall_le2024,1,EMT_發生地區__三峽區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_發生地區__三重區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_發生地區__中和區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,55,22.448979591836736
P1,y_P1,overall_le2024,1,EMT_發生地區__土城區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_發生地區__坪林區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_發生地區__市文山區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,19,7.755102040816326
P1,y_P1,overall_le2024,1,EMT_發生地區__新店區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,131,53.46938775510204
P1,y_P1,overall_le2024,1,EMT_發生地區__新莊區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_發生地區__板橋區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_發生地區__樹林區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_發生地區__永和區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,31,12.653061224489795
P1,y_P1,overall_le2024,1,EMT_發生地區__深坑區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_發生地區__烏來區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_發生地區__石碇區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_發生地區__蘆洲區,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_發生地區__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_發生地區__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__Google地標,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__區內概略,binary_indicator,245,245,0,0.0,binary_n_percent,,,,4,1.6326530612244898
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__國道概略,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__無,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__號,binary_indicator,245,245,0,0.0,binary_n_percent,,,,230,93.87755102040816
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__路名概略(OSM),binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__路段中心,binary_indicator,245,245,0,0.0,binary_n_percent,,,,10,4.081632653061225
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_距離_定位信心__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_現場_意識__否,binary_indicator,245,245,0,0.0,binary_n_percent,,,,101,41.224489795918366
P1,y_P1,overall_le2024,1,EMT_現場_意識__清,binary_indicator,245,245,0,0.0,binary_n_percent,,,,82,33.46938775510204
P1,y_P1,overall_le2024,1,EMT_現場_意識__痛,binary_indicator,245,245,0,0.0,binary_n_percent,,,,42,17.142857142857142
P1,y_P1,overall_le2024,1,EMT_現場_意識__聲,binary_indicator,245,245,0,0.0,binary_n_percent,,,,20,8.16326530612245
P1,y_P1,overall_le2024,1,EMT_現場_意識__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_現場_意識__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣分類__BLS,binary_indicator,245,245,0,0.0,binary_n_percent,,,,167,68.16326530612244
P1,y_P1,overall_le2024,1,EMT_派遣分類__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_派遣分類__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,75,30.612244897959183
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-一般受傷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,6,2.4489795918367347
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-其它,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-割腕,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-吞食藥物,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-孕婦待產,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-急病,binary_indicator,245,245,0,0.0,binary_n_percent,,,,149,60.816326530612244
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-打架受傷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-精神異常,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-路倒,binary_indicator,245,245,0,0.0,binary_n_percent,,,,5,2.0408163265306123
P1,y_P1,overall_le2024,1,EMT_派遣原因__救護-車禍,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_派遣原因__火警-集合住宅,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__緊急救援-其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,5,2.0408163265306123
P1,y_P1,overall_le2024,1,EMT_派遣原因__緊急救援-車禍救助,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_派遣原因__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_派遣原因__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,75,30.612244897959183
P1,y_P1,overall_le2024,1,EMT_問卷_創傷導致的主訴群__肢體麻痺,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_創傷導致的主訴群__背部疼痛,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_創傷導致的主訴群__胸痛/悶,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_創傷導致的主訴群__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_創傷導致的主訴群__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,245,100.0
P1,y_P1,overall_le2024,1,EMT_問卷_頸椎固定__GCS<15,binary_indicator,245,245,0,0.0,binary_n_percent,,,,6,2.4489795918367347
P1,y_P1,overall_le2024,1,EMT_問卷_頸椎固定__檢查無明顯異常,binary_indicator,245,245,0,0.0,binary_n_percent,,,,6,2.4489795918367347
P1,y_P1,overall_le2024,1,EMT_問卷_頸椎固定__肢體運動感覺異常,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_頸椎固定__轉向困難,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_頸椎固定__頸椎瘀青疼痛,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_頸椎固定__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_問卷_頸椎固定__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,230,93.87755102040816
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__正常,binary_indicator,245,245,0,0.0,binary_n_percent,,,,114,46.53061224489796
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__溼冷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__潮紅,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__發紺,binary_indicator,245,245,0,0.0,binary_n_percent,,,,19,7.755102040816326
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__蒼白,binary_indicator,245,245,0,0.0,binary_n_percent,,,,77,31.428571428571427
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__蒼白、溼冷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__黃疸,binary_indicator,245,245,0,0.0,binary_n_percent,,,,5,2.0408163265306123
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,6,2.4489795918367347
P1,y_P1,overall_le2024,1,EMT_問卷_膚色__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,20,8.16326530612245
P1,y_P1,overall_le2024,1,EMT_問卷_左瞳孔光反射__+,binary_indicator,245,245,0,0.0,binary_n_percent,,,,157,64.08163265306122
P1,y_P1,overall_le2024,1,EMT_問卷_左瞳孔光反射__-,binary_indicator,245,245,0,0.0,binary_n_percent,,,,53,21.63265306122449
P1,y_P1,overall_le2024,1,EMT_問卷_左瞳孔光反射__無法測量,binary_indicator,245,245,0,0.0,binary_n_percent,,,,13,5.3061224489795915
P1,y_P1,overall_le2024,1,EMT_問卷_左瞳孔光反射__眼疾,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_問卷_左瞳孔光反射__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_左瞳孔光反射__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,20,8.16326530612245
P1,y_P1,overall_le2024,1,EMT_問卷_右瞳孔光反射__+,binary_indicator,245,245,0,0.0,binary_n_percent,,,,159,64.89795918367346
P1,y_P1,overall_le2024,1,EMT_問卷_右瞳孔光反射__-,binary_indicator,245,245,0,0.0,binary_n_percent,,,,52,21.224489795918366
P1,y_P1,overall_le2024,1,EMT_問卷_右瞳孔光反射__無法測量,binary_indicator,245,245,0,0.0,binary_n_percent,,,,13,5.3061224489795915
P1,y_P1,overall_le2024,1,EMT_問卷_右瞳孔光反射__眼疾,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_右瞳孔光反射__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_右瞳孔光反射__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,20,8.16326530612245
P1,y_P1,overall_le2024,1,EMT_問卷_氣管位置__其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_氣管位置__正常,binary_indicator,245,245,0,0.0,binary_n_percent,,,,225,91.83673469387756
P1,y_P1,overall_le2024,1,EMT_問卷_氣管位置__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_氣管位置__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,20,8.16326530612245
P1,y_P1,overall_le2024,1,EMT_問卷_頸靜脈怒張__其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_頸靜脈怒張__有,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_問卷_頸靜脈怒張__無,binary_indicator,245,245,0,0.0,binary_n_percent,,,,222,90.61224489795919
P1,y_P1,overall_le2024,1,EMT_問卷_頸靜脈怒張__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_頸靜脈怒張__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,20,8.16326530612245
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__High,binary_indicator,245,245,0,0.0,binary_n_percent,,,,4,1.6326530612244898
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__Low,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__否,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__否、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,12,4.8979591836734695
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__否、創傷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__否、拒絕,binary_indicator,245,245,0,0.0,binary_n_percent,,,,10,4.081632653061225
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__否、躁動,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__血糖值紀錄,binary_indicator,245,245,0,0.0,binary_n_percent,,,,93,37.95918367346939
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_血糖狀態__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,119,48.57142857142857
P1,y_P1,overall_le2024,1,EMT_問卷_靜脈輸液種類__0.9%N.S.,binary_indicator,245,245,0,0.0,binary_n_percent,,,,33,13.46938775510204
P1,y_P1,overall_le2024,1,EMT_問卷_靜脈輸液種類__5%G.W.,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_靜脈輸液種類__50%G.W.,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_靜脈輸液種類__IV,binary_indicator,245,245,0,0.0,binary_n_percent,,,,36,14.69387755102041
P1,y_P1,overall_le2024,1,EMT_問卷_靜脈輸液種類__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,8,3.2653061224489797
P1,y_P1,overall_le2024,1,EMT_問卷_靜脈輸液種類__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,166,67.75510204081633
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__中毒/自傷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__交通事故傷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__內科急病,binary_indicator,245,245,0,0.0,binary_n_percent,,,,21,8.571428571428571
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__其他外傷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__精神行為異常,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__路倒/無意識,binary_indicator,245,245,0,0.0,binary_n_percent,,,,31,12.653061224489795
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_推定派遣類別__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,190,77.55102040816327
P1,y_P1,overall_le2024,1,EMT_有燒燙傷__False,binary_indicator,245,245,0,0.0,binary_n_percent,,,,244,99.59183673469387
P1,y_P1,overall_le2024,1,EMT_有燒燙傷__True,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_有燒燙傷__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_有燒燙傷__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_心律臆斷__Atrial fibrillation,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_心律臆斷__Normal Sinus Rhythm,binary_indicator,245,245,0,0.0,binary_n_percent,,,,4,1.6326530612244898
P1,y_P1,overall_le2024,1,EMT_心律臆斷__ST段下降,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_心律臆斷__Sinus Bradycardia,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_心律臆斷__Sinus Tachycardia,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_心律臆斷__其他波形,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_心律臆斷__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_心律臆斷__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,239,97.55102040816327
P1,y_P1,overall_le2024,1,"EMT_台北_創傷類型__創傷-一般外傷,肢體外傷,摔跌傷",binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,"EMT_台北_創傷類型__創傷-一般外傷,頭部外傷,摔跌傷",binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_台北_創傷類型__創傷-交通事故(機車),binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,"EMT_台北_創傷類型__非創傷-一般疾病,噁心嘔吐腹瀉",binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,"EMT_台北_創傷類型__非創傷-一般疾病,肢體無力",binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,"EMT_台北_創傷類型__非創傷-一般疾病,頭痛頭暈昏倒昏厥",binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_台北_創傷類型__非創傷-呼吸問題,binary_indicator,245,245,0,0.0,binary_n_percent,,,,2,0.8163265306122449
P1,y_P1,overall_le2024,1,EMT_台北_創傷類型__非創傷-昏迷,binary_indicator,245,245,0,0.0,binary_n_percent,,,,5,2.0408163265306123
P1,y_P1,overall_le2024,1,EMT_台北_創傷類型__非創傷-腹痛,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_台北_創傷類型__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,11,4.489795918367347
P1,y_P1,overall_le2024,1,EMT_台北_創傷類型__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,225,91.83673469387756
P1,y_P1,overall_le2024,1,EMT_特殊表類型__OHCA,binary_indicator,245,245,0,0.0,binary_n_percent,,,,56,22.857142857142858
P1,y_P1,overall_le2024,1,EMT_特殊表類型__呼吸喘/慢/使用呼吸輔助肌肉,binary_indicator,245,245,0,0.0,binary_n_percent,,,,73,29.795918367346943
P1,y_P1,overall_le2024,1,EMT_特殊表類型__心臟不適,binary_indicator,245,245,0,0.0,binary_n_percent,,,,6,2.4489795918367347
P1,y_P1,overall_le2024,1,EMT_特殊表類型__癲癇重積,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_特殊表類型__腦中風評估,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_特殊表類型__過敏性休克,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_特殊表類型__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,4,1.6326530612244898
P1,y_P1,overall_le2024,1,EMT_特殊表類型__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,102,41.63265306122449
P1,y_P1,overall_le2024,1,EMT_台北_心梗登錄__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_台北_心梗登錄__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,244,99.59183673469387
P1,y_P1,overall_le2024,1,EMT_台北_中風登錄__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_台北_中風登錄__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,245,100.0
P1,y_P1,overall_le2024,1,EMT_台北_CPR停止登錄__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_台北_CPR停止登錄__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,245,100.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故患者__乘客,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故患者__行人,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故患者__駕駛,binary_indicator,245,245,0,0.0,binary_n_percent,,,,5,2.0408163265306123
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故患者__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故患者__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,240,97.95918367346938
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__人,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__人、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__機車,binary_indicator,245,245,0,0.0,binary_n_percent,,,,3,1.2244897959183674
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__機車、人,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__機車、人、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__機車、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__機車、腳踏車,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__機車、腳踏車、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__汽車,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__汽車、人,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__汽車、人、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__汽車、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__汽車、機車,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__汽車、機車、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__汽車、腳踏車,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__腳踏車,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__腳踏車、其他,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__OTHER_RARE,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_交通事故種類__MISSING,binary_indicator,245,245,0,0.0,binary_n_percent,,,,240,97.95918367346938
P1,y_P1,overall_le2024,1,EMT_問卷_保護裝置狀態__安全帶,binary_indicator,245,245,0,0.0,binary_n_percent,,,,0,0.0
P1,y_P1,overall_le2024,1,EMT_問卷_保護裝置狀態__安全帽,binary_indicator,245,245,0,0.0,binary_n_percent,,,,4,1.6326530612244898
P1,y_P1,overall_le2024,1,EMT_問卷_保護裝置狀態__無,binary_indicator,245,245,0,0.0,binary_n_percent,,,,1,0.40816326530612246
