outcome,target_column,analysis_split,outcome_value,feature,semantic_type,group_rows,n,missing_n,missing_percent,summary_type,median,q1,q3,count,percent
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__50%G.W.,binary_indicator,748,748,0,0.0,binary_n_percent,,,,13,1.7379679144385027
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__Berotec支氣管擴張劑,binary_indicator,748,748,0,0.0,binary_n_percent,,,,7,0.9358288770053476
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__IV,binary_indicator,748,748,0,0.0,binary_n_percent,,,,6,0.8021390374331552
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__不建議AED電擊,binary_indicator,748,748,0,0.0,binary_n_percent,,,,14,1.8716577540106951
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__糖粉（水）,binary_indicator,748,748,0,0.0,binary_n_percent,,,,3,0.4010695187165776
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,15,2.0053475935828877
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,148,19.786096256684495
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,12,1.6042780748663104
S2,y_S2,train_2020_2023,1,EMT_問卷_加護處置__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,600,80.21390374331551
S2,y_S2,train_2020_2023,1,EMT_台北_呼吸處置__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,12,1.6042780748663104
S2,y_S2,train_2020_2023,1,EMT_台北_呼吸處置__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,12,1.6042780748663104
S2,y_S2,train_2020_2023,1,EMT_台北_呼吸處置__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_呼吸處置__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,736,98.3957219251337
S2,y_S2,train_2020_2023,1,EMT_台北_CPR處置__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_台北_CPR處置__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_台北_CPR處置__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_CPR處置__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,746,99.73262032085562
S2,y_S2,train_2020_2023,1,EMT_台北_藥物處置__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,1,0.1336898395721925
S2,y_S2,train_2020_2023,1,EMT_台北_藥物處置__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,19,2.5401069518716577
S2,y_S2,train_2020_2023,1,EMT_台北_藥物處置__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,18,2.406417112299465
S2,y_S2,train_2020_2023,1,EMT_台北_藥物處置__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,729,97.45989304812835
S2,y_S2,train_2020_2023,1,EMT_台北_創傷處置__包紮,binary_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_創傷處置__止血,binary_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_創傷處置__清洗傷口,binary_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_創傷處置__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_台北_創傷處置__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_台北_創傷處置__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_創傷處置__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,746,99.73262032085562
S2,y_S2,train_2020_2023,1,EMT_台北_後送姿勢__半坐臥,binary_indicator,748,748,0,0.0,binary_n_percent,,,,6,0.8021390374331552
S2,y_S2,train_2020_2023,1,EMT_台北_後送姿勢__平躺,binary_indicator,748,748,0,0.0,binary_n_percent,,,,8,1.06951871657754
S2,y_S2,train_2020_2023,1,EMT_台北_後送姿勢__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_後送姿勢__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,14,1.8716577540106951
S2,y_S2,train_2020_2023,1,EMT_台北_後送姿勢__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_後送姿勢__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,734,98.1283422459893
S2,y_S2,train_2020_2023,1,EMT_台北_其他處置__保暖,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_台北_其他處置__心理支持,binary_indicator,748,748,0,0.0,binary_n_percent,,,,12,1.6042780748663104
S2,y_S2,train_2020_2023,1,EMT_台北_其他處置__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_台北_其他處置__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,16,2.13903743315508
S2,y_S2,train_2020_2023,1,EMT_台北_其他處置__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_其他處置__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,732,97.86096256684492
S2,y_S2,train_2020_2023,1,EMT_台北_給藥__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,1,0.1336898395721925
S2,y_S2,train_2020_2023,1,EMT_台北_給藥__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,1,0.1336898395721925
S2,y_S2,train_2020_2023,1,EMT_台北_給藥__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_台北_給藥__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,747,99.8663101604278
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__DNR.放棄急救,binary_indicator,748,748,0,0.0,binary_n_percent,,,,35,4.679144385026738
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__休克.低血壓,binary_indicator,748,748,0,0.0,binary_n_percent,,,,34,4.545454545454546
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__呼吸窘迫.低血氧,binary_indicator,748,748,0,0.0,binary_n_percent,,,,85,11.363636363636363
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__大出血,binary_indicator,748,748,0,0.0,binary_n_percent,,,,7,0.9358288770053476
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__心跳呼吸停止.PEA,binary_indicator,748,748,0,0.0,binary_n_percent,,,,29,3.8770053475935833
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__意識改變,binary_indicator,748,748,0,0.0,binary_n_percent,,,,143,19.11764705882353
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__抽搐,binary_indicator,748,748,0,0.0,binary_n_percent,,,,11,1.4705882352941175
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__疑似中風,binary_indicator,748,748,0,0.0,binary_n_percent,,,,15,2.0053475935828877
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__胸痛疑似ACS,binary_indicator,748,748,0,0.0,binary_n_percent,,,,5,0.6684491978609626
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,276,36.898395721925134
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_補述_紅旗__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,472,63.101604278074866
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__HIV(+),binary_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__不詳,binary_indicator,748,748,0,0.0,binary_n_percent,,,,48,6.417112299465241
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__其他,binary_indicator,748,748,0,0.0,binary_n_percent,,,,119,15.909090909090908
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__心臟疾病,binary_indicator,748,748,0,0.0,binary_n_percent,,,,193,25.802139037433154
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__惡性腫瘤,binary_indicator,748,748,0,0.0,binary_n_percent,,,,180,24.06417112299465
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__氣喘,binary_indicator,748,748,0,0.0,binary_n_percent,,,,11,1.4705882352941175
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__癲癇,binary_indicator,748,748,0,0.0,binary_n_percent,,,,7,0.9358288770053476
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__精神疾病,binary_indicator,748,748,0,0.0,binary_n_percent,,,,14,1.8716577540106951
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__糖尿病,binary_indicator,748,748,0,0.0,binary_n_percent,,,,216,28.87700534759358
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__肝臟疾病,binary_indicator,748,748,0,0.0,binary_n_percent,,,,41,5.481283422459892
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__肺臟疾病,binary_indicator,748,748,0,0.0,binary_n_percent,,,,63,8.422459893048128
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__腎臟疾病,binary_indicator,748,748,0,0.0,binary_n_percent,,,,67,8.957219251336898
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__腦血管疾病,binary_indicator,748,748,0,0.0,binary_n_percent,,,,80,10.695187165775401
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__高血壓,binary_indicator,748,748,0,0.0,binary_n_percent,,,,312,41.711229946524064
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,729,97.45989304812835
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,48,6.417112299465241
S2,y_S2,train_2020_2023,1,EMT_問卷_過去病史__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,19,2.5401069518716577
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__不詳,binary_indicator,748,748,0,0.0,binary_n_percent,,,,142,18.983957219251337
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__其他,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__藥物,binary_indicator,748,748,0,0.0,binary_n_percent,,,,12,1.6042780748663104
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__食物,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__OTHER_RARE,binary_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__source_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,729,97.45989304812835
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__explicit_none,source_state_indicator,748,748,0,0.0,binary_n_percent,,,,571,76.33689839572193
S2,y_S2,train_2020_2023,1,EMT_問卷_過敏史__source_missing,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,19,2.5401069518716577
S2,y_S2,train_2020_2023,1,has_oxygen,binary_indicator,748,453,295,39.43850267379679,binary_n_percent,,,,453,100.0
S2,y_S2,train_2020_2023,1,has_ventilatory_support,binary_indicator,748,457,291,38.903743315508024,binary_n_percent,,,,75,16.411378555798688
S2,y_S2,train_2020_2023,1,has_airway_adjunct,binary_indicator,748,457,291,38.903743315508024,binary_n_percent,,,,33,7.2210065645514225
S2,y_S2,train_2020_2023,1,has_advanced_airway,binary_indicator,748,457,291,38.903743315508024,binary_n_percent,,,,98,21.444201312910284
S2,y_S2,train_2020_2023,1,has_ALS_procedure,binary_indicator,748,167,581,77.67379679144385,binary_n_percent,,,,35,20.958083832335326
S2,y_S2,train_2020_2023,1,EMT_現場_收縮壓_ord,continuous_or_ordinal,748,747,1,0.1336898395721925,continuous_median_iqr,3.0,3.0,4.0,,
S2,y_S2,train_2020_2023,1,EMT_現場_收縮壓_for_score,continuous_or_ordinal,748,713,35,4.679144385026738,continuous_median_iqr,80.0,80.0,90.0,,
S2,y_S2,train_2020_2023,1,EMT_車上_收縮壓_for_score,continuous_or_ordinal,748,689,59,7.887700534759358,continuous_median_iqr,118.0,95.0,145.0,,
S2,y_S2,train_2020_2023,1,EMT_現場_收縮壓_unmeasurable,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,EMT_車上_收縮壓_unmeasurable,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,MISS_EMT_現場_收縮壓_for_score,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,35,4.679144385026738
S2,y_S2,train_2020_2023,1,MISS_EMT_車上_收縮壓_for_score,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,59,7.887700534759358
S2,y_S2,train_2020_2023,1,prehosp_sbp,continuous_or_ordinal,748,719,29,3.8770053475935833,continuous_median_iqr,116.0,92.0,144.5,,
S2,y_S2,train_2020_2023,1,prehosp_dbp,continuous_or_ordinal,748,634,114,15.240641711229946,continuous_median_iqr,72.0,60.0,84.0,,
S2,y_S2,train_2020_2023,1,prehosp_hr,continuous_or_ordinal,748,699,49,6.550802139037433,continuous_median_iqr,96.0,80.0,113.0,,
S2,y_S2,train_2020_2023,1,prehosp_rr,continuous_or_ordinal,748,699,49,6.550802139037433,continuous_median_iqr,18.0,18.0,24.0,,
S2,y_S2,train_2020_2023,1,prehosp_spo2,continuous_or_ordinal,748,696,52,6.951871657754011,continuous_median_iqr,96.0,94.0,98.0,,
S2,y_S2,train_2020_2023,1,prehosp_bt,continuous_or_ordinal,748,697,51,6.8181818181818175,continuous_median_iqr,36.4,36.0,37.0,,
S2,y_S2,train_2020_2023,1,prehosp_gcs,continuous_or_ordinal,748,693,55,7.352941176470589,continuous_median_iqr,11.0,6.0,15.0,,
S2,y_S2,train_2020_2023,1,prehosp_gcs_e,continuous_or_ordinal,748,694,54,7.219251336898395,continuous_median_iqr,4.0,2.0,4.0,,
S2,y_S2,train_2020_2023,1,prehosp_gcs_v,continuous_or_ordinal,748,693,55,7.352941176470589,continuous_median_iqr,3.0,1.0,5.0,,
S2,y_S2,train_2020_2023,1,prehosp_gcs_m,continuous_or_ordinal,748,694,54,7.219251336898395,continuous_median_iqr,5.0,3.0,6.0,,
S2,y_S2,train_2020_2023,1,is_OHCA_hr0,binary_indicator,748,748,0,0.0,binary_n_percent,,,,2,0.267379679144385
S2,y_S2,train_2020_2023,1,現場時間,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,14.0,10.0,17.0,,
S2,y_S2,train_2020_2023,1,運送時間,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,7.0,5.0,9.0,,
S2,y_S2,train_2020_2023,1,派遣時間,continuous_or_ordinal,748,728,20,2.6737967914438503,continuous_median_iqr,5.0,4.0,8.0,,
S2,y_S2,train_2020_2023,1,總到院前時間,continuous_or_ordinal,748,728,20,2.6737967914438503,continuous_median_iqr,27.0,22.0,32.0,,
S2,y_S2,train_2020_2023,1,MISS_現場時間,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,MISS_運送時間,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,train_2020_2023,1,MISS_派遣時間,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,20,2.6737967914438503
S2,y_S2,train_2020_2023,1,MISS_總到院前時間,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,20,2.6737967914438503
S2,y_S2,train_2020_2023,1,MAP,clinical_score,748,634,114,15.240641711229946,continuous_median_iqr,88.83333333333334,73.66666666666667,105.33333333333333,,
S2,y_S2,train_2020_2023,1,MISS_MAP,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,114,15.240641711229946
S2,y_S2,train_2020_2023,1,SI,clinical_score,748,696,52,6.951871657754011,continuous_median_iqr,0.818998673740053,0.6112200588317691,1.0711025921869295,,
S2,y_S2,train_2020_2023,1,MISS_SI,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,52,6.951871657754011
S2,y_S2,train_2020_2023,1,mSI,clinical_score,748,634,114,15.240641711229946,continuous_median_iqr,1.0668932289426136,0.8315047907439211,1.3735736514522823,,
S2,y_S2,train_2020_2023,1,MISS_mSI,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,114,15.240641711229946
S2,y_S2,train_2020_2023,1,aSI,clinical_score,748,696,52,6.951871657754011,continuous_median_iqr,62.96218487394958,47.29510472865758,83.93333333333334,,
S2,y_S2,train_2020_2023,1,MISS_aSI,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,52,6.951871657754011
S2,y_S2,train_2020_2023,1,rSI,clinical_score,748,696,52,6.951871657754011,continuous_median_iqr,1.2210084033613446,0.9336177655289379,1.6360735735735736,,
S2,y_S2,train_2020_2023,1,MISS_rSI,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,52,6.951871657754011
S2,y_S2,train_2020_2023,1,rSIG,clinical_score,748,690,58,7.754010695187167,continuous_median_iqr,12.795611285266457,7.26555023923445,18.987868047982552,,
S2,y_S2,train_2020_2023,1,MISS_rSIG,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,58,7.754010695187167
S2,y_S2,train_2020_2023,1,rSIG_Age,clinical_score,748,690,58,7.754010695187167,continuous_median_iqr,0.16662000746547218,0.0899043148119645,0.25399472999621686,,
S2,y_S2,train_2020_2023,1,MISS_rSIG_Age,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,58,7.754010695187167
S2,y_S2,train_2020_2023,1,SI_G,clinical_score,748,690,58,7.754010695187167,continuous_median_iqr,0.0781522837974451,0.05266537849511253,0.1376358695652174,,
S2,y_S2,train_2020_2023,1,MISS_SI_G,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,58,7.754010695187167
S2,y_S2,train_2020_2023,1,SIA_G,clinical_score,748,690,58,7.754010695187167,continuous_median_iqr,6.001680672268908,3.93709024814288,11.122937817258883,,
S2,y_S2,train_2020_2023,1,MISS_SIA_G,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,58,7.754010695187167
S2,y_S2,train_2020_2023,1,SIAVPU,clinical_score,748,696,52,6.951871657754011,continuous_median_iqr,2.350664136622391,1.4203994027622246,3.416907813145928,,
S2,y_S2,train_2020_2023,1,MISS_SIAVPU,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,52,6.951871657754011
S2,y_S2,train_2020_2023,1,sMS,clinical_score,748,694,54,7.219251336898395,continuous_median_iqr,2.0,1.0,3.0,,
S2,y_S2,train_2020_2023,1,MISS_sMS,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,54,7.219251336898395
S2,y_S2,train_2020_2023,1,rSI_sMS,clinical_score,748,691,57,7.620320855614973,continuous_median_iqr,2.454545454545454,1.2841614906832297,3.7697492163009407,,
S2,y_S2,train_2020_2023,1,MISS_rSI_sMS,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,57,7.620320855614973
S2,y_S2,train_2020_2023,1,rSI_GCS,clinical_score,748,690,58,7.754010695187167,continuous_median_iqr,12.795611285266457,7.26555023923445,18.987868047982552,,
S2,y_S2,train_2020_2023,1,MISS_rSI_GCS,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,58,7.754010695187167
S2,y_S2,train_2020_2023,1,rSI_GCSM,clinical_score,748,691,57,7.620320855614973,continuous_median_iqr,5.529411764705882,2.9564814814814815,8.010204081632654,,
S2,y_S2,train_2020_2023,1,MISS_rSI_GCSM,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,57,7.620320855614973
S2,y_S2,train_2020_2023,1,qSOFA,clinical_score,748,696,52,6.951871657754011,continuous_median_iqr,1.0,0.0,2.0,,
S2,y_S2,train_2020_2023,1,qSOFA_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,696,93.04812834224599
S2,y_S2,train_2020_2023,1,qSOFA_observed_components,score_component_count,748,748,0,0.0,continuous_median_iqr,3.0,3.0,3.0,,
S2,y_S2,train_2020_2023,1,qSOFA_required_components,score_component_count,748,748,0,0.0,continuous_median_iqr,3.0,3.0,3.0,,
S2,y_S2,train_2020_2023,1,MISS_qSOFA,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,52,6.951871657754011
S2,y_S2,train_2020_2023,1,NEWS2,clinical_score,748,420,328,43.85026737967914,continuous_median_iqr,9.0,7.0,11.0,,
S2,y_S2,train_2020_2023,1,NEWS2_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,420,56.14973262032086
S2,y_S2,train_2020_2023,1,NEWS2_observed_components,score_component_count,748,748,0,0.0,continuous_median_iqr,7.0,6.0,7.0,,
S2,y_S2,train_2020_2023,1,NEWS2_required_components,score_component_count,748,748,0,0.0,continuous_median_iqr,7.0,7.0,7.0,,
S2,y_S2,train_2020_2023,1,MISS_NEWS2,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,328,43.85026737967914
S2,y_S2,train_2020_2023,1,MEWS,clinical_score,748,696,52,6.951871657754011,continuous_median_iqr,4.0,2.0,5.0,,
S2,y_S2,train_2020_2023,1,MEWS_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,696,93.04812834224599
S2,y_S2,train_2020_2023,1,MEWS_observed_components,score_component_count,748,748,0,0.0,continuous_median_iqr,5.0,5.0,5.0,,
S2,y_S2,train_2020_2023,1,MEWS_required_components,score_component_count,748,748,0,0.0,continuous_median_iqr,5.0,5.0,5.0,,
S2,y_S2,train_2020_2023,1,MISS_MEWS,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,52,6.951871657754011
S2,y_S2,train_2020_2023,1,REMS,clinical_score,748,629,119,15.909090909090908,continuous_median_iqr,8.0,6.0,11.0,,
S2,y_S2,train_2020_2023,1,REMS_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,629,84.0909090909091
S2,y_S2,train_2020_2023,1,REMS_observed_components,score_component_count,748,748,0,0.0,continuous_median_iqr,6.0,6.0,6.0,,
S2,y_S2,train_2020_2023,1,REMS_required_components,score_component_count,748,748,0,0.0,continuous_median_iqr,6.0,6.0,6.0,,
S2,y_S2,train_2020_2023,1,MISS_REMS,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,119,15.909090909090908
S2,y_S2,train_2020_2023,1,RTS,clinical_score,748,690,58,7.754010695187167,continuous_median_iqr,6.904,5.2856499999999995,7.8408,,
S2,y_S2,train_2020_2023,1,RTS_available,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,690,92.24598930481284
S2,y_S2,train_2020_2023,1,RTS_observed_components,score_component_count,748,748,0,0.0,continuous_median_iqr,3.0,3.0,3.0,,
S2,y_S2,train_2020_2023,1,RTS_required_components,score_component_count,748,748,0,0.0,continuous_median_iqr,3.0,3.0,3.0,,
S2,y_S2,train_2020_2023,1,MISS_RTS,missingness_indicator,748,748,0,0.0,binary_n_percent,,,,58,7.754010695187167
S2,y_S2,train_2020_2023,1,kw_ohca,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,kw_chest_pain,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,kw_dyspnea,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,1.0,,
S2,y_S2,train_2020_2023,1,kw_bleeding,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,kw_stroke,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,kw_trauma,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,kw_seizure,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,kw_unconscious,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,is_text_missing,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,0.0,0.0,0.0,,
S2,y_S2,train_2020_2023,1,text_source_count,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,5.0,1.0,6.0,,
S2,y_S2,train_2020_2023,1,text_char_count,continuous_or_ordinal,748,748,0,0.0,continuous_median_iqr,130.0,58.0,223.0,,
S2,y_S2,validation_2024,0,EMT_年齡,continuous_or_ordinal,7213,7207,6,0.0831831415499792,continuous_median_iqr,65.0,44.0,78.0,,
S2,y_S2,validation_2024,0,MISS_EMT_年齡,missingness_indicator,7213,7213,0,0.0,binary_n_percent,,,,6,0.0831831415499792
S2,y_S2,validation_2024,0,MISSREASON_EMT_年齡__source_missing,missing_reason_indicator,7213,7213,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,validation_2024,0,MISSREASON_EMT_年齡__not_measured,missing_reason_indicator,7213,7213,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,validation_2024,0,MISSREASON_EMT_年齡__sentinel,missing_reason_indicator,7213,7213,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,validation_2024,0,MISSREASON_EMT_年齡__invalid_or_out_of_range,missing_reason_indicator,7213,7213,0,0.0,binary_n_percent,,,,6,0.0831831415499792
S2,y_S2,validation_2024,0,EMT_發生地點_到慈濟_開車km,continuous_or_ordinal,7213,7209,4,0.05545542769998614,continuous_median_iqr,3.053,2.01,4.48,,
S2,y_S2,validation_2024,0,MISS_EMT_發生地點_到慈濟_開車km,missingness_indicator,7213,7213,0,0.0,binary_n_percent,,,,4,0.05545542769998614
S2,y_S2,validation_2024,0,MISSREASON_EMT_發生地點_到慈濟_開車km__source_missing,missing_reason_indicator,7213,7213,0,0.0,binary_n_percent,,,,4,0.05545542769998614
S2,y_S2,validation_2024,0,MISSREASON_EMT_發生地點_到慈濟_開車km__not_measured,missing_reason_indicator,7213,7213,0,0.0,binary_n_percent,,,,0,0.0
S2,y_S2,validation_2024,0,MISSREASON_EMT_發生地點_到慈濟_開車km__sentinel,missing_reason_indicator,7213,7213,0,0.0,binary_n_percent,,,,0,0.0
