task_id,no_text_task_id,group,outcome,model,split,metric,value,lower_ci,upper_ci,status,n,events,patient_groups,mixed_outcome_patient_groups,bootstrap_replicates,bootstrap_success,bootstrap_seed,bootstrap_method,group_stratum_rule,expected_group_multiplicity,legacy_overlapping_strata_ci,scope,source_id,source_candidate_sha256,source_acceptance_manifest_sha256,source_with_text_model_sha256
P1_06-S1-mlp_plr,medicine_S1_mlp_plr_no_text,medicine,S1,mlp_plr,oof_2020_2023,AUPRC,0.2517258888187011,0.21581793739180305,0.2930735255658553,ESTIMATED,15995,427,12203,108,2000,2000,1086287123,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S1_mlp_plr_no_text,384070510a7a63a03f239d3e20626216b3eb089825d52b9451dc5008877e417d,,76acabd26fa4e7f4d38d2a636b004e89f6df9f9f151b7e81b036c44461f713a3
P1_06-S1-mlp_plr,medicine_S1_mlp_plr_no_text,medicine,S1,mlp_plr,oof_2020_2023,AUPRC_no_text,0.2498693790773051,0.21608351693344469,0.29147763032984947,ESTIMATED,15995,427,12203,108,2000,2000,1086287123,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S1_mlp_plr_no_text,384070510a7a63a03f239d3e20626216b3eb089825d52b9451dc5008877e417d,,76acabd26fa4e7f4d38d2a636b004e89f6df9f9f151b7e81b036c44461f713a3
P1_06-S1-mlp_plr,medicine_S1_mlp_plr_no_text,medicine,S1,mlp_plr,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.0018565097413960063,-0.011014073457549548,0.013819111085410918,ESTIMATED,15995,427,12203,108,2000,2000,1086287123,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S1_mlp_plr_no_text,384070510a7a63a03f239d3e20626216b3eb089825d52b9451dc5008877e417d,,76acabd26fa4e7f4d38d2a636b004e89f6df9f9f151b7e81b036c44461f713a3
P1_06-S1-mlp_plr,medicine_S1_mlp_plr_no_text,medicine,S1,mlp_plr,validation_2024,AUPRC,0.43580159450499023,0.3679994862966017,0.5073926428693584,ESTIMATED,4770,174,4071,26,2000,2000,342128062,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S1_mlp_plr_no_text,384070510a7a63a03f239d3e20626216b3eb089825d52b9451dc5008877e417d,,76acabd26fa4e7f4d38d2a636b004e89f6df9f9f151b7e81b036c44461f713a3
P1_06-S1-mlp_plr,medicine_S1_mlp_plr_no_text,medicine,S1,mlp_plr,validation_2024,AUPRC_no_text,0.44418130075453716,0.37759688812051206,0.5149075111437742,ESTIMATED,4770,174,4071,26,2000,2000,342128062,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S1_mlp_plr_no_text,384070510a7a63a03f239d3e20626216b3eb089825d52b9451dc5008877e417d,,76acabd26fa4e7f4d38d2a636b004e89f6df9f9f151b7e81b036c44461f713a3
P1_06-S1-mlp_plr,medicine_S1_mlp_plr_no_text,medicine,S1,mlp_plr,validation_2024,Delta_AUPRC_text_minus_no_text,-0.008379706249546925,-0.027936586047453985,0.011135636770480451,ESTIMATED,4770,174,4071,26,2000,2000,342128062,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S1_mlp_plr_no_text,384070510a7a63a03f239d3e20626216b3eb089825d52b9451dc5008877e417d,,76acabd26fa4e7f4d38d2a636b004e89f6df9f9f151b7e81b036c44461f713a3
P1_06-S2-ft_transformer,medicine_S2_ft_transformer_no_text,medicine,S2,ft_transformer,oof_2020_2023,AUPRC,0.25852704488407185,0.23451350993582962,0.2898327597375928,ESTIMATED,15995,696,12203,185,2000,2000,2421324791,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_ft_transformer_no_text,22c29311a8f5a44ce501c33f7b7c5140fda9075e6bed58401d6e02451a01b7d3,,b43b30f1295ac1906ed0cf97ab887e5bf6577c1e1eabf9f62fd8eefe8c0739d6
P1_06-S2-ft_transformer,medicine_S2_ft_transformer_no_text,medicine,S2,ft_transformer,oof_2020_2023,AUPRC_no_text,0.25407320597042643,0.23003247053072098,0.28457361529663944,ESTIMATED,15995,696,12203,185,2000,2000,2421324791,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_ft_transformer_no_text,22c29311a8f5a44ce501c33f7b7c5140fda9075e6bed58401d6e02451a01b7d3,,b43b30f1295ac1906ed0cf97ab887e5bf6577c1e1eabf9f62fd8eefe8c0739d6
P1_06-S2-ft_transformer,medicine_S2_ft_transformer_no_text,medicine,S2,ft_transformer,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.004453838913645425,-0.0035880169405641676,0.01267604235200512,ESTIMATED,15995,696,12203,185,2000,2000,2421324791,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_ft_transformer_no_text,22c29311a8f5a44ce501c33f7b7c5140fda9075e6bed58401d6e02451a01b7d3,,b43b30f1295ac1906ed0cf97ab887e5bf6577c1e1eabf9f62fd8eefe8c0739d6
P1_06-S2-ft_transformer,medicine_S2_ft_transformer_no_text,medicine,S2,ft_transformer,validation_2024,AUPRC,0.42085089320349295,0.365787434213808,0.4803371467059026,ESTIMATED,4770,267,4071,37,2000,2000,1027409327,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_ft_transformer_no_text,22c29311a8f5a44ce501c33f7b7c5140fda9075e6bed58401d6e02451a01b7d3,,b43b30f1295ac1906ed0cf97ab887e5bf6577c1e1eabf9f62fd8eefe8c0739d6
P1_06-S2-ft_transformer,medicine_S2_ft_transformer_no_text,medicine,S2,ft_transformer,validation_2024,AUPRC_no_text,0.4032425637897809,0.3504118692480895,0.46344649062279547,ESTIMATED,4770,267,4071,37,2000,2000,1027409327,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_ft_transformer_no_text,22c29311a8f5a44ce501c33f7b7c5140fda9075e6bed58401d6e02451a01b7d3,,b43b30f1295ac1906ed0cf97ab887e5bf6577c1e1eabf9f62fd8eefe8c0739d6
P1_06-S2-ft_transformer,medicine_S2_ft_transformer_no_text,medicine,S2,ft_transformer,validation_2024,Delta_AUPRC_text_minus_no_text,0.017608329413712043,0.005570491195394771,0.029202109082423492,ESTIMATED,4770,267,4071,37,2000,2000,1027409327,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_ft_transformer_no_text,22c29311a8f5a44ce501c33f7b7c5140fda9075e6bed58401d6e02451a01b7d3,,b43b30f1295ac1906ed0cf97ab887e5bf6577c1e1eabf9f62fd8eefe8c0739d6
P1_06-S2-mlp_plr,medicine_S2_mlp_plr_no_text,medicine,S2,mlp_plr,oof_2020_2023,AUPRC,0.3023954943216094,0.27137638381311086,0.33906019190762504,ESTIMATED,15995,696,12203,185,2000,2000,2656633704,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_mlp_plr_no_text,02ffd0b77e218707065ec94162dce9a33980ac338b57174095ebc0ac155b63d3,,c9ff8df4ad3471cf1b8622ba0df8009e3d03de85dc99184135f5163fdfe9df5b
P1_06-S2-mlp_plr,medicine_S2_mlp_plr_no_text,medicine,S2,mlp_plr,oof_2020_2023,AUPRC_no_text,0.2882922587168821,0.2582796888387765,0.3220573782117551,ESTIMATED,15995,696,12203,185,2000,2000,2656633704,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_mlp_plr_no_text,02ffd0b77e218707065ec94162dce9a33980ac338b57174095ebc0ac155b63d3,,c9ff8df4ad3471cf1b8622ba0df8009e3d03de85dc99184135f5163fdfe9df5b
P1_06-S2-mlp_plr,medicine_S2_mlp_plr_no_text,medicine,S2,mlp_plr,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.014103235604727316,0.004706005866360645,0.02355968663479703,ESTIMATED,15995,696,12203,185,2000,2000,2656633704,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_mlp_plr_no_text,02ffd0b77e218707065ec94162dce9a33980ac338b57174095ebc0ac155b63d3,,c9ff8df4ad3471cf1b8622ba0df8009e3d03de85dc99184135f5163fdfe9df5b
P1_06-S2-mlp_plr,medicine_S2_mlp_plr_no_text,medicine,S2,mlp_plr,validation_2024,AUPRC,0.46608498627174444,0.40805614338535523,0.5259150985487806,ESTIMATED,4770,267,4071,37,2000,2000,1322952584,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_mlp_plr_no_text,02ffd0b77e218707065ec94162dce9a33980ac338b57174095ebc0ac155b63d3,,c9ff8df4ad3471cf1b8622ba0df8009e3d03de85dc99184135f5163fdfe9df5b
P1_06-S2-mlp_plr,medicine_S2_mlp_plr_no_text,medicine,S2,mlp_plr,validation_2024,AUPRC_no_text,0.4581249727949513,0.39905718957885555,0.5180877712404983,ESTIMATED,4770,267,4071,37,2000,2000,1322952584,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_mlp_plr_no_text,02ffd0b77e218707065ec94162dce9a33980ac338b57174095ebc0ac155b63d3,,c9ff8df4ad3471cf1b8622ba0df8009e3d03de85dc99184135f5163fdfe9df5b
P1_06-S2-mlp_plr,medicine_S2_mlp_plr_no_text,medicine,S2,mlp_plr,validation_2024,Delta_AUPRC_text_minus_no_text,0.007960013476793149,-0.008910192609048607,0.025105838921308354,ESTIMATED,4770,267,4071,37,2000,2000,1322952584,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S2_mlp_plr_no_text,02ffd0b77e218707065ec94162dce9a33980ac338b57174095ebc0ac155b63d3,,c9ff8df4ad3471cf1b8622ba0df8009e3d03de85dc99184135f5163fdfe9df5b
P1_06-S3-ft_transformer,medicine_S3_ft_transformer_no_text,medicine,S3,ft_transformer,oof_2020_2023,AUPRC,0.633534699118401,0.6201941159103425,0.6476758190848452,ESTIMATED,15995,6010,12203,925,2000,2000,3812706314,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_ft_transformer_no_text,573a0bbdaf6bca9e7d8dad926aa735e1e0f25a1ae4d5f232ea7fde01c12f6031,,f6842271eaf6cd69e993cd91ce8371440d52e1cd1501937ed39b874e80f9db2c
P1_06-S3-ft_transformer,medicine_S3_ft_transformer_no_text,medicine,S3,ft_transformer,oof_2020_2023,AUPRC_no_text,0.6163685225417985,0.6028948620759069,0.6298088788472522,ESTIMATED,15995,6010,12203,925,2000,2000,3812706314,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_ft_transformer_no_text,573a0bbdaf6bca9e7d8dad926aa735e1e0f25a1ae4d5f232ea7fde01c12f6031,,f6842271eaf6cd69e993cd91ce8371440d52e1cd1501937ed39b874e80f9db2c
P1_06-S3-ft_transformer,medicine_S3_ft_transformer_no_text,medicine,S3,ft_transformer,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.017166176576602465,0.009676411143431873,0.02472907585142424,ESTIMATED,15995,6010,12203,925,2000,2000,3812706314,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_ft_transformer_no_text,573a0bbdaf6bca9e7d8dad926aa735e1e0f25a1ae4d5f232ea7fde01c12f6031,,f6842271eaf6cd69e993cd91ce8371440d52e1cd1501937ed39b874e80f9db2c
P1_06-S3-ft_transformer,medicine_S3_ft_transformer_no_text,medicine,S3,ft_transformer,validation_2024,AUPRC,0.604918964332555,0.5812675467692964,0.6317710093859545,ESTIMATED,4770,1606,4071,193,2000,2000,690938992,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_ft_transformer_no_text,573a0bbdaf6bca9e7d8dad926aa735e1e0f25a1ae4d5f232ea7fde01c12f6031,,f6842271eaf6cd69e993cd91ce8371440d52e1cd1501937ed39b874e80f9db2c
P1_06-S3-ft_transformer,medicine_S3_ft_transformer_no_text,medicine,S3,ft_transformer,validation_2024,AUPRC_no_text,0.5907463895519792,0.5659003832076122,0.61764090893647,ESTIMATED,4770,1606,4071,193,2000,2000,690938992,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_ft_transformer_no_text,573a0bbdaf6bca9e7d8dad926aa735e1e0f25a1ae4d5f232ea7fde01c12f6031,,f6842271eaf6cd69e993cd91ce8371440d52e1cd1501937ed39b874e80f9db2c
P1_06-S3-ft_transformer,medicine_S3_ft_transformer_no_text,medicine,S3,ft_transformer,validation_2024,Delta_AUPRC_text_minus_no_text,0.014172574780575764,0.0037024057770208645,0.02517223972618776,ESTIMATED,4770,1606,4071,193,2000,2000,690938992,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_ft_transformer_no_text,573a0bbdaf6bca9e7d8dad926aa735e1e0f25a1ae4d5f232ea7fde01c12f6031,,f6842271eaf6cd69e993cd91ce8371440d52e1cd1501937ed39b874e80f9db2c
P1_06-S3-mlp_plr,medicine_S3_mlp_plr_no_text,medicine,S3,mlp_plr,oof_2020_2023,AUPRC,0.6532630005944612,0.640507860473144,0.6672553953623642,ESTIMATED,15995,6010,12203,925,2000,2000,2780713080,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_mlp_plr_no_text,d602136d1de393dc96daa97ab59cc87c38881fff5cdfcea45364b96f44486f52,,79648db97a43df1f0aa39f75b02676e7dc69273f4794e2ac6bff4866fa21cc65
P1_06-S3-mlp_plr,medicine_S3_mlp_plr_no_text,medicine,S3,mlp_plr,oof_2020_2023,AUPRC_no_text,0.6462093447724682,0.6332334443205868,0.6603334463546026,ESTIMATED,15995,6010,12203,925,2000,2000,2780713080,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_mlp_plr_no_text,d602136d1de393dc96daa97ab59cc87c38881fff5cdfcea45364b96f44486f52,,79648db97a43df1f0aa39f75b02676e7dc69273f4794e2ac6bff4866fa21cc65
P1_06-S3-mlp_plr,medicine_S3_mlp_plr_no_text,medicine,S3,mlp_plr,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.007053655821993021,0.002451081612557862,0.011471459153030116,ESTIMATED,15995,6010,12203,925,2000,2000,2780713080,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_mlp_plr_no_text,d602136d1de393dc96daa97ab59cc87c38881fff5cdfcea45364b96f44486f52,,79648db97a43df1f0aa39f75b02676e7dc69273f4794e2ac6bff4866fa21cc65
P1_06-S3-mlp_plr,medicine_S3_mlp_plr_no_text,medicine,S3,mlp_plr,validation_2024,AUPRC,0.6103722228351975,0.5860489423011404,0.6361502771674575,ESTIMATED,4770,1606,4071,193,2000,2000,1325041924,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_mlp_plr_no_text,d602136d1de393dc96daa97ab59cc87c38881fff5cdfcea45364b96f44486f52,,79648db97a43df1f0aa39f75b02676e7dc69273f4794e2ac6bff4866fa21cc65
P1_06-S3-mlp_plr,medicine_S3_mlp_plr_no_text,medicine,S3,mlp_plr,validation_2024,AUPRC_no_text,0.600777845651444,0.5753600481922635,0.6267160202608018,ESTIMATED,4770,1606,4071,193,2000,2000,1325041924,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_mlp_plr_no_text,d602136d1de393dc96daa97ab59cc87c38881fff5cdfcea45364b96f44486f52,,79648db97a43df1f0aa39f75b02676e7dc69273f4794e2ac6bff4866fa21cc65
P1_06-S3-mlp_plr,medicine_S3_mlp_plr_no_text,medicine,S3,mlp_plr,validation_2024,Delta_AUPRC_text_minus_no_text,0.009594377183753555,0.0028122306839916513,0.01630909632470478,ESTIMATED,4770,1606,4071,193,2000,2000,1325041924,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S3_mlp_plr_no_text,d602136d1de393dc96daa97ab59cc87c38881fff5cdfcea45364b96f44486f52,,79648db97a43df1f0aa39f75b02676e7dc69273f4794e2ac6bff4866fa21cc65
P1_06-S4-ft_transformer,medicine_S4_ft_transformer_no_text,medicine,S4,ft_transformer,oof_2020_2023,AUPRC,0.3861610186685677,0.36686243131788626,0.40797252885092633,ESTIMATED,15995,2086,12203,495,2000,2000,2883358693,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_ft_transformer_no_text,9cd698e9e9db3e350bcc59608267dcee9216a1934fa60c39ade883f6ec0f3101,,f0e695fbb8839b40a52ae71fefed1750ab2669e2f02e6c2c4bf6e7a1c4c7a163
P1_06-S4-ft_transformer,medicine_S4_ft_transformer_no_text,medicine,S4,ft_transformer,oof_2020_2023,AUPRC_no_text,0.3781214432302895,0.35890233042612424,0.40021188928677004,ESTIMATED,15995,2086,12203,495,2000,2000,2883358693,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_ft_transformer_no_text,9cd698e9e9db3e350bcc59608267dcee9216a1934fa60c39ade883f6ec0f3101,,f0e695fbb8839b40a52ae71fefed1750ab2669e2f02e6c2c4bf6e7a1c4c7a163
P1_06-S4-ft_transformer,medicine_S4_ft_transformer_no_text,medicine,S4,ft_transformer,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.008039575438278213,-0.001117636395481333,0.017432404085739425,ESTIMATED,15995,2086,12203,495,2000,2000,2883358693,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_ft_transformer_no_text,9cd698e9e9db3e350bcc59608267dcee9216a1934fa60c39ade883f6ec0f3101,,f0e695fbb8839b40a52ae71fefed1750ab2669e2f02e6c2c4bf6e7a1c4c7a163
P1_06-S4-ft_transformer,medicine_S4_ft_transformer_no_text,medicine,S4,ft_transformer,validation_2024,AUPRC,0.3359600912786516,0.30503815878487317,0.37240873729698765,ESTIMATED,4770,615,4071,74,2000,2000,3084198576,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_ft_transformer_no_text,9cd698e9e9db3e350bcc59608267dcee9216a1934fa60c39ade883f6ec0f3101,,f0e695fbb8839b40a52ae71fefed1750ab2669e2f02e6c2c4bf6e7a1c4c7a163
P1_06-S4-ft_transformer,medicine_S4_ft_transformer_no_text,medicine,S4,ft_transformer,validation_2024,AUPRC_no_text,0.3499280203711337,0.3178180436004881,0.38780317551729565,ESTIMATED,4770,615,4071,74,2000,2000,3084198576,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_ft_transformer_no_text,9cd698e9e9db3e350bcc59608267dcee9216a1934fa60c39ade883f6ec0f3101,,f0e695fbb8839b40a52ae71fefed1750ab2669e2f02e6c2c4bf6e7a1c4c7a163
P1_06-S4-ft_transformer,medicine_S4_ft_transformer_no_text,medicine,S4,ft_transformer,validation_2024,Delta_AUPRC_text_minus_no_text,-0.013967929092482068,-0.029738420502177246,0.000339967177024201,ESTIMATED,4770,615,4071,74,2000,2000,3084198576,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_ft_transformer_no_text,9cd698e9e9db3e350bcc59608267dcee9216a1934fa60c39ade883f6ec0f3101,,f0e695fbb8839b40a52ae71fefed1750ab2669e2f02e6c2c4bf6e7a1c4c7a163
P1_06-S4-mlp_plr,medicine_S4_mlp_plr_no_text,medicine,S4,mlp_plr,oof_2020_2023,AUPRC,0.4240835044588093,0.40311329902245274,0.44880391597852304,ESTIMATED,15995,2086,12203,495,2000,2000,4269183984,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_mlp_plr_no_text,29fd96c662ed83c5ac87e960e673240723f5d2063e514683fb0db430d43e820a,,efaa27b318a8d3afa211e54e3c9e5d9a108f03570608cc96d0d24eea2e357dfe
P1_06-S4-mlp_plr,medicine_S4_mlp_plr_no_text,medicine,S4,mlp_plr,oof_2020_2023,AUPRC_no_text,0.4234988850090081,0.40205649764254603,0.44827438760992966,ESTIMATED,15995,2086,12203,495,2000,2000,4269183984,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_mlp_plr_no_text,29fd96c662ed83c5ac87e960e673240723f5d2063e514683fb0db430d43e820a,,efaa27b318a8d3afa211e54e3c9e5d9a108f03570608cc96d0d24eea2e357dfe
P1_06-S4-mlp_plr,medicine_S4_mlp_plr_no_text,medicine,S4,mlp_plr,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.0005846194498012047,-0.004969968547654179,0.00639382905850118,ESTIMATED,15995,2086,12203,495,2000,2000,4269183984,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_mlp_plr_no_text,29fd96c662ed83c5ac87e960e673240723f5d2063e514683fb0db430d43e820a,,efaa27b318a8d3afa211e54e3c9e5d9a108f03570608cc96d0d24eea2e357dfe
P1_06-S4-mlp_plr,medicine_S4_mlp_plr_no_text,medicine,S4,mlp_plr,validation_2024,AUPRC,0.3904285013421094,0.35886727144693165,0.4300204338502722,ESTIMATED,4770,615,4071,74,2000,2000,1367067884,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_mlp_plr_no_text,29fd96c662ed83c5ac87e960e673240723f5d2063e514683fb0db430d43e820a,,efaa27b318a8d3afa211e54e3c9e5d9a108f03570608cc96d0d24eea2e357dfe
P1_06-S4-mlp_plr,medicine_S4_mlp_plr_no_text,medicine,S4,mlp_plr,validation_2024,AUPRC_no_text,0.395242894343205,0.36334896882890705,0.43618415865648313,ESTIMATED,4770,615,4071,74,2000,2000,1367067884,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_mlp_plr_no_text,29fd96c662ed83c5ac87e960e673240723f5d2063e514683fb0db430d43e820a,,efaa27b318a8d3afa211e54e3c9e5d9a108f03570608cc96d0d24eea2e357dfe
P1_06-S4-mlp_plr,medicine_S4_mlp_plr_no_text,medicine,S4,mlp_plr,validation_2024,Delta_AUPRC_text_minus_no_text,-0.004814393001095596,-0.017990731851891414,0.008362981830429168,ESTIMATED,4770,615,4071,74,2000,2000,1367067884,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S4_mlp_plr_no_text,29fd96c662ed83c5ac87e960e673240723f5d2063e514683fb0db430d43e820a,,efaa27b318a8d3afa211e54e3c9e5d9a108f03570608cc96d0d24eea2e357dfe
P1_06-S5-ft_transformer,medicine_S5_ft_transformer_no_text,medicine,S5,ft_transformer,oof_2020_2023,AUPRC,0.08575793101943487,0.06892876635218297,0.10709373254929896,ESTIMATED,15995,351,12203,107,2000,2000,2890778478,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S5_ft_transformer_no_text,ceb84897c30abc157caa8dff6269e4e63721f67954357c195e9851f9b6cbce2b,,41901e9364c462db8a6a460e3aa04af075142affe643fffd194bbab5b477b71e
P1_06-S5-ft_transformer,medicine_S5_ft_transformer_no_text,medicine,S5,ft_transformer,oof_2020_2023,AUPRC_no_text,0.0765270958567413,0.06314788405508727,0.09514014747222728,ESTIMATED,15995,351,12203,107,2000,2000,2890778478,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S5_ft_transformer_no_text,ceb84897c30abc157caa8dff6269e4e63721f67954357c195e9851f9b6cbce2b,,41901e9364c462db8a6a460e3aa04af075142affe643fffd194bbab5b477b71e
P1_06-S5-ft_transformer,medicine_S5_ft_transformer_no_text,medicine,S5,ft_transformer,oof_2020_2023,Delta_AUPRC_text_minus_no_text,0.00923083516269356,-0.006557163353035956,0.02635987496860518,ESTIMATED,15995,351,12203,107,2000,2000,2890778478,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S5_ft_transformer_no_text,ceb84897c30abc157caa8dff6269e4e63721f67954357c195e9851f9b6cbce2b,,41901e9364c462db8a6a460e3aa04af075142affe643fffd194bbab5b477b71e
P1_06-S5-ft_transformer,medicine_S5_ft_transformer_no_text,medicine,S5,ft_transformer,validation_2024,AUPRC,0.09016768681200392,0.054768092533074623,0.15188593157752045,ESTIMATED,4770,90,4071,13,2000,2000,482562090,outcome_stratified_disjoint_patient_cluster_shared_paired_draws,max(y) within split,1,SUPERSEDED_RETAINED_FOR_AUDIT,current_opname_specialty,medicine_S5_ft_transformer_no_text,ceb84897c30abc157caa8dff6269e4e63721f67954357c195e9851f9b6cbce2b,,41901e9364c462db8a6a460e3aa04af075142affe643fffd194bbab5b477b71e
