task_id,outcome,model,model_family,split,metric,value,lower_ci,upper_ci,status,n,events,patient_groups,bootstrap_b,bootstrap_success,bootstrap_failures,bootstrap_minimum_success_required,bootstrap_method,validation_cohort_n,coverage_rate,source_id
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__platt,missingness_sensitivity,validation_2024,AUROC,0.8774717168505771,0.8622942149070193,0.8922873589115667,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__platt,missingness_sensitivity,validation_2024,AUPRC,0.5115343656942208,0.4727801091134874,0.55019925627209,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__platt,missingness_sensitivity,validation_2024,Brier,0.05358977869978937,0.05125963720685513,0.056034110208820605,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_in_large,-0.022083130752453037,-0.08329303628931473,0.03928402098744677,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_intercept,-0.1977005180768496,-0.3337640361515933,-0.05056133500933478,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_slope,0.8933403680654303,0.8215581778221395,0.9721635992981739,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__raw,missingness_sensitivity,validation_2024,AUROC,0.8774717168505771,0.8612720347461826,0.8931024050332035,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__raw,missingness_sensitivity,validation_2024,AUPRC,0.5115343656942208,0.4744849302031861,0.5508656982374309,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__raw,missingness_sensitivity,validation_2024,Brier,0.13469664207369766,0.12827853858484015,0.14106015395015536,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_in_large,-2.7830686602263297,-2.879256228732356,-2.6858174631143212,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_intercept,-2.2647865829961966,-2.3444485420167904,-2.1927681569788167,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_slope,0.5868333933120109,0.5354467481699866,0.6437334288846547,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__isotonic,missingness_sensitivity,validation_2024,AUROC,0.9157022234764726,0.9056693282374391,0.92510116961528,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__isotonic,missingness_sensitivity,validation_2024,AUPRC,0.5477865583489566,0.5126233074222136,0.5832321703108615,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__isotonic,missingness_sensitivity,validation_2024,Brier,0.05071589567493477,0.04871113041402786,0.052789164251091834,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_in_large,-0.09883566276955909,-0.16060571906290924,-0.0352345169712442,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_intercept,0.011780782578251764,-0.09238999025268835,0.13299380067555908,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_slope,1.087564290576329,1.013864461649415,1.170930510861065,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__platt,missingness_sensitivity,validation_2024,AUROC,0.9161004083061547,0.9063382991855926,0.9254821283354255,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__platt,missingness_sensitivity,validation_2024,AUPRC,0.5658831870134046,0.529838769754612,0.6034731741366085,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__platt,missingness_sensitivity,validation_2024,Brier,0.0505335765512664,0.04823114877478668,0.052676041348352604,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__platt,missingness_sensitivity,validation_2024,calibration_in_large,-0.10735328148938833,-0.16755983312567005,-0.04370404176181167,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__platt,missingness_sensitivity,validation_2024,calibration_intercept,-0.006355833401005734,-0.11547422006358467,0.11427738979235068,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__platt,missingness_sensitivity,validation_2024,calibration_slope,1.0770021394417548,1.010649070208686,1.151819300892237,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__raw,missingness_sensitivity,validation_2024,AUROC,0.9161004083061547,0.9058524418981594,0.9258094268142951,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__raw,missingness_sensitivity,validation_2024,AUPRC,0.5658831870134046,0.5316029093181293,0.6042687816502086,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__raw,missingness_sensitivity,validation_2024,Brier,0.05058219699850442,0.0480943311560777,0.05298342360699348,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__raw,missingness_sensitivity,validation_2024,calibration_in_large,-0.01618293305042425,-0.08956536510272886,0.05924109248142354,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__raw,missingness_sensitivity,validation_2024,calibration_intercept,-0.08755065190533698,-0.19419023119237228,0.02412639528183977,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__bayesian_iterative_m10__xgboost__raw,missingness_sensitivity,validation_2024,calibration_slope,0.9467645517816727,0.8888984230583639,1.0105756596244235,ESTIMATED,7504,609,6600,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,1.0,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,AUROC,0.8825375526047622,0.8654523758624251,0.8992100183376498,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,AUPRC,0.3985831958166121,0.3582054754319709,0.4454479779162333,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,Brier,0.0501731334123884,0.047918846658426544,0.0522607711259456,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,calibration_in_large,-0.05408814924395764,-0.11448598314096467,0.009296361018648292,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,calibration_intercept,-0.05723526952436041,-0.19786967727762367,0.08809044229285941,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,calibration_slope,0.9980456647816425,0.9207047700449431,1.086263591995744,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,AUROC,0.8835087473649,0.8675904592739379,0.899347574671285,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,AUPRC,0.4206437178899988,0.376470232164149,0.46872407702171787,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,Brier,0.04996103390389633,0.047870896384508387,0.05210188166613349,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_in_large,-0.048540892699028025,-0.10618214116750291,0.008683686735464671,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_intercept,-0.004259559969769646,-0.17853013930010928,0.19940870039812159,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_slope,1.0256137693946927,0.9325695518561673,1.137159526097786,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,AUROC,0.8835087473649,0.8672571880777266,0.9004698019164272,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,AUPRC,0.4206437178899988,0.37703967130349264,0.47039698343065234,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,Brier,0.13573822827910603,0.12915842587321036,0.1423155931189335,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_in_large,-2.8582448887160505,-2.950320925021359,-2.763168523803473,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_intercept,-2.421008845557965,-2.511618270061892,-2.3402418296382033,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_slope,0.6514448369913376,0.5888716681750649,0.721780728761646,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,AUROC,0.9068784859163147,0.8948076602722055,0.9184562511120282,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,AUPRC,0.4503441047615391,0.407598030895922,0.49432252141230587,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,Brier,0.04822400149754238,0.04617786585453591,0.050364101659308026,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_in_large,-0.10212744866089093,-0.167166588751501,-0.03501905716115711,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_intercept,-0.07454314944561996,-0.21177700573771446,0.07493221659274786,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_slope,1.0196901129034497,0.9355180645622991,1.1154012544061735,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,AUROC,0.906543215638686,0.8946526100133635,0.9177665709172417,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,AUPRC,0.4692537681103172,0.4307026951311403,0.5151368368739094,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,Brier,0.04815596536268575,0.04597660455322474,0.05022124972103042,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,calibration_in_large,-0.11094812404800582,-0.17697376753414296,-0.04525655188629509,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,calibration_intercept,-0.07971494409549619,-0.20301275679417735,0.06798498609491588,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,calibration_slope,1.021350968379673,0.952448163152653,1.1010135769002378,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__raw,missingness_sensitivity,validation_2024,AUROC,0.906543215638686,0.8942578819818312,0.9179112833212976,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__raw,missingness_sensitivity,validation_2024,AUPRC,0.4692537681103172,0.4257726041364254,0.517405603865468,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__raw,missingness_sensitivity,validation_2024,Brier,0.04852939381936011,0.04593649854325374,0.05104262632166053,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__raw,missingness_sensitivity,validation_2024,calibration_in_large,-0.0197714138367701,-0.10524155963226903,0.06489453093002936,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__raw,missingness_sensitivity,validation_2024,calibration_intercept,-0.21781749528230174,-0.3446995813976853,-0.07945055978224717,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__core_vitals_complete_case__xgboost__raw,missingness_sensitivity,validation_2024,calibration_slope,0.8653212373262101,0.8060207753298991,0.9351693220430515,ESTIMATED,6308,438,5577,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.8406183368869936,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,AUROC,0.7916666666666667,0.5247916666666667,0.9837499999999977,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,AUPRC,0.7033333333333334,0.4303030303030303,0.9674999999999956,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,Brier,0.1930081785174737,0.09890232481933509,0.29442611103953337,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,calibration_in_large,-0.8376317630900263,-1.3414303586225045,-0.22732963665222322,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,calibration_intercept,-0.8222392123481725,-3.428960138767057,-0.16106248238910997,ESTIMATED,17,5,17,2000,1952,48,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__isotonic,missingness_sensitivity,validation_2024,calibration_slope,0.9379568477285675,0.1160324976080279,4.295356137599633,ESTIMATED,17,5,17,2000,1952,48,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,AUROC,0.8,0.56625,0.9666666666666667,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,AUPRC,0.7109090909090909,0.47269480519480517,0.942857142857143,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,Brier,0.16881286585054064,0.12350503140556622,0.2096858186138337,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_in_large,-0.4930268303321392,-0.7373770603159022,-0.1917133892653984,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_intercept,-0.13486018414599563,-1.089510046384759,1.8001399779371405,ESTIMATED,17,5,17,2000,1977,23,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__platt,missingness_sensitivity,validation_2024,calibration_slope,3.0709954874899563,1.2283696493133618,16.617247077771037,ESTIMATED,17,5,17,2000,1977,23,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,AUROC,0.8,0.5333333333333333,0.9833333333333333,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,AUPRC,0.7109090909090909,0.4302795815295815,0.9666666666666668,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,Brier,0.22633230832921916,0.11203287204751565,0.34151025245329614,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_in_large,-1.6278643438700977,-2.3927336384452262,-0.6690074781129133,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_intercept,-1.392165499683317,-6.832701310293296,-0.6045447354560988,ESTIMATED,17,5,17,2000,1960,40,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__logistic_l2__raw,missingness_sensitivity,validation_2024,calibration_slope,0.7973670184455557,0.29358986565229284,4.138954659424504,ESTIMATED,17,5,17,2000,1960,40,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,AUROC,0.775,0.5333333333333333,0.9666666666666667,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,AUPRC,0.49222222222222217,0.3238452380952381,0.9,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,Brier,0.19522081589975315,0.13573965060911158,0.2622261273883771,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_in_large,-0.8416416953039433,-1.149809753616761,-0.5359834461893209,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_intercept,-0.9271022577218434,-2.734621650240138,53.125747241430346,ESTIMATED,17,5,17,2000,1962,38,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__isotonic,missingness_sensitivity,validation_2024,calibration_slope,1.783449557676871,0.3270693155237454,301.2123666070261,ESTIMATED,17,5,17,2000,1962,38,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,AUROC,0.7999999999999999,0.5666666666666667,0.9670833333333311,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,AUPRC,0.6533333333333333,0.40270959595959593,0.9434523809523778,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,Brier,0.19230125612081436,0.14598941142451632,0.24224066412553008,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
P1_03-evaluation-P2,P2,missingness__full_complete_case__xgboost__platt,missingness_sensitivity,validation_2024,calibration_in_large,-0.7135439290875705,-0.9631055389498006,-0.46321757478804537,ESTIMATED,17,5,17,2000,2000,0,1900,outcome_stratified_patient_group_cluster,7504,0.00226545842217484,s0014
