task_id,outcome,model_a,split,model_b,comparison_variant,n_common,events_common,patient_groups_common,auroc_a,auroc_b,auroc_difference,auroc_delong_p,auprc_a,auprc_b,auprc_difference,auprc_difference_lower_ci,auprc_difference_upper_ci,auprc_paired_bootstrap_p,bootstrap_b,bootstrap_success,bootstrap_method,source_id
P1_03-evaluation-S2,S2,catboost,validation_2024,xgboost,raw_validation_2024,7504,291,6600,0.9256058767507883,0.9253667133083021,0.00023916344248620103,0.9367241332051918,0.4754393576639792,0.47729760463501936,-0.001858246971040145,-0.025562789012598723,0.022567092760008633,0.848,2000,2000,paired_outcome_stratified_patient_group_cluster,s0032
P1_03-evaluation-S2,S2,catboost,validation_2024,lightgbm,raw_validation_2024,7504,291,6600,0.9256058767507883,0.9282057072401254,-0.002599830489337096,0.324679714419812,0.4754393576639792,0.47356670464957956,0.00187265301439965,-0.020206955707687997,0.02352329134156878,0.813,2000,2000,paired_outcome_stratified_patient_group_cluster,s0032
P1_03-evaluation-S2,S2,xgboost,validation_2024,lightgbm,raw_validation_2024,7504,291,6600,0.9253667133083021,0.9282057072401254,-0.002838993931823297,0.11346611898886409,0.47729760463501936,0.47356670464957956,0.003730899985439795,-0.018073511411430147,0.024864690173073283,0.683,2000,2000,paired_outcome_stratified_patient_group_cluster,s0032
P1_03-evaluation-S3,S3,score_rSI_sMS,validation_2024,logistic_l2,raw_validation_2024,7289,2086,6434,0.5765255644790812,0.7468057645775198,-0.17028020009843858,6.097939343410726e-82,0.3635293612408893,0.529135567971823,-0.16560620673093374,-0.18642189429643666,-0.14193462849002075,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,score_rSI_sMS,validation_2024,catboost,raw_validation_2024,7289,2086,6434,0.5765255644790812,0.7723169887422056,-0.19579142426312435,2.3394230945632033e-119,0.3635293612408893,0.585359788084901,-0.22183042684401166,-0.2437578643939828,-0.19921884016699473,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,score_rSI_sMS,validation_2024,xgboost,raw_validation_2024,7289,2086,6434,0.5765255644790812,0.7723256495763839,-0.19580008509730273,1.4448054150991152e-113,0.3635293612408893,0.5843072230416642,-0.22077786180077486,-0.2443815352484805,-0.19724793457405945,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,score_rSI_sMS,validation_2024,lightgbm,raw_validation_2024,7289,2086,6434,0.5765255644790812,0.7713706544034169,-0.1948450899243357,3.9177837626788456e-114,0.3635293612408893,0.5838083501641698,-0.22027898892328046,-0.2436135968369026,-0.1969087887479271,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,logistic_l2,validation_2024,catboost,raw_validation_2024,7504,2144,6600,0.7492252763700155,0.7733268997828023,-0.024101623412786877,7.473008863013336e-12,0.5282906756987739,0.5845765202304307,-0.05628584453165686,-0.0693941084096347,-0.0416281663150507,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,logistic_l2,validation_2024,xgboost,raw_validation_2024,7504,2144,6600,0.7492252763700155,0.7739232359656938,-0.02469795959567833,7.071269506495035e-13,0.5282906756987739,0.5838695589191846,-0.05557888322041071,-0.06957149404412907,-0.040939287194783736,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,logistic_l2,validation_2024,lightgbm,raw_validation_2024,7504,2144,6600,0.7492252763700155,0.7724384432780129,-0.023213166907997462,3.4216492240734196e-11,0.5282906756987739,0.5830219220530635,-0.05473124635428961,-0.06935506637886951,-0.04068960787784004,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,catboost,validation_2024,xgboost,raw_validation_2024,7504,2144,6600,0.7733268997828023,0.7739232359656938,-0.0005963361828914548,0.7363363942403609,0.5845765202304307,0.5838695589191846,0.0007069613112461459,-0.005282121475968754,0.006784053015831361,0.871,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,catboost,validation_2024,lightgbm,raw_validation_2024,7504,2144,6600,0.7733268997828023,0.7724384432780129,0.0008884565047894144,0.5543380497505168,0.5845765202304307,0.5830219220530635,0.0015545981773672501,-0.004602018172831737,0.007110226623163718,0.65,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S3,S3,xgboost,validation_2024,lightgbm,raw_validation_2024,7504,2144,6600,0.7739232359656938,0.7724384432780129,0.0014847926876808692,0.22895889437912165,0.5838695589191846,0.5830219220530635,0.0008476368661211042,-0.003892721560171514,0.0055968766061440965,0.743,2000,2000,paired_outcome_stratified_patient_group_cluster,s0037
P1_03-evaluation-S4,S4,score_rSI_sMS,validation_2024,logistic_l2,raw_validation_2024,7289,707,6434,0.6137467406071249,0.8003545308300852,-0.18660779022296037,1.5320144055627123e-35,0.18568462285702309,0.3600043199357973,-0.1743196970787742,-0.20724980769783935,-0.1411059659532025,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,score_rSI_sMS,validation_2024,catboost,raw_validation_2024,7289,707,6434,0.6137467406071249,0.8411075252596233,-0.22736078465249843,9.758210432245288e-68,0.18568462285702309,0.4312690806417193,-0.24558445778469623,-0.2813164062102149,-0.21029017757453744,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,score_rSI_sMS,validation_2024,xgboost,raw_validation_2024,7289,707,6434,0.6137467406071249,0.8377556208544412,-0.22400888024731636,1.2511391270265369e-65,0.18568462285702309,0.42972997302520594,-0.24404535016818285,-0.27692544714499445,-0.20782582142762532,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,score_rSI_sMS,validation_2024,lightgbm,raw_validation_2024,7289,707,6434,0.6137467406071249,0.8383053177045793,-0.22455857709745441,9.90648427192477e-66,0.18568462285702309,0.4337579518611916,-0.2480733290041685,-0.2828820029882632,-0.2106675654337063,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,logistic_l2,validation_2024,catboost,raw_validation_2024,7504,756,6600,0.8035767211448895,0.8429172037648622,-0.039340482619972694,4.993862418487971e-09,0.34902975743363207,0.42709736876775994,-0.07806761133412787,-0.10290410199894123,-0.05093457167032871,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,logistic_l2,validation_2024,xgboost,raw_validation_2024,7504,756,6600,0.8035767211448895,0.8400694072004089,-0.03649268605551936,3.6219182080772824e-08,0.34902975743363207,0.4296478376266231,-0.08061808019299105,-0.10596622747759674,-0.05520433799255453,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,logistic_l2,validation_2024,lightgbm,raw_validation_2024,7504,756,6600,0.8035767211448895,0.841075192179223,-0.03749847103433346,2.0610668840967244e-08,0.34902975743363207,0.4329157290612541,-0.08388597162762201,-0.10865582166816708,-0.05827297583782604,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,catboost,validation_2024,xgboost,raw_validation_2024,7504,756,6600,0.8429172037648622,0.8400694072004089,0.002847796564453331,0.19887432533637894,0.42709736876775994,0.4296478376266231,-0.002550468858863175,-0.015364317787283262,0.010362561041650713,0.737,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,catboost,validation_2024,lightgbm,raw_validation_2024,7504,756,6600,0.8429172037648622,0.841075192179223,0.001842011585639236,0.3850926867325539,0.42709736876775994,0.4329157290612541,-0.00581836029349414,-0.01862593715964999,0.00621977716660338,0.358,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S4,S4,xgboost,validation_2024,lightgbm,raw_validation_2024,7504,756,6600,0.8400694072004089,0.841075192179223,-0.001005784978814095,0.6038223219251335,0.4296478376266231,0.4329157290612541,-0.003267891434630965,-0.01408058214457996,0.007176351447817393,0.549,2000,2000,paired_outcome_stratified_patient_group_cluster,s0042
P1_03-evaluation-S5,S5,score_rSI_sMS,validation_2024,logistic_l2,raw_validation_2024,7289,89,6434,0.6613927902621723,0.5946145443196005,0.06677824594257187,0.21620419563465676,0.027914085460894075,0.028095144938519064,-0.00018105947762498895,-0.014099789643151582,0.01415426053875763,0.945,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,score_rSI_sMS,validation_2024,catboost,raw_validation_2024,7289,89,6434,0.6613927902621723,0.8221566791510612,-0.16076388888888882,3.469990345523945e-08,0.027914085460894075,0.06784226598188572,-0.039928180520991646,-0.07273391965843437,-0.01711270434081985,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,score_rSI_sMS,validation_2024,xgboost,raw_validation_2024,7289,89,6434,0.6613927902621723,0.8259254057428215,-0.16453261548064912,2.5216898284362646e-08,0.027914085460894075,0.07315929689200107,-0.04524521143110699,-0.08406368939535809,-0.01888824708919125,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,score_rSI_sMS,validation_2024,lightgbm,raw_validation_2024,7289,89,6434,0.6613927902621723,0.8290941011235955,-0.16770131086142315,3.954059419495566e-09,0.027914085460894075,0.0752617546443008,-0.047347669183406715,-0.08658001440097889,-0.02256849456001331,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,logistic_l2,validation_2024,catboost,raw_validation_2024,7504,104,6600,0.5920231288981288,0.8308471933471934,-0.23882406444906457,2.8564729072453224e-11,0.0362706541551997,0.08928414580846444,-0.053013491653264744,-0.09140194382813835,-0.02765518926506625,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,logistic_l2,validation_2024,xgboost,raw_validation_2024,7504,104,6600,0.5920231288981288,0.8295127338877339,-0.23748960498960514,1.750888685548246e-11,0.0362706541551997,0.0975271946085469,-0.061256540453347205,-0.11115645061503618,-0.027513980897061804,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,logistic_l2,validation_2024,lightgbm,raw_validation_2024,7504,104,6600,0.5920231288981288,0.8354346413721414,-0.2434115124740126,4.7602871197090236e-11,0.0362706541551997,0.09955012003473489,-0.06327946587953519,-0.10988834809539767,-0.029786773905119746,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
