outcome,reference_model,curve,curve_type,model_family,threshold,net_benefit,n,events,prevalence,validation_cohort_n,coverage_rate,source_id
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.105,0.005442162690140678,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.105,-0.1013865230908506,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.105,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.11,0.00540535684339139,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.11,-0.10757408782731605,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.11,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.115,0.005368135111368099,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.115,-0.11383156854950428,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.115,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.12,0.005330490405117271,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.12,-0.1201601570071719,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.12,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.125,0.005292415473652148,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.125,-0.12656107219007004,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.125,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.13,0.00525390289929662,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.13,-0.13303556111070267,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.13,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.135,0.005214945092867619,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.135,-0.13958489961423273,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.135,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.14,0.005175534288689443,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.14,-0.14621039321664106,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.14,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.145,0.0051356625394331605,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.145,-0.1529133779722939,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.145,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,missingness__median_no_indicator__xgboost__isotonic,model,missingness_sensitivity,0.15,0.0050953217107738615,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_all,treat_all,reference,0.15,-0.15969522137213096,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__isotonic,treat_none,treat_none,reference,0.15,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.01,0.011226335853201524,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.01,0.004302082660291615,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.01,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.015,0.010494572099617936,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.015,-0.0007522214886409116,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.015,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.02,0.01013065140768461,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.02,-0.005858100169705409,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.02,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.025,0.009775982723743918,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.025,-0.01101634683724236,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.025,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.03,0.008758215549645001,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.03,-0.01622777130547557,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.03,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.035,0.008347879403868887,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.035,-0.021493200172343317,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.035,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.04,0.00812344527363184,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.04,-0.026813477256574278,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.04,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.045,0.008198070976456535,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.045,-0.03218946404849351,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.045,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.05,0.007911569969700369,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.05,-0.03762204017506453,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.05,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.055,0.007983749055177626,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.055,-0.043112103879694504,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.055,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.06,0.007848296511364152,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.06,-0.048660572517352445,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.06,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.065,0.007766980604996408,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.065,-0.054268383065573585,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.065,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.07,0.00763893665313983,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.07,-0.05993649265194765,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.07,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.075,0.007513110125050423,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.075,-0.06566587909871491,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.075,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.08,0.006952813571892093,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.08,-0.07145754148512097,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.08,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.085,0.006872109009985203,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.085,-0.07731250072820907,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.085,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.09,0.006953068253707913,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.09,-0.08323180018275966,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.09,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.095,0.006672684328947213,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.095,-0.08921650626111745,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.095,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.1,0.0065298507462686565,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.1,-0.09526770907367922,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.1,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.105,0.00649337113316101,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.105,-0.1013865230908506,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.105,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.11,0.0064744495819458086,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.11,-0.10757408782731605,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.11,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.115,0.005942593328755737,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.115,-0.11383156854950428,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.115,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.12,0.005948342702074045,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.12,-0.1201601570071719,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.12,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.125,0.00599680170575693,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.125,-0.12656107219007004,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.125,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.13,0.005973825454010735,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.13,-0.13303556111070267,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.13,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.135,0.005818861924892466,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.135,-0.13958489961423273,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.135,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.14,0.005665195616601378,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.14,-0.14621039321664106,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.14,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.145,0.005268924799561092,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.145,-0.1529133779722939,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.145,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,missingness__median_no_indicator__xgboost__platt,model,missingness_sensitivity,0.15,0.0050953217107738615,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_all,treat_all,reference,0.15,-0.15969522137213096,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__platt,treat_none,treat_none,reference,0.15,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.01,0.010799627404105016,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.01,0.004302082660291615,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.01,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.015,0.01037078025391534,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.015,-0.0007522214886409116,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.015,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.02,0.009581284539402114,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.02,-0.005858100169705409,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.02,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.025,0.009280520474550325,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.025,-0.01101634683724236,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.025,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.03,0.008384531686193481,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.03,-0.01622777130547557,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.03,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.035,0.008146259818597613,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.035,-0.021493200172343317,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.035,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.04,0.007906894100923951,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.04,-0.026813477256574278,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.04,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.045,0.007676882974804363,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.045,-0.03218946404849351,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.045,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.05,0.007504769386151948,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.05,-0.03762204017506453,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.05,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.055,0.00752967024288986,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.055,-0.043112103879694504,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.055,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.06,0.007420156058612713,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.06,-0.048660572517352445,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.06,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.065,0.007232506299670478,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.065,-0.054268383065573585,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.065,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.07,0.007285003553660269,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.07,-0.05993649265194765,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.07,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.075,0.0069656543537140545,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.075,-0.06566587909871491,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.075,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.08,0.006715259108185778,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.08,-0.07145754148512097,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.08,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.085,0.00652620970090997,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.085,-0.07731250072820907,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.085,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.09,0.006055378523395581,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.09,-0.08323180018275966,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.09,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.095,0.005804638999163614,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.095,-0.08921650626111745,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.095,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.1,0.0057302771855010665,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_all,treat_all,reference,0.1,-0.09526770907367922,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,treat_none,treat_none,reference,0.1,0.0,7504,107,0.0142590618336887,7504,1.0,s0011
P1,missingness__median_no_indicator__xgboost__raw,missingness__median_no_indicator__xgboost__raw,model,missingness_sensitivity,0.105,0.005702731355195293,7504,107,0.0142590618336887,7504,1.0,s0011
