outcome,reference_model,curve,curve_type,model_family,threshold,net_benefit,n,events,prevalence,validation_cohort_n,coverage_rate,source_id
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.11,-0.10276832982895681,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.11,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.115,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.115,-0.10899865937601308,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.115,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.12,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.12,-0.11529978812246769,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.12,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.125,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.125,-0.12167292976888178,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.125,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.13,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.13,-0.12811932591697883,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.13,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.135,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.135,-0.1346402468760365,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.135,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.14,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.14,-0.14123699249740881,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.14,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.145,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.145,-0.1479108930383293,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.145,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,score_SIAVPU__platt,model,traditional_score,0.15,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_all,treat_all,reference,0.15,-0.15466331005620185,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__platt,treat_none,treat_none,reference,0.15,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.01,0.008622410557806496,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.01,0.008622410557806496,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.01,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.015,0.003590037007338511,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.015,0.003590037007338511,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.015,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.02,-0.00149368729364446,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.02,-0.00149368729364446,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.02,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.025,-0.00662955235668879,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.025,-0.00662955235668879,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.025,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.03,-0.011818364482238733,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.03,-0.011818364482238733,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.03,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.035,-0.017060946681628573,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.035,-0.017060946681628573,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.035,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.04,-0.022358139112262053,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.04,-0.022358139112262053,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.04,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.045,-0.027710799526462375,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.045,-0.027710799526462375,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.045,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.05,-0.03311980373449639,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.05,-0.03311980373449639,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.05,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.055,-0.03858604608229796,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.055,-0.03858604608229796,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.055,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.06,-0.044110439944437835,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.06,-0.044110439944437835,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.06,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.065,-0.049693918232910764,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.065,-0.049693918232910764,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.065,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.07,-0.05533743392233503,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.07,-0.05533743392233503,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.07,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.075,-0.061041960592185474,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.075,-0.061041960592185474,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.075,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.08,-0.06680849298670823,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.08,-0.06680849298670823,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.08,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.085,-0.07263804759319298,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.085,-0.07263804759319298,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.085,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.09,-0.07853166323930941,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.09,-0.07853166323930941,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.09,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.095,-0.08449040171024483,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.095,-0.08449040171024483,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.095,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.1,-0.09051534838641286,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.1,-0.09051534838641286,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.1,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.105,-0.09660761290253805,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.105,-0.09660761290253805,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.105,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.11,-0.10276832982895681,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.11,-0.10276832982895681,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.11,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.115,-0.10899865937601308,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.115,-0.10899865937601308,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.115,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.12,-0.11529978812246769,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.12,-0.11529978812246769,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.12,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.125,-0.12167292976888178,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.125,-0.12167292976888178,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.125,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.13,-0.12811932591697883,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.13,-0.12811932591697883,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.13,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.135,-0.1346402468760365,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.135,-0.1346402468760365,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.135,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.14,-0.14123699249740881,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.14,-0.14123699249740881,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.14,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.145,-0.1479108930383293,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.145,-0.1479108930383293,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.145,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,score_SIAVPU__raw,model,traditional_score,0.15,-0.15466331005620185,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_all,treat_all,reference,0.15,-0.15466331005620185,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIAVPU__raw,treat_none,treat_none,reference,0.15,0.0,7337,136,0.01853618645222843,7504,0.9777452025586354,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.01,0.012509648435981586,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.01,0.008640556194157075,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.01,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.015,0.011225278573880332,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.015,0.0036082747535182806,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.015,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.02,0.009760913711278903,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.02,-0.001475356497739281,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.02,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.025,0.009014533203648102,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.025,-0.006611127556702047,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.025,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.03,0.00837239221731664,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.03,-0.011799844709056182,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.03,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.035,0.00794150404338773,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.035,-0.017042330951072018,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.035,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.04,0.007324308227964082,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.04,-0.02233942642477552,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.04,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.045,0.006753897918711449,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.045,-0.027691988866790047,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.045,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.05,0.006387257313156447,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.05,-0.0331008940713521,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.05,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.055,0.005933110523544827,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.055,-0.03856703636802593,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.055,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.06,0.0056642064262571205,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.06,-0.044091329114664346,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.06,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.065,0.004811070312477033,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.065,-0.04967470520618662,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.065,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.07,0.004572404783438849,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.07,-0.05531811759976829,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.07,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.075,0.004331159086519175,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.075,-0.06102253985706431,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.075,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.08,0.004099242297487869,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.08,-0.06678896670411358,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.08,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.085,0.0038535254763771595,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.085,-0.07261841460960054,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.085,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.09,0.0036051084704190805,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.09,-0.07851192238218076,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.09,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.095,0.0032377695230516434,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.095,-0.08447055178760716,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.095,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.1,0.0029930975505466986,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.1,-0.09049538818642722,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.1,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.105,0.0025422219219228444,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.105,-0.09658754119305528,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.105,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.11,0.002317917611232249,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.11,-0.10274814535706121,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.11,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.115,0.002091078788556449,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.115,-0.1089783608675531,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.115,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.12,0.002086561047528613,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.12,-0.11527937428157327,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.12,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.125,0.0019045001178041318,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.125,-0.12165239927746797,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.125,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.13,0.001712447789299413,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.13,-0.12809867743423506,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.13,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.135,0.0015380362074060893,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_all,treat_all,reference,0.135,-0.13461947903790117,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,treat_none,treat_none,reference,0.135,0.0,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
S1,score_SIA_G__isotonic,score_SIA_G__isotonic,model,traditional_score,0.14,0.0013615965838628431,7276,135,0.018554150632215504,7504,0.9696162046908315,s0026
