split_year,feature,n,missing_n,missing_rate
2020,EMT_發生地區__烏來區,5305,0,0.0
2020,EMT_發生地區__石碇區,5305,0,0.0
2020,EMT_發生地區__蘆洲區,5305,0,0.0
2020,EMT_發生地區__OTHER_RARE,5305,0,0.0
2020,EMT_發生地區__MISSING,5305,0,0.0
2020,EMT_距離_定位信心__Google地標,5305,0,0.0
2020,EMT_距離_定位信心__區內概略,5305,0,0.0
2020,EMT_距離_定位信心__國道概略,5305,0,0.0
2020,EMT_距離_定位信心__無,5305,0,0.0
2020,EMT_距離_定位信心__號,5305,0,0.0
2020,EMT_距離_定位信心__路名概略(OSM),5305,0,0.0
2020,EMT_距離_定位信心__路段中心,5305,0,0.0
2020,EMT_距離_定位信心__OTHER_RARE,5305,0,0.0
2020,EMT_距離_定位信心__MISSING,5305,0,0.0
2020,EMT_現場_意識__否,5305,0,0.0
2020,EMT_現場_意識__清,5305,0,0.0
2020,EMT_現場_意識__痛,5305,0,0.0
2020,EMT_現場_意識__聲,5305,0,0.0
2020,EMT_現場_意識__OTHER_RARE,5305,0,0.0
2020,EMT_現場_意識__MISSING,5305,0,0.0
2020,EMT_派遣分類__BLS,5305,0,0.0
2020,EMT_派遣分類__OTHER_RARE,5305,0,0.0
2020,EMT_派遣分類__MISSING,5305,0,0.0
2020,EMT_派遣原因__救護,5305,0,0.0
2020,EMT_派遣原因__救護-一般受傷,5305,0,0.0
2020,EMT_派遣原因__救護-其它,5305,0,0.0
2020,EMT_派遣原因__救護-割腕,5305,0,0.0
2020,EMT_派遣原因__救護-吞食藥物,5305,0,0.0
2020,EMT_派遣原因__救護-孕婦待產,5305,0,0.0
2020,EMT_派遣原因__救護-急病,5305,0,0.0
2020,EMT_派遣原因__救護-打架受傷,5305,0,0.0
2020,EMT_派遣原因__救護-精神異常,5305,0,0.0
2020,EMT_派遣原因__救護-路倒,5305,0,0.0
2020,EMT_派遣原因__救護-車禍,5305,0,0.0
2020,EMT_派遣原因__火警-集合住宅,5305,0,0.0
2020,EMT_派遣原因__緊急救援-其他,5305,0,0.0
2020,EMT_派遣原因__緊急救援-車禍救助,5305,0,0.0
2020,EMT_派遣原因__OTHER_RARE,5305,0,0.0
2020,EMT_派遣原因__MISSING,5305,0,0.0
2020,EMT_問卷_創傷導致的主訴群__肢體麻痺,5305,0,0.0
2020,EMT_問卷_創傷導致的主訴群__背部疼痛,5305,0,0.0
2020,EMT_問卷_創傷導致的主訴群__胸痛/悶,5305,0,0.0
2020,EMT_問卷_創傷導致的主訴群__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_創傷導致的主訴群__MISSING,5305,0,0.0
2020,EMT_問卷_頸椎固定__GCS<15,5305,0,0.0
2020,EMT_問卷_頸椎固定__檢查無明顯異常,5305,0,0.0
2020,EMT_問卷_頸椎固定__肢體運動感覺異常,5305,0,0.0
2020,EMT_問卷_頸椎固定__轉向困難,5305,0,0.0
2020,EMT_問卷_頸椎固定__頸椎瘀青疼痛,5305,0,0.0
2020,EMT_問卷_頸椎固定__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_頸椎固定__MISSING,5305,0,0.0
2020,EMT_問卷_膚色__其他,5305,0,0.0
2020,EMT_問卷_膚色__正常,5305,0,0.0
2020,EMT_問卷_膚色__溼冷,5305,0,0.0
2020,EMT_問卷_膚色__潮紅,5305,0,0.0
2020,EMT_問卷_膚色__發紺,5305,0,0.0
2020,EMT_問卷_膚色__蒼白,5305,0,0.0
2020,EMT_問卷_膚色__蒼白、溼冷,5305,0,0.0
2020,EMT_問卷_膚色__黃疸,5305,0,0.0
2020,EMT_問卷_膚色__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_膚色__MISSING,5305,0,0.0
2020,EMT_問卷_左瞳孔光反射__+,5305,0,0.0
2020,EMT_問卷_左瞳孔光反射__-,5305,0,0.0
2020,EMT_問卷_左瞳孔光反射__無法測量,5305,0,0.0
2020,EMT_問卷_左瞳孔光反射__眼疾,5305,0,0.0
2020,EMT_問卷_左瞳孔光反射__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_左瞳孔光反射__MISSING,5305,0,0.0
2020,EMT_問卷_右瞳孔光反射__+,5305,0,0.0
2020,EMT_問卷_右瞳孔光反射__-,5305,0,0.0
2020,EMT_問卷_右瞳孔光反射__無法測量,5305,0,0.0
2020,EMT_問卷_右瞳孔光反射__眼疾,5305,0,0.0
2020,EMT_問卷_右瞳孔光反射__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_右瞳孔光反射__MISSING,5305,0,0.0
2020,EMT_問卷_氣管位置__其他,5305,0,0.0
2020,EMT_問卷_氣管位置__正常,5305,0,0.0
2020,EMT_問卷_氣管位置__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_氣管位置__MISSING,5305,0,0.0
2020,EMT_問卷_頸靜脈怒張__其他,5305,0,0.0
2020,EMT_問卷_頸靜脈怒張__有,5305,0,0.0
2020,EMT_問卷_頸靜脈怒張__無,5305,0,0.0
2020,EMT_問卷_頸靜脈怒張__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_頸靜脈怒張__MISSING,5305,0,0.0
2020,EMT_問卷_血糖狀態__High,5305,0,0.0
2020,EMT_問卷_血糖狀態__Low,5305,0,0.0
2020,EMT_問卷_血糖狀態__否,5305,0,0.0
2020,EMT_問卷_血糖狀態__否、其他,5305,0,0.0
2020,EMT_問卷_血糖狀態__否、創傷,5305,0,0.0
2020,EMT_問卷_血糖狀態__否、拒絕,5305,0,0.0
2020,EMT_問卷_血糖狀態__否、躁動,5305,0,0.0
2020,EMT_問卷_血糖狀態__血糖值紀錄,5305,0,0.0
2020,EMT_問卷_血糖狀態__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_血糖狀態__MISSING,5305,0,0.0
2020,EMT_問卷_靜脈輸液種類__0.9%N.S.,5305,0,0.0
2020,EMT_問卷_靜脈輸液種類__5%G.W.,5305,0,0.0
2020,EMT_問卷_靜脈輸液種類__50%G.W.,5305,0,0.0
2020,EMT_問卷_靜脈輸液種類__IV,5305,0,0.0
2020,EMT_問卷_靜脈輸液種類__OTHER_RARE,5305,0,0.0
2020,EMT_問卷_靜脈輸液種類__MISSING,5305,0,0.0
2020,EMT_推定派遣類別__中毒/自傷,5305,0,0.0
