outcome,model,model_family,curve_type,grid_prediction,observed_probability,lower_ci,upper_ci,bootstrap_b,bootstrap_success,bootstrap_failures,bootstrap_minimum_success_required,status,kernel_bandwidth_logit,n,events,validation_cohort_n,coverage_rate,source_id
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.48714663270829517,0.004392461590041973,0.002117442859195127,0.007113189674307841,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.5205989222114479,0.005261168237018862,0.002568380398758984,0.008269976037547849,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.5529215302536236,0.006392470078080475,0.0032888486586852943,0.010061129993379481,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.5884193793139985,0.007958059864532402,0.00432653431035212,0.01240832054488886,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.6362799755240746,0.011343835580863966,0.006938101307940118,0.016689168482932906,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.7061168064419346,0.02391024167606895,0.014912933218745657,0.03392356659274327,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.7949598476634295,0.0535124631184111,0.041095183811032304,0.06726121741616715,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_rSI_sMS__raw,traditional_score,flexible_kernel,0.865438457637359,0.07951120940318637,0.05815750529460096,0.10375748281385144,2000,2000,0,1900,ESTIMATED,0.25,7289.0,60.0,7504,0.9713486140724946,s0010
P1,score_sMS__isotonic,traditional_score,flexible_kernel,0.0023363121313007417,0.0035082375510228324,0.0023008530527686916,0.004692118015045748,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__isotonic,traditional_score,flexible_kernel,0.008438818565400843,0.019606995799269757,0.00460772941668606,0.03980401395899652,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__isotonic,traditional_score,flexible_kernel,0.03806584362139918,0.07249070619482513,0.05776089248440455,0.08765899363688238,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__platt,traditional_score,flexible_kernel,0.0023241998189944477,0.003508236797202533,0.0023977713943460453,0.00472059061594028,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__platt,traditional_score,flexible_kernel,0.00941666427603879,0.019607792222980844,0.0046948558802510825,0.04020157476947292,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__platt,traditional_score,flexible_kernel,0.037342212198178744,0.0724907036182881,0.05815862652159709,0.08868146327667648,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__raw,traditional_score,flexible_kernel,0.3235364948009852,0.003508236805559997,0.002406340856939848,0.0047467205646760215,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__raw,traditional_score,flexible_kernel,0.6600404622674191,0.01960778591809582,0.004607789146901922,0.04123811385854853,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,score_sMS__raw,traditional_score,flexible_kernel,0.8874061478050199,0.07249070328376085,0.057249180134275754,0.08772009551840694,2000,2000,0,1900,ESTIMATED,0.25,7298.0,66.0,7504,0.972547974413646,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.0,6.087171228331189e-58,1.8015378888198942e-63,1.5672806138878019e-57,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.0008785416209092906,0.0015244502658610726,0.000560887329268203,0.0028002003732791984,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.0009517766497461929,0.001601935406672305,0.0006156765942080237,0.002881863989290374,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.0016732901066722444,0.0026091805071223042,0.0015351761941618967,0.0039059384933852505,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.003875968992248062,0.005779945836682505,0.003696487073001681,0.008007306602386797,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.005457025920873124,0.007142669958520605,0.004653351405173799,0.009777923650188822,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.0054858934169279,0.007165944905777733,0.00467149942652356,0.009805494757013061,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.03504043126684636,0.09081879602954976,0.08039296834790721,0.1011982725474663,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.041201716738197426,0.0964613418703645,0.08532610672412191,0.10766333194976692,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__isotonic,common_ml,flexible_kernel,0.06772908366533864,0.10713468851420349,0.09472292586924179,0.11948606809072272,2000,2000,0,1900,ESTIMATED,0.7228855644208232,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.00027044354970278127,1.1820367384385962e-12,2.1787986678234357e-19,3.6093816257185843e-12,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.00044554104571451375,4.033688829023383e-08,3.883120859934033e-13,1.171750793349957e-07,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0005899868424653161,3.1595769555426052e-06,2.7657101229551467e-10,8.914470924795104e-06,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.000749260288625709,5.2179159680629135e-05,2.872306486365365e-08,0.00014393478510510492,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0009067674171109705,0.0002682853745404918,6.316196418594165e-07,0.0007244618125031136,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0010691928317013725,0.0007338881509859218,5.853750868390828e-06,0.0019064988010676286,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0012513796960268138,0.0013832272428366526,3.401244507990892e-05,0.0034171816226461218,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0014547088191996487,0.0019515662208247938,0.00012954430524018617,0.004442859309506573,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.001710694180402057,0.002283053032319024,0.00037097867891544486,0.004755106034766847,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0019945439522270456,0.0023405311975654227,0.0004041530053316468,0.004841694519016159,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0023105006505994776,0.002232351875043355,0.0003122717252203963,0.00483806982298983,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0026900551018077716,0.0020648484705606232,0.0003021096355836868,0.004254228972150341,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0031346784995447234,0.002080113079767847,0.00048433883254603267,0.004289680876721318,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.0037043560872441557,0.0025055593780248966,0.0005106484596526071,0.005113374624529711,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.004471450341072227,0.0033058425960764515,0.0007303085856361182,0.0066733753503320625,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.005282359177626151,0.0040293017887306475,0.0013819111053961885,0.007731424414943375,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.006574008174746686,0.005706460328249876,0.0031228098264019515,0.009011535622513946,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.008113245571647007,0.010006763415598528,0.0068903842795219805,0.013280084368957105,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.00940756868479656,0.014957616460934374,0.011397610532692498,0.01887957874956803,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.010287066244255242,0.01875684722651458,0.014663202209255368,0.02291153568309331,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.010874554409073325,0.0214657134351801,0.016981352348451818,0.02586738839910779,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.011725229357212577,0.02561445546405648,0.02048492617669982,0.03062860539008442,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.013183930231215089,0.033312225232330225,0.02715048743252767,0.039679270359533815,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.01616835088921596,0.051550241417746535,0.04261198753650348,0.060660301163297466,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__platt,common_ml,flexible_kernel,0.04598138856255069,0.1527120550430204,0.09516302269593324,0.214909966100475,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.00029484873910930843,2.4590035457011815e-12,8.311656291472457e-19,7.583550829287023e-12,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.00048161977528848307,5.763375350007915e-08,8.703024816679702e-13,1.6734292822742188e-07,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0006347066466676671,3.86988317767615e-06,4.819302005039322e-10,1.1015443046856743e-05,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0008027629964523302,5.794436817918818e-05,4.262273032200497e-08,0.00016018560667788908,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0009683489032627664,0.00028181750552121415,8.241685073273748e-07,0.0007564619102516352,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0011385871696559043,0.0007463697376277441,7.114028816245515e-06,0.0019263633537305615,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0013290103738051856,0.0013823416365525544,3.8895216707649526e-05,0.0033302261928422117,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0015409704112856206,0.0019394642270610157,0.0001415299742705027,0.004286264687933648,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0018071035233131149,0.002271615717000268,0.0003996044698769755,0.004587737621638965,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.00210140573657848,0.002332470167866658,0.000425308098497756,0.0047527341863598666,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0024281504088063837,0.0022292039455833654,0.00033331476569464725,0.004804747212296547,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0028196516278991245,0.0020738032502696214,0.00031764463344563146,0.004325513516226742,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.003277062939558076,0.0020970444894935145,0.00045418876914577486,0.004276990955936867,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.0038615024489704105,0.0025144939341494197,0.0004944007521369403,0.005112651102801494,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.004646049990300318,0.0033015548251172163,0.0007041932608105772,0.00654134088727459,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.00547287153857038,0.004039940562825496,0.0012596850354823182,0.007568815797033994,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.006785432849022258,0.005798196161375717,0.0031000706889761608,0.008881309776702985,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.008343780766712853,0.0101601956169118,0.006932157331099533,0.013612821263780318,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.009650140734983697,0.0151021975469305,0.011347892930725325,0.01898411502171475,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.010536005437504168,0.018865284974028153,0.014668197649176306,0.023124214403174533,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.011127006137894782,0.02153672979936679,0.016898327816138446,0.02602089647958733,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.011981791582390548,0.025615221097724395,0.02046261813267728,0.03085043603335808,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.013445074602992386,0.03316353521105519,0.026974133810625564,0.039484827978115165,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.01643041790744857,0.051055913940257755,0.042347213923124745,0.059611953411994406,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,svm_rbf__raw,common_ml,flexible_kernel,0.045893074673255284,0.15260006823344474,0.09507202678611841,0.21046194274650804,2000,2000,0,1900,ESTIMATED,0.25,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.0,5.66167639386453e-29,3.547698269204007e-49,1.7523829200943608e-28,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.00015218383807639628,0.0006301417819794948,2.239304994774263e-06,0.0018703657894649027,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.001373356876594075,0.002141946518494972,0.0008862680953636054,0.003781960893107974,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.0044994375703037125,0.006350618216778352,0.004300548590834786,0.00863051181766028,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.004537205081669692,0.006402167741234977,0.004333729547072829,0.008684574096110342,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.005797101449275362,0.008083592517599053,0.0057025954720624095,0.010597415774847463,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.011673151750972763,0.014835277151745943,0.011232263531614828,0.01867388059486055,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.012307692307692308,0.015473063810299201,0.01167860454949428,0.019392237919078365,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.02054794520547945,0.022841289705081733,0.017850748978107258,0.02807415176286242,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.02240325865580448,0.02436160526036546,0.019084130818813647,0.02979357581281804,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__isotonic,gbdt,flexible_kernel,0.23076923076923078,0.32390083346981474,0.26828109428142743,0.38105412457201593,2000,2000,0,1900,ESTIMATED,0.8955395668153383,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.00013650727147950493,1.7922692744058608e-09,1.8719148758224524e-26,5.672149464966619e-09,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0001927950952755391,2.289462951394035e-07,8.970140707575405e-22,7.085159075566487e-07,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.00024006386718063865,2.9704963762672086e-06,4.854418118870268e-19,9.167068989619692e-06,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.000284437064810285,1.593498107228868e-05,4.6811647502582246e-17,4.94500649014815e-05,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.00033504315460158347,6.181439659363715e-05,2.949135097321234e-15,0.00019258162580734628,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0003969453419420951,0.00018852806175765667,1.6239150558824161e-13,0.0005880238296442747,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0004668344308025385,0.00041170704030127884,5.555782087605457e-12,0.0012824463660112751,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0005556205260372222,0.0006878333770832159,1.798195492188579e-10,0.002130544367434342,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0006708415649240737,0.0008062638528240488,5.166526898588802e-09,0.002492098979293679,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0008090584722246952,0.0006346899947067112,9.5398165303392e-08,0.0019372555881417813,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0009709263718228348,0.00041323400789855535,1.0972268298962058e-06,0.0011485335897324297,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.001187810698792308,0.00045608601321059107,1.0533532572111639e-05,0.0011591190899649321,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.001386683053909191,0.0007869050041080491,2.8068981597495408e-05,0.0020648792602950706,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0016712263348800298,0.0014565347444009697,2.8490444036520016e-05,0.0034181272773536756,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0020819955516535645,0.0023148269334363463,0.0001594614371623313,0.004939249003269457,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0025435871507241813,0.002860678398983233,0.0005012607577481737,0.0058237695815528765,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.003125487056024369,0.0033069740833660223,0.0008421454654357719,0.006281523862829905,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0038053929051050637,0.004162819980544024,0.0014915713429324772,0.007494159239930806,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.0047064190143185115,0.005982944850242066,0.002521909140933767,0.010474977501932312,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.005974146111141796,0.00865681732570309,0.004045423994437049,0.014230472580278906,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.008009697171433404,0.011518482753270894,0.005905579249220038,0.018143707071622578,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.01112503752555795,0.013732993535685753,0.0064838667228827975,0.021223720875860903,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.01697828134261173,0.0189378643335142,0.010723309680821335,0.028274227008017672,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.030182054401818946,0.05058729112181401,0.03132032479802899,0.07246841771462256,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__platt,gbdt,flexible_kernel,0.18801982792272903,0.34983138077976667,0.22597071060627405,0.48424535449213796,2000,2000,0,1900,ESTIMATED,0.29363180578897924,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.00018722508204518817,1.7922693514031405e-09,2.14089023306228e-26,5.719662424476825e-09,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.0002796428538567852,2.289463482597466e-07,9.781151947671156e-22,7.183660373576905e-07,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.0003607977523643058,2.970496979592406e-06,5.269879899576461e-19,9.321376302002323e-06,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.00043939443734416274,1.593498143095797e-05,5.075816531617609e-17,4.979241315732152e-05,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.0005314778024330735,6.181439669926975e-05,3.2015327274877404e-15,0.0001933295455729609,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.0006471938546746969,0.000188528062504209,1.7536013675572968e-13,0.0005889584851028702,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.0007813819305738435,0.00041170705482917097,6.032000445821318e-12,0.0012868016344117937,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.00095655004697619,0.0006878333788460601,1.961667880476132e-10,0.0021375922975474695,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.001190626566531137,0.0008062638525336221,5.694317220914865e-09,0.002476407159164078,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.0014800320903304966,0.0006346899895241333,1.0705050551744623e-07,0.0019102152287720764,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.0018291524238884449,0.0004132340075232697,1.2519733240547364e-06,0.0011994988360849981,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
P1,xgboost__raw,gbdt,flexible_kernel,0.002311572672333568,0.0004560860133832638,1.2362711159130793e-05,0.0011799327896939125,2000,2000,0,1900,ESTIMATED,0.34124111383446,7504.0,107.0,7504,1.0,s0010
