analysis_split,method,feature_x,feature_y,feature_x_group,feature_y_group,pair_n,correlation
train_2020_2023,pearson,prehosp_gcs_m,rSI_GCS,vital,derived_score,23685,0.5066844217555777
train_2020_2023,pearson,prehosp_gcs_m,rSI_GCSM,vital,derived_score,23687,0.5129021066901542
train_2020_2023,pearson,prehosp_gcs_m,qSOFA,vital,derived_score,23687,-0.5679964025068075
train_2020_2023,pearson,prehosp_gcs_m,NEWS2,vital,derived_score,2951,-0.481476389770353
train_2020_2023,pearson,prehosp_gcs_m,MEWS,vital,derived_score,23684,-0.5060186538475159
train_2020_2023,pearson,prehosp_gcs_m,REMS,vital,derived_score,22418,-0.41530608279586856
train_2020_2023,pearson,prehosp_gcs_m,RTS,vital,derived_score,23685,0.9224872569784347
train_2020_2023,pearson,MAP,SI,derived_score,derived_score,22573,-0.5511365507296626
train_2020_2023,pearson,MAP,mSI,derived_score,derived_score,22573,-0.5867242435651266
train_2020_2023,pearson,MAP,aSI,derived_score,derived_score,22567,-0.29764629104124163
train_2020_2023,pearson,MAP,rSI,derived_score,derived_score,22573,0.5466425369041134
train_2020_2023,pearson,MAP,rSIG,derived_score,derived_score,22424,0.4843906761501879
train_2020_2023,pearson,MAP,rSIG_Age,derived_score,derived_score,22418,0.11059780919763605
train_2020_2023,pearson,MAP,SI_G,derived_score,derived_score,22424,-0.30234694116689514
train_2020_2023,pearson,MAP,SIA_G,derived_score,derived_score,22418,-0.21990867692118038
train_2020_2023,pearson,MAP,SIAVPU,derived_score,derived_score,22573,-0.4402941756994887
train_2020_2023,pearson,MAP,sMS,derived_score,derived_score,22424,0.08497308216305437
train_2020_2023,pearson,MAP,rSI_sMS,derived_score,derived_score,22424,0.4787353532498442
train_2020_2023,pearson,MAP,rSI_GCS,derived_score,derived_score,22424,0.4843906761501879
train_2020_2023,pearson,MAP,rSI_GCSM,derived_score,derived_score,22424,0.487659031470708
train_2020_2023,pearson,MAP,qSOFA,derived_score,derived_score,22573,-0.27526776683151205
train_2020_2023,pearson,MAP,NEWS2,derived_score,derived_score,2812,-0.22770434184619243
train_2020_2023,pearson,MAP,MEWS,derived_score,derived_score,22573,-0.05230577365276552
train_2020_2023,pearson,MAP,REMS,derived_score,derived_score,22418,0.22398940482376256
train_2020_2023,pearson,MAP,RTS,derived_score,derived_score,22424,0.1422113518728937
train_2020_2023,pearson,SI,mSI,derived_score,derived_score,22573,0.9577040314081225
train_2020_2023,pearson,SI,aSI,derived_score,derived_score,23833,0.6215987297979624
train_2020_2023,pearson,SI,rSI,derived_score,derived_score,23845,-0.8842035955817129
train_2020_2023,pearson,SI,rSIG,derived_score,derived_score,23685,-0.7949933174065422
train_2020_2023,pearson,SI,rSIG_Age,derived_score,derived_score,23673,-0.32321839649864864
train_2020_2023,pearson,SI,SI_G,derived_score,derived_score,23685,0.564166456680558
train_2020_2023,pearson,SI,SIA_G,derived_score,derived_score,23673,0.43316975704306926
train_2020_2023,pearson,SI,SIAVPU,derived_score,derived_score,23845,0.8302134558181774
train_2020_2023,pearson,SI,sMS,derived_score,derived_score,23687,-0.15372287590637387
train_2020_2023,pearson,SI,rSI_sMS,derived_score,derived_score,23687,-0.7853062491757807
train_2020_2023,pearson,SI,rSI_GCS,derived_score,derived_score,23685,-0.7949933174065423
train_2020_2023,pearson,SI,rSI_GCSM,derived_score,derived_score,23687,-0.801523820164201
train_2020_2023,pearson,SI,qSOFA,derived_score,derived_score,23845,0.4585283566835774
train_2020_2023,pearson,SI,NEWS2,derived_score,derived_score,3039,0.5479224177649051
train_2020_2023,pearson,SI,MEWS,derived_score,derived_score,23842,0.5691470548389506
train_2020_2023,pearson,SI,REMS,derived_score,derived_score,22418,-0.03542366396849576
train_2020_2023,pearson,SI,RTS,derived_score,derived_score,23685,-0.2739358007186044
train_2020_2023,pearson,mSI,aSI,derived_score,derived_score,22567,0.5977202700759144
train_2020_2023,pearson,mSI,rSI,derived_score,derived_score,22573,-0.8413010563747512
train_2020_2023,pearson,mSI,rSIG,derived_score,derived_score,22424,-0.7582236845692257
train_2020_2023,pearson,mSI,rSIG_Age,derived_score,derived_score,22418,-0.31197853160127503
train_2020_2023,pearson,mSI,SI_G,derived_score,derived_score,22424,0.5385167964017504
train_2020_2023,pearson,mSI,SIA_G,derived_score,derived_score,22418,0.42291447178230623
train_2020_2023,pearson,mSI,SIAVPU,derived_score,derived_score,22573,0.7674494346341062
train_2020_2023,pearson,mSI,sMS,derived_score,derived_score,22424,-0.16413960608755462
train_2020_2023,pearson,mSI,rSI_sMS,derived_score,derived_score,22424,-0.7492844587771513
train_2020_2023,pearson,mSI,rSI_GCS,derived_score,derived_score,22424,-0.7582236845692257
train_2020_2023,pearson,mSI,rSI_GCSM,derived_score,derived_score,22424,-0.7633446968894815
