group,analysis_split,feature,n,missing_n,missing_rate
medicine,validation_2024,EMT_現場_脈搏,4770,171,0.035849056603773584
medicine,validation_2024,MISS_EMT_現場_脈搏,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_脈搏__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_脈搏__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_脈搏__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_脈搏__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_現場_呼吸,4770,171,0.035849056603773584
medicine,validation_2024,MISS_EMT_現場_呼吸,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_呼吸__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_呼吸__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_呼吸__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_呼吸__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_現場_SPO2,4770,192,0.04025157232704402
medicine,validation_2024,MISS_EMT_現場_SPO2,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_SPO2__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_SPO2__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_SPO2__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_SPO2__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_現場_體溫,4770,177,0.03710691823899371
medicine,validation_2024,MISS_EMT_現場_體溫,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_體溫__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_體溫__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_體溫__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_體溫__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_現場_GCS,4770,225,0.04716981132075472
medicine,validation_2024,MISS_EMT_現場_GCS,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_現場_GCS_E,4770,219,0.04591194968553459
medicine,validation_2024,MISS_EMT_現場_GCS_E,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_E__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_E__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_E__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_E__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_現場_GCS_V,4770,224,0.0469601677148847
medicine,validation_2024,MISS_EMT_現場_GCS_V,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_V__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_V__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_V__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_V__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_現場_GCS_M,4770,218,0.04570230607966457
medicine,validation_2024,MISS_EMT_現場_GCS_M,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_M__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_M__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_M__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_現場_GCS_M__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_舒張壓,4770,764,0.16016771488469603
medicine,validation_2024,MISS_EMT_車上_舒張壓,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_舒張壓__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_舒張壓__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_舒張壓__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_舒張壓__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_脈搏,4770,661,0.13857442348008386
medicine,validation_2024,MISS_EMT_車上_脈搏,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_脈搏__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_脈搏__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_脈搏__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_脈搏__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_呼吸,4770,661,0.13857442348008386
medicine,validation_2024,MISS_EMT_車上_呼吸,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_呼吸__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_呼吸__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_呼吸__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_呼吸__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_SPO2,4770,660,0.13836477987421383
medicine,validation_2024,MISS_EMT_車上_SPO2,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_SPO2__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_SPO2__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_SPO2__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_SPO2__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_體溫,4770,661,0.13857442348008386
medicine,validation_2024,MISS_EMT_車上_體溫,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_體溫__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_體溫__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_體溫__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_體溫__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_GCS,4770,226,0.04737945492662474
medicine,validation_2024,MISS_EMT_車上_GCS,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_GCS_E,4770,217,0.04549266247379455
medicine,validation_2024,MISS_EMT_車上_GCS_E,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_E__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_E__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_E__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_E__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_GCS_V,4770,225,0.04716981132075472
medicine,validation_2024,MISS_EMT_車上_GCS_V,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_V__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_V__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_V__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_V__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_車上_GCS_M,4770,216,0.045283018867924525
medicine,validation_2024,MISS_EMT_車上_GCS_M,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_M__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_M__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_M__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_車上_GCS_M__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_生命徵象量測次數,4770,487,0.10209643605870021
medicine,validation_2024,MISS_EMT_生命徵象量測次數,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_生命徵象量測次數__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_生命徵象量測次數__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_生命徵象量測次數__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_生命徵象量測次數__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_問卷_疼痛指數,4770,2547,0.5339622641509434
medicine,validation_2024,MISS_EMT_問卷_疼痛指數,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_疼痛指數__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_疼痛指數__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_疼痛指數__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_疼痛指數__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_問卷_左瞳孔尺寸mm,4770,682,0.1429769392033543
medicine,validation_2024,MISS_EMT_問卷_左瞳孔尺寸mm,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_左瞳孔尺寸mm__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_左瞳孔尺寸mm__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_左瞳孔尺寸mm__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_左瞳孔尺寸mm__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_問卷_右瞳孔尺寸mm,4770,681,0.14276729559748427
medicine,validation_2024,MISS_EMT_問卷_右瞳孔尺寸mm,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_右瞳孔尺寸mm__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_右瞳孔尺寸mm__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_右瞳孔尺寸mm__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_右瞳孔尺寸mm__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖值mgdl,4770,3375,0.7075471698113207
medicine,validation_2024,MISS_EMT_問卷_血糖值mgdl,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_血糖值mgdl__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_血糖值mgdl__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_血糖值mgdl__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_血糖值mgdl__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_問卷_氧氣流量Lmin,4770,3823,0.8014675052410901
medicine,validation_2024,MISS_EMT_問卷_氧氣流量Lmin,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_氧氣流量Lmin__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_氧氣流量Lmin__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_氧氣流量Lmin__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_氧氣流量Lmin__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_問卷_靜脈輸液量ml,4770,4404,0.9232704402515723
medicine,validation_2024,MISS_EMT_問卷_靜脈輸液量ml,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_靜脈輸液量ml__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_靜脈輸液量ml__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_靜脈輸液量ml__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_問卷_靜脈輸液量ml__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_體重,4770,549,0.11509433962264151
medicine,validation_2024,MISS_EMT_體重,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_體重__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_體重__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_體重__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_體重__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_燒燙傷一級%,4770,487,0.10209643605870021
medicine,validation_2024,MISS_EMT_燒燙傷一級%,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷一級%__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷一級%__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷一級%__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷一級%__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_燒燙傷二級%,4770,487,0.10209643605870021
medicine,validation_2024,MISS_EMT_燒燙傷二級%,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷二級%__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷二級%__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷二級%__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷二級%__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_燒燙傷三級%,4770,487,0.10209643605870021
medicine,validation_2024,MISS_EMT_燒燙傷三級%,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷三級%__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷三級%__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷三級%__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷三級%__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_燒燙傷總%,4770,487,0.10209643605870021
medicine,validation_2024,MISS_EMT_燒燙傷總%,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷總%__source_missing,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷總%__not_measured,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷總%__sentinel,4770,0,0.0
medicine,validation_2024,MISSREASON_EMT_燒燙傷總%__invalid_or_out_of_range,4770,0,0.0
medicine,validation_2024,EMT_城市__台北,4770,0,0.0
medicine,validation_2024,EMT_城市__新北,4770,0,0.0
medicine,validation_2024,EMT_城市__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_城市__MISSING,4770,0,0.0
medicine,validation_2024,EMT_性別__女,4770,0,0.0
medicine,validation_2024,EMT_性別__男,4770,0,0.0
medicine,validation_2024,EMT_性別__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_性別__MISSING,4770,0,0.0
medicine,validation_2024,EMT_送醫路由__家屬指定送醫,4770,0,0.0
medicine,validation_2024,EMT_送醫路由__就近適當,4770,0,0.0
medicine,validation_2024,EMT_送醫路由__指揮中心,4770,0,0.0
medicine,validation_2024,EMT_送醫路由__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_送醫路由__MISSING,4770,0,0.0
medicine,validation_2024,EMT_危急個案__0.0,4770,0,0.0
medicine,validation_2024,EMT_危急個案__1.0,4770,0,0.0
medicine,validation_2024,EMT_危急個案__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_危急個案__MISSING,4770,0,0.0
medicine,validation_2024,EMT_發生地區__三峽區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__三重區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__中和區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__土城區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__坪林區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__市文山區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__新店區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__新莊區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__板橋區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__樹林區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__永和區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__深坑區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__烏來區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__石碇區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__蘆洲區,4770,0,0.0
medicine,validation_2024,EMT_發生地區__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_發生地區__MISSING,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__Google地標,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__區內概略,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__國道概略,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__無,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__號,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__路名概略(OSM),4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__路段中心,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_距離_定位信心__MISSING,4770,0,0.0
medicine,validation_2024,EMT_現場_意識__否,4770,0,0.0
medicine,validation_2024,EMT_現場_意識__清,4770,0,0.0
medicine,validation_2024,EMT_現場_意識__痛,4770,0,0.0
medicine,validation_2024,EMT_現場_意識__聲,4770,0,0.0
medicine,validation_2024,EMT_現場_意識__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_現場_意識__MISSING,4770,0,0.0
medicine,validation_2024,EMT_派遣分類__BLS,4770,0,0.0
medicine,validation_2024,EMT_派遣分類__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_派遣分類__MISSING,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-一般受傷,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-其它,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-割腕,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-吞食藥物,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-孕婦待產,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-急病,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-打架受傷,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-精神異常,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-路倒,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__救護-車禍,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__火警-集合住宅,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__緊急救援-其他,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__緊急救援-車禍救助,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_派遣原因__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_創傷導致的主訴群__肢體麻痺,4770,0,0.0
medicine,validation_2024,EMT_問卷_創傷導致的主訴群__背部疼痛,4770,0,0.0
medicine,validation_2024,EMT_問卷_創傷導致的主訴群__胸痛/悶,4770,0,0.0
medicine,validation_2024,EMT_問卷_創傷導致的主訴群__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_創傷導致的主訴群__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸椎固定__GCS<15,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸椎固定__檢查無明顯異常,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸椎固定__肢體運動感覺異常,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸椎固定__轉向困難,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸椎固定__頸椎瘀青疼痛,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸椎固定__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸椎固定__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__其他,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__正常,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__溼冷,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__潮紅,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__發紺,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__蒼白,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__蒼白、溼冷,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__黃疸,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_膚色__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_左瞳孔光反射__+,4770,0,0.0
medicine,validation_2024,EMT_問卷_左瞳孔光反射__-,4770,0,0.0
medicine,validation_2024,EMT_問卷_左瞳孔光反射__無法測量,4770,0,0.0
medicine,validation_2024,EMT_問卷_左瞳孔光反射__眼疾,4770,0,0.0
medicine,validation_2024,EMT_問卷_左瞳孔光反射__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_左瞳孔光反射__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_右瞳孔光反射__+,4770,0,0.0
medicine,validation_2024,EMT_問卷_右瞳孔光反射__-,4770,0,0.0
medicine,validation_2024,EMT_問卷_右瞳孔光反射__無法測量,4770,0,0.0
medicine,validation_2024,EMT_問卷_右瞳孔光反射__眼疾,4770,0,0.0
medicine,validation_2024,EMT_問卷_右瞳孔光反射__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_右瞳孔光反射__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_氣管位置__其他,4770,0,0.0
medicine,validation_2024,EMT_問卷_氣管位置__正常,4770,0,0.0
medicine,validation_2024,EMT_問卷_氣管位置__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_氣管位置__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸靜脈怒張__其他,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸靜脈怒張__有,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸靜脈怒張__無,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸靜脈怒張__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_頸靜脈怒張__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__High,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__Low,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__否,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__否、其他,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__否、創傷,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__否、拒絕,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__否、躁動,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__血糖值紀錄,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_血糖狀態__MISSING,4770,0,0.0
medicine,validation_2024,EMT_問卷_靜脈輸液種類__0.9%N.S.,4770,0,0.0
medicine,validation_2024,EMT_問卷_靜脈輸液種類__5%G.W.,4770,0,0.0
medicine,validation_2024,EMT_問卷_靜脈輸液種類__50%G.W.,4770,0,0.0
medicine,validation_2024,EMT_問卷_靜脈輸液種類__IV,4770,0,0.0
medicine,validation_2024,EMT_問卷_靜脈輸液種類__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_問卷_靜脈輸液種類__MISSING,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__中毒/自傷,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__交通事故傷,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__內科急病,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__其他外傷,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__精神行為異常,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__路倒/無意識,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_推定派遣類別__MISSING,4770,0,0.0
medicine,validation_2024,EMT_有燒燙傷__False,4770,0,0.0
medicine,validation_2024,EMT_有燒燙傷__True,4770,0,0.0
medicine,validation_2024,EMT_有燒燙傷__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_有燒燙傷__MISSING,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__Atrial fibrillation,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__Normal Sinus Rhythm,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__ST段下降,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__Sinus Bradycardia,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__Sinus Tachycardia,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__其他波形,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_心律臆斷__MISSING,4770,0,0.0
medicine,validation_2024,"EMT_台北_創傷類型__創傷-一般外傷,肢體外傷,摔跌傷",4770,0,0.0
medicine,validation_2024,"EMT_台北_創傷類型__創傷-一般外傷,頭部外傷,摔跌傷",4770,0,0.0
medicine,validation_2024,EMT_台北_創傷類型__創傷-交通事故(機車),4770,0,0.0
medicine,validation_2024,"EMT_台北_創傷類型__非創傷-一般疾病,噁心嘔吐腹瀉",4770,0,0.0
medicine,validation_2024,"EMT_台北_創傷類型__非創傷-一般疾病,肢體無力",4770,0,0.0
medicine,validation_2024,"EMT_台北_創傷類型__非創傷-一般疾病,頭痛頭暈昏倒昏厥",4770,0,0.0
medicine,validation_2024,EMT_台北_創傷類型__非創傷-呼吸問題,4770,0,0.0
medicine,validation_2024,EMT_台北_創傷類型__非創傷-昏迷,4770,0,0.0
medicine,validation_2024,EMT_台北_創傷類型__非創傷-腹痛,4770,0,0.0
medicine,validation_2024,EMT_台北_創傷類型__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_台北_創傷類型__MISSING,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__OHCA,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__呼吸喘/慢/使用呼吸輔助肌肉,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__心臟不適,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__癲癇重積,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__腦中風評估,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__過敏性休克,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_特殊表類型__MISSING,4770,0,0.0
medicine,validation_2024,EMT_台北_心梗登錄__OTHER_RARE,4770,0,0.0
medicine,validation_2024,EMT_台北_心梗登錄__MISSING,4770,0,0.0
