entity_id,group,outcome,model,model_sha256,bound_document_count,recorded_field_count,seed,final_fit_rows,context_rows,context_row_policy,runtime_packages,stack_member_order
v3|S1|medicine|tabpfn,medicine,S1,tabpfn,a1e2e26824fff61a11544b93285fa2da3333f2451c58846515faf1eb4f05e2ba,6,9,,,,full_or_model_limit,"{""numpy"":""2.0.2"",""pandas"":""2.3.3"",""scikit-learn"":""1.6.1"",""imbalanced-learn"":""0.14.1"",""xgboost"":""3.2.0"",""lightgbm"":""4.6.0"",""catboost"":""1.2.10"",""optuna"":""4.9.0"",""joblib"":""1.5.3""}",
v3|S1|medicine|xgboost,medicine,S1,xgboost,09d58befb512c1379b6781ec5c39e70217a7e5b07ed825730e45f23160ace4ee,1,0,,,,,,
v3|S2|medicine|bert_finetuned,medicine,S2,bert_finetuned,edf7698a37ed2d1c7247f0a920d049b4c2bd2387510a4ca70711307900247723,1,0,,,,,,
v3|S2|medicine|catboost,medicine,S2,catboost,e1ae810b320a6734c7e2f89162388b1d6afbba0756d032057f957ab32725d027,1,0,,,,,,
v3|S2|medicine|cnn_1d,medicine,S2,cnn_1d,8352507d607f96fa93ef062d2eafc4130b6a20627394128aac63bcbaf4235d5a,1,0,,,,,,
v3|S2|medicine|ft_transformer,medicine,S2,ft_transformer,b43b30f1295ac1906ed0cf97ab887e5bf6577c1e1eabf9f62fd8eefe8c0739d6,2,0,,,,,,
v3|S2|medicine|lightgbm,medicine,S2,lightgbm,90dbe26928d5547aa6de0a2b9740142e034372977fc526a2af061dd99862a7ed,1,0,,,,,,
v3|S2|medicine|logistic_regression,medicine,S2,logistic_regression,2a9761f67af24bd561183574f172604b0943cbf900ae005a1944e863e2ec5a24,1,0,,,,,,
v3|S2|medicine|mlp_plr,medicine,S2,mlp_plr,c9ff8df4ad3471cf1b8622ba0df8009e3d03de85dc99184135f5163fdfe9df5b,2,0,,,,,,
v3|S2|medicine|rSI_sMS,medicine,S2,rSI_sMS,79a0c0f1e9f3c2b242a42b153f03ebe406195d3fe5d4edd7ac4b7ae67456327b,1,0,,,,,,
v3|S2|medicine|stacking,medicine,S2,stacking,816d7dcbe70b51c011b13d4e6c7579b0ca625b9f931e71b39ed95ed552c6538f,1,3,,,,,,"[""logistic_l2"",""catboost"",""xgboost"",""lightgbm"",""bert_finetuned"",""mlp_plr"",""ft_transformer"",""cnn_1d"",""tabpfn_finetuned"",""tabicl"",""tabpfn_thinking""]"
v3|S2|medicine|tabicl,medicine,S2,tabicl,2461e09fc3633dee85a95a7911c1925860ece1aa46f56f4a5603234a50232f30,1,0,,,,,,
v3|S2|medicine|tabpfn,medicine,S2,tabpfn,02bcd8948bfa04a0a470ad07845e38525a76f672cff5d6f305f2c4bd96a567ae,6,9,,,,half_model_limit,"{""numpy"":""2.0.2"",""pandas"":""2.3.3"",""scikit-learn"":""1.6.1"",""imbalanced-learn"":""0.14.1"",""xgboost"":""3.2.0"",""lightgbm"":""4.6.0"",""catboost"":""1.2.10"",""optuna"":""4.9.0"",""joblib"":""1.5.3""}",
v3|S2|medicine|xgboost,medicine,S2,xgboost,320bae3223986586dc1bf0b1c75068eb9b137aa30d83f8ec878ca0f5a5bd8537,1,0,,,,,,
v3|S3|medicine|bert_finetuned,medicine,S3,bert_finetuned,ea5f0ed3aa1566e96c3c5b64fd7be2e00128917707016382906e6755122c39d8,1,0,,,,,,
v3|S3|medicine|catboost,medicine,S3,catboost,4e8cd783b8a05f09b1687a2e38363b9a0e4005a33220fceaa1c93a30ae30ae64,1,0,,,,,,
v3|S3|medicine|cnn_1d,medicine,S3,cnn_1d,ee78976df717d684ac3f743c54d3e3ba457ff2900d9b040dbb834af06531fc01,1,0,,,,,,
v3|S3|medicine|ft_transformer,medicine,S3,ft_transformer,f6842271eaf6cd69e993cd91ce8371440d52e1cd1501937ed39b874e80f9db2c,2,0,,,,,,
v3|S3|medicine|lightgbm,medicine,S3,lightgbm,54db82fbc17bd5fd7a0a537a1380fb33378412a0377b91c8a7203d2c57d62a22,1,0,,,,,,
v3|S3|medicine|logistic_regression,medicine,S3,logistic_regression,0539c49f13daff8c9fca06033391274ea6d5c7aae3ca2330b9d453a0371ad10a,1,0,,,,,,
v3|S3|medicine|mlp_plr,medicine,S3,mlp_plr,79648db97a43df1f0aa39f75b02676e7dc69273f4794e2ac6bff4866fa21cc65,2,0,,,,,,
v3|S3|medicine|rSI_sMS,medicine,S3,rSI_sMS,c6f09bf404976b78bea5128c09d07d6b5b4f14bf2e5aaca22be470194d93a0d8,1,0,,,,,,
v3|S3|medicine|stacking,medicine,S3,stacking,638653a748093799d168976aa821f82f8f47f2c723b38d416bb5f9461feb204f,1,3,,,,,,"[""logistic_l2"",""catboost"",""xgboost"",""lightgbm"",""bert_finetuned"",""mlp_plr"",""ft_transformer"",""cnn_1d"",""tabpfn_finetuned"",""tabicl"",""tabpfn_thinking""]"
