id,group,outcome,model,role,trained_population,target_n,missing_target_rows,coverage,n,events,AUROC,AUPRC,Brier,prevalence
medicine_P2_score_sMS,medicine,P2,score_sMS,overall_trained_single_score_logistic_probability,overall,4770,185,score_component_available_subset_of_current_cohort,4585,500,0.674734394124847,0.22703134574440464,0.2076638481313019,0.10905125408942203
surgery_P2_score_sMS,surgery,P2,score_sMS,overall_trained_single_score_logistic_probability,overall,2712,21,score_component_available_subset_of_current_cohort,2691,34,0.7116772565254932,0.13346113250205321,0.15720120920341474,0.0126347082868822
overall_P2_score_qSOFA,overall,P2,score_qSOFA,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,526,0.7354360198552963,0.19682415345286264,0.20852243228774128,0.0721635340924681
medicine_P2_score_qSOFA,medicine,P2,score_qSOFA,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,503,0.7110369555646957,0.22869758633662327,0.2366221122096737,0.10873324686554259
surgery_P2_score_qSOFA,surgery,P2,score_qSOFA,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,31,0.6625039442704921,0.030191113031989333,0.16285662926256403,0.011528449237634809
overall_P2_score_MEWS,overall,P2,score_MEWS,overall_trained_single_score_logistic_probability,overall,7289,1,score_component_available_subset_of_current_cohort,7288,526,0.741190144432711,0.21456827084837002,0.1977610729750228,0.07217343578485182
medicine_P2_score_MEWS,medicine,P2,score_MEWS,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,503,0.7069925824630197,0.23736177223766605,0.22653571957274574,0.10873324686554259
surgery_P2_score_MEWS,surgery,P2,score_MEWS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,31,0.6978158728617043,0.12204938222338141,0.1515854007523288,0.011532738095238096
overall_P2_score_REMS,overall,P2,score_REMS,overall_trained_single_score_logistic_probability,overall,7289,983,score_component_available_subset_of_current_cohort,6306,438,0.7806001438029339,0.23551904548674563,0.19419340631276355,0.06945765937202664
medicine_P2_score_REMS,medicine,P2,score_REMS,overall_trained_single_score_logistic_probability,overall,4770,810,score_component_available_subset_of_current_cohort,3960,411,0.7342594706435245,0.2633163639227341,0.22925987593628105,0.10378787878787879
surgery_P2_score_REMS,surgery,P2,score_REMS,overall_trained_single_score_logistic_probability,overall,2712,384,score_component_available_subset_of_current_cohort,2328,27,0.8504353984579973,0.14402680257424896,0.13597905151960754,0.011597938144329897
overall_P2_score_RTS,overall,P2,score_RTS,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,524,0.691480580550278,0.24084829708426128,0.192416354168418,0.07195825322713541
medicine_P2_score_RTS,medicine,P2,score_RTS,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,493,0.6813496327849516,0.26413507932210656,0.20556922562145827,0.10783027121609799
surgery_P2_score_RTS,surgery,P2,score_RTS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,31,0.6846431216385204,0.19462911306127167,0.17038929347969475,0.011532738095238096
overall_P2_score_rSI_GCS_alias,overall,P2,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,524,0.7469484851428558,0.28662815559581134,0.21110415443121025,0.07195825322713541
medicine_P2_score_rSI_GCS_alias,medicine,P2,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,493,0.7303118878816797,0.3162236924968462,0.2268821335834165,0.10783027121609799
surgery_P2_score_rSI_GCS_alias,surgery,P2,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,31,0.6545946799082156,0.16573261664874364,0.18410542467767588,0.011532738095238096
overall_P3_decision_tree,overall,P3,decision_tree,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,237,0.8589220282841629,0.24768406141844612,0.11828450848713265,0.03251474825078886
medicine_P3_decision_tree,medicine,P3,decision_tree,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,253,0.8340349719679978,0.2783379954497896,0.17070229080478672,0.0530398322851153
surgery_P3_decision_tree,surgery,P3,decision_tree,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,32,0.9294018190298508,0.3828043995442859,0.038966650786735904,0.011799410029498525
overall_P3_random_forest,overall,P3,random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,237,0.9038708233711716,0.3448856178154845,0.050433070542240395,0.03251474825078886
medicine_P3_random_forest,medicine,P3,random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,253,0.8809687775911992,0.3449304600050774,0.07981144895899336,0.0530398322851153
surgery_P3_random_forest,surgery,P3,random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,32,0.9496735074626866,0.5701904211519252,0.01232429277444506,0.011799410029498525
overall_P3_balanced_random_forest,overall,P3,balanced_random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,237,0.8988903408315803,0.30273415224526196,0.12069751662002776,0.03251474825078886
medicine_P3_balanced_random_forest,medicine,P3,balanced_random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,253,0.8740996901472785,0.31565448707924326,0.17564371505752552,0.0530398322851153
surgery_P3_balanced_random_forest,surgery,P3,balanced_random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,32,0.939004197761194,0.5894577651450271,0.03683481107929396,0.011799410029498525
overall_P3_svm_rbf,overall,P3,svm_rbf,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,237,0.8650219825719011,0.19672449229052813,0.02928180187221236,0.03251474825078886
medicine_P3_svm_rbf,medicine,P3,svm_rbf,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,253,0.8338170862643628,0.2219968381524938,0.046716998445138325,0.0530398322851153
surgery_P3_svm_rbf,surgery,P3,svm_rbf,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,32,0.9220149253731342,0.28172354068106514,0.01039867672036617,0.011799410029498525
overall_P3_logistic_l1,overall,P3,logistic_l1,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,237,0.8413778537255493,0.28926697699077886,0.10036019740679615,0.03251474825078886
medicine_P3_logistic_l1,medicine,P3,logistic_l1,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,253,0.8129368105208168,0.2960288755431356,0.15137196976172204,0.0530398322851153
surgery_P3_logistic_l1,surgery,P3,logistic_l1,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,32,0.8761077425373134,0.48172940661119373,0.029447342410221778,0.011799410029498525
overall_P3_logistic_l2,overall,P3,logistic_l2,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,237,0.8363507015994506,0.2818575875679471,0.10024734712916407,0.03251474825078886
medicine_P3_logistic_l2,medicine,P3,logistic_l2,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,253,0.8106573235410189,0.29547384649362857,0.15134487996011015,0.0530398322851153
surgery_P3_logistic_l2,surgery,P3,logistic_l2,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,32,0.8758278917910448,0.45324456790179407,0.02922897928832426,0.011799410029498525
overall_P3_score_NEWS2,overall,P3,score_NEWS2,overall_trained_single_score_logistic_probability,overall,7289,6256,score_component_available_subset_of_current_cohort,1033,153,0.6553178847296495,0.21558531897766586,0.23011829928940639,0.14811229428848016
medicine_P3_score_NEWS2,medicine,P3,score_NEWS2,overall_trained_single_score_logistic_probability,overall,4770,3784,score_component_available_subset_of_current_cohort,986,151,0.6493992148154023,0.2227407644793507,0.2322752351186165,0.15314401622718052
surgery_P3_score_NEWS2,surgery,P3,score_NEWS2,overall_trained_single_score_logistic_probability,overall,2712,2634,score_component_available_subset_of_current_cohort,78,14,0.7433035714285714,0.3052148773899627,0.19547930843747688,0.1794871794871795
overall_P3_score_rSIG,overall,P3,score_rSIG,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,236,0.7261915643928278,0.14332284332028616,0.21089074428968943,0.03240867893435869
medicine_P3_score_rSIG,medicine,P3,score_rSIG,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.6908189461840377,0.1384318192942457,0.2311886844118918,0.045713035870516186
surgery_P3_score_rSIG,surgery,P3,score_rSIG,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,27,0.8228179325511156,0.45429605420419783,0.17627996918787336,0.010044642857142858
overall_P3_score_rSIG_Age,overall,P3,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,236,0.7675095098228043,0.12694123750049408,0.21210081301719225,0.032435404068169325
medicine_P3_score_rSIG_Age,medicine,P3,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,209,0.7189812782581977,0.12233800767818129,0.2510115437081204,0.04574305099584154
surgery_P3_score_rSIG_Age,surgery,P3,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,27,0.8042527101970292,0.4235929689014703,0.14727840562416378,0.01005586592178771
overall_P3_score_SIA_G,overall,P3,score_SIA_G,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,236,0.7675107135978428,0.1269399006868867,0.18602700889588897,0.032435404068169325
medicine_P3_score_SIA_G,medicine,P3,score_SIA_G,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,209,0.7189873139897283,0.12233847557137183,0.2151472800826457,0.04574305099584154
surgery_P3_score_SIA_G,surgery,P3,score_SIA_G,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,27,0.8042527101970292,0.42359296890147036,0.13720642699940766,0.01005586592178771
overall_P3_score_SI_G,overall,P3,score_SI_G,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,236,0.7261831451430552,0.14332395194692785,0.1871469742987195,0.03240867893435869
medicine_P3_score_SI_G,medicine,P3,score_SI_G,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.6908090763236305,0.1384330703997246,0.2063073501028773,0.045713035870516186
surgery_P3_score_SI_G,surgery,P3,score_SI_G,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,27,0.8228179325511156,0.4542960542041979,0.15469361227586506,0.010044642857142858
overall_P3_score_SI,overall,P3,score_SI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,237,0.5638173687447796,0.05505129314530338,0.2474963436689727,0.03251474825078886
medicine_P3_score_SI,medicine,P3,score_SI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,223,0.5812053339091059,0.07932610288368239,0.25315592449536034,0.048205793341980115
surgery_P3_score_SI,surgery,P3,score_SI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,27,0.38493057294710187,0.008629836292202145,0.23749232284775215,0.01004090740052064
overall_P3_score_mSI,overall,P3,score_mSI,overall_trained_single_score_logistic_probability,overall,7289,981,score_component_available_subset_of_current_cohort,6308,199,0.5642975887787275,0.06219396141020029,0.2408879846787579,0.03154724159797083
medicine_P3_score_mSI,medicine,P3,score_mSI,overall_trained_single_score_logistic_probability,overall,4770,764,score_component_available_subset_of_current_cohort,4006,183,0.5721924675068502,0.07891678503971349,0.24841871186014086,0.045681477783325014
surgery_P3_score_mSI,surgery,P3,score_mSI,overall_trained_single_score_logistic_probability,overall,2712,382,score_component_available_subset_of_current_cohort,2330,27,0.4456988469146524,0.01768999705973079,0.22810325079764643,0.011587982832618025
overall_P3_score_aSI,overall,P3,score_aSI,overall_trained_single_score_logistic_probability,overall,7289,6,score_component_available_subset_of_current_cohort,7283,237,0.6392390092352724,0.05902983585162953,0.238976509633228,0.032541535081697104
medicine_P3_score_aSI,medicine,P3,score_aSI,overall_trained_single_score_logistic_probability,overall,4770,147,score_component_available_subset_of_current_cohort,4623,223,0.6183953322462291,0.07773727009897877,0.26548879293856814,0.048237075492104695
surgery_P3_score_aSI,surgery,P3,score_aSI,overall_trained_single_score_logistic_probability,overall,2712,26,score_component_available_subset_of_current_cohort,2686,27,0.5288886103101973,0.011615020961641569,0.19503561460172825,0.010052122114668651
overall_P3_score_rSI,overall,P3,score_rSI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,237,0.5638173687447796,0.05505129314530338,0.2508089484233785,0.03251474825078886
medicine_P3_score_rSI,medicine,P3,score_rSI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,223,0.5812053339091059,0.07932610288368239,0.2525946994578142,0.048205793341980115
surgery_P3_score_rSI,surgery,P3,score_rSI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,27,0.38493057294710187,0.008629836292202145,0.24748934278560455,0.01004090740052064
overall_P3_score_rSI_sMS,overall,P3,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,237,0.7210460090323599,0.11397601661632588,0.21603380362095193,0.03251474825078886
medicine_P3_score_rSI_sMS,medicine,P3,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,210,0.6855082889186803,0.11817649257884025,0.23725301849478106,0.045861541821358376
surgery_P3_score_rSI_sMS,surgery,P3,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,27,0.8250727239829082,0.16337279178718364,0.1798323969288042,0.010044642857142858
overall_P3_score_rSI_GCSM,overall,P3,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,237,0.7034527715751105,0.13246635081810595,0.21677510524865076,0.03251474825078886
medicine_P3_score_rSI_GCSM,medicine,P3,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,210,0.6735206923236221,0.13005131682982665,0.23390332506081177,0.045861541821358376
surgery_P3_score_rSI_GCSM,surgery,P3,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,27,0.770373154063496,0.3775814710526639,0.1874757681208403,0.010044642857142858
overall_P3_score_SIAVPU,overall,P3,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,237,0.6026973226017217,0.17405238832742448,0.23833396239209134,0.03251474825078886
medicine_P3_score_SIAVPU,medicine,P3,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,223,0.5680747635377021,0.13510534828129622,0.23920563652895063,0.048205793341980115
surgery_P3_score_SIAVPU,surgery,P3,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,27,0.8151209060299969,0.5258984867981199,0.23742521557669252,0.01004090740052064
overall_P3_score_sMS,overall,P3,score_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,237,0.6934858232156064,0.10022755230149628,0.1792252971504194,0.03251474825078886
medicine_P3_score_sMS,medicine,P3,score_sMS,overall_trained_single_score_logistic_probability,overall,4770,185,score_component_available_subset_of_current_cohort,4585,211,0.6604840754393151,0.09582580852608039,0.2045102003004181,0.046019629225736096
surgery_P3_score_sMS,surgery,P3,score_sMS,overall_trained_single_score_logistic_probability,overall,2712,21,score_component_available_subset_of_current_cohort,2691,27,0.8263263263263263,0.25334448160535117,0.13807354271762834,0.010033444816053512
overall_P3_score_qSOFA,overall,P3,score_qSOFA,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,237,0.7693732633528868,0.09205050358042946,0.19360949072343034,0.03251474825078886
medicine_P3_score_qSOFA,medicine,P3,score_qSOFA,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,223,0.7333722726758864,0.10531672383634647,0.23184759580290878,0.048205793341980115
surgery_P3_score_qSOFA,surgery,P3,score_qSOFA,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,27,0.8206722876144363,0.05776534180541271,0.12996556124652975,0.01004090740052064
overall_P3_score_MEWS,overall,P3,score_MEWS,overall_trained_single_score_logistic_probability,overall,7289,1,score_component_available_subset_of_current_cohort,7288,237,0.7972627996028933,0.12662329528907598,0.17078477637539738,0.0325192096597146
medicine_P3_score_MEWS,medicine,P3,score_MEWS,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,223,0.7641401245991064,0.133913766699458,0.20555600939873833,0.048205793341980115
surgery_P3_score_MEWS,surgery,P3,score_MEWS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,27,0.8210572466491293,0.18872273853834934,0.11327714585889719,0.010044642857142858
overall_P3_score_REMS,overall,P3,score_REMS,overall_trained_single_score_logistic_probability,overall,7289,983,score_component_available_subset_of_current_cohort,6306,199,0.7689363799511723,0.13257837713087217,0.19029907327186188,0.03155724706628608
medicine_P3_score_REMS,medicine,P3,score_REMS,overall_trained_single_score_logistic_probability,overall,4770,810,score_component_available_subset_of_current_cohort,3960,172,0.7220729169224724,0.11813182605503243,0.2283459873407243,0.043434343434343436
surgery_P3_score_REMS,surgery,P3,score_REMS,overall_trained_single_score_logistic_probability,overall,2712,384,score_component_available_subset_of_current_cohort,2328,27,0.8126418465401517,0.3083188528295031,0.12697666965529644,0.011597938144329897
overall_P3_score_RTS,overall,P3,score_RTS,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,236,0.7088328754865123,0.14987238266251296,0.17302399748431255,0.03240867893435869
medicine_P3_score_RTS,medicine,P3,score_RTS,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.6826817946038184,0.1309492012806989,0.19165202626705374,0.045713035870516186
surgery_P3_score_RTS,surgery,P3,score_RTS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,27,0.8115370161593385,0.5556822303294078,0.14173394511437973,0.010044642857142858
overall_P3_score_rSI_GCS_alias,overall,P3,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,236,0.7261915643928278,0.14332284332028616,0.21089074428968943,0.03240867893435869
medicine_P3_score_rSI_GCS_alias,medicine,P3,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.6908189461840377,0.1384318192942457,0.2311886844118918,0.045713035870516186
surgery_P3_score_rSI_GCS_alias,surgery,P3,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,27,0.8228179325511156,0.45429605420419783,0.17627996918787336,0.010044642857142858
overall_S1_decision_tree,overall,S1,decision_tree,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,135,0.8122200478364863,0.11277977922761617,0.13073424920204152,0.018521059130196187
medicine_S1_decision_tree,medicine,S1,decision_tree,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,174,0.8335327821293879,0.26201386450998215,0.17883509293639155,0.03647798742138365
surgery_S1_decision_tree,surgery,S1,decision_tree,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,17,0.8445050747571756,0.2501465694094839,0.05199313249771683,0.006268436578171091
overall_S1_random_forest,overall,S1,random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,135,0.9092825562492882,0.17734454449470974,0.03427554714103455,0.018521059130196187
medicine_S1_random_forest,medicine,S1,random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,174,0.9084223662755219,0.41494973153395753,0.052632438660369096,0.03647798742138365
surgery_S1_random_forest,surgery,S1,random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,17,0.9666484775728473,0.41982470276598494,0.008305226637606944,0.006268436578171091
overall_S1_balanced_random_forest,overall,S1,balanced_random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,135,0.9039314964950972,0.18037656751656042,0.12646694160379793,0.018521059130196187
medicine_S1_balanced_random_forest,medicine,S1,balanced_random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,174,0.8992064563888639,0.3603071993124799,0.17868872653083673,0.03647798742138365
surgery_S1_balanced_random_forest,surgery,S1,balanced_random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,17,0.9487504092546108,0.340587585254097,0.04196775640512201,0.006268436578171091
overall_S1_svm_rbf,overall,S1,svm_rbf,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,135,0.8597666159309996,0.11145819174768601,0.01746056334282229,0.018521059130196187
medicine_S1_svm_rbf,medicine,S1,svm_rbf,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,174,0.8459580044616508,0.16948388748192406,0.033078341224510886,0.03647798742138365
surgery_S1_svm_rbf,surgery,S1,svm_rbf,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,17,0.9033504310815235,0.0620184602731579,0.00613703273231479,0.006268436578171091
overall_S1_logistic_l1,overall,S1,logistic_l1,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,135,0.8397467358328417,0.1739394598794028,0.09949406150395838,0.018521059130196187
medicine_S1_logistic_l1,medicine,S1,logistic_l1,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,174,0.8486014825485431,0.3294291163030018,0.14936526827106045,0.03647798742138365
surgery_S1_logistic_l1,surgery,S1,logistic_l1,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,17,0.7433373349339736,0.2438097821416122,0.02171696220437457,0.006268436578171091
overall_S1_logistic_l2,overall,S1,logistic_l2,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,135,0.8256442912020212,0.15695022544489334,0.09967006172052432,0.018521059130196187
medicine_S1_logistic_l2,medicine,S1,logistic_l2,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,174,0.8388966417574504,0.3154439914102826,0.1494897308282011,0.03647798742138365
surgery_S1_logistic_l2,surgery,S1,logistic_l2,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,17,0.7134126377823857,0.24243662988724746,0.02186358139370163,0.006268436578171091
overall_S1_score_NEWS2,overall,S1,score_NEWS2,overall_trained_single_score_logistic_probability,overall,7289,6256,score_component_available_subset_of_current_cohort,1033,90,0.6789560504300695,0.16459229520194477,0.22172974887420782,0.08712487899322362
medicine_S1_score_NEWS2,medicine,S1,score_NEWS2,overall_trained_single_score_logistic_probability,overall,4770,3784,score_component_available_subset_of_current_cohort,986,86,0.682842377260982,0.15958237530809652,0.2236252034198327,0.0872210953346856
surgery_S1_score_NEWS2,surgery,S1,score_NEWS2,overall_trained_single_score_logistic_probability,overall,2712,2634,score_component_available_subset_of_current_cohort,78,5,0.6232876712328768,0.2942684766214178,0.1888812064223555,0.0641025641025641
overall_S1_score_rSIG,overall,S1,score_rSIG,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,135,0.7968165871202111,0.10692409957244,0.18885144915452215,0.018538862949739082
medicine_S1_score_rSIG,medicine,S1,score_rSIG,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,125,0.7910609399595232,0.11626919542371023,0.21159161587593767,0.027340332458442695
surgery_S1_score_rSIG,surgery,S1,score_rSIG,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,10,0.5793315907393577,0.07242168227665942,0.1501439127370276,0.003720238095238095
overall_S1_score_rSIG_Age,overall,S1,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,135,0.8583153101287817,0.124375896368537,0.17715191789611365,0.018554150632215504
medicine_S1_score_rSIG_Age,medicine,S1,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,125,0.8341845184518452,0.13244508136606079,0.22055803796803755,0.027358284088421975
surgery_S1_score_rSIG_Age,surgery,S1,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,10,0.8020934579439253,0.06650650106391946,0.1046726526910479,0.0037243947858473
overall_S1_score_SIA_G,overall,S1,score_SIA_G,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,135,0.8583153101287817,0.12437571505290963,0.1488509053324,0.018554150632215504
medicine_S1_score_SIA_G,medicine,S1,score_SIA_G,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,125,0.8341863186318631,0.13244642953953065,0.17979289557295286,0.027358284088421975
surgery_S1_score_SIA_G,surgery,S1,score_SIA_G,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,10,0.8020934579439252,0.06650650106391946,0.09698892466958689,0.0037243947858473
overall_S1_score_SI_G,overall,S1,score_SI_G,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,135,0.7968005223636957,0.10691556898267573,0.165025615126664,0.018538862949739082
medicine_S1_score_SI_G,medicine,S1,score_SI_G,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,125,0.7910528446143468,0.11626264832123985,0.18529629569404066,0.027340332458442695
surgery_S1_score_SI_G,surgery,S1,score_SI_G,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,10,0.5791635548917102,0.07242168227665942,0.1307251520843601,0.003720238095238095
overall_S1_score_SI,overall,S1,score_SI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,135,0.6613678957123185,0.05261246989850618,0.2279593261620562,0.018521059130196187
medicine_S1_score_SI,medicine,S1,score_SI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,126,0.6747010582010582,0.06617161101341876,0.23906054899691395,0.027237354085603113
surgery_S1_score_SI,surgery,S1,score_SI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,10,0.27252706233669277,0.10236740479603174,0.20933406154507464,0.003718854592785422
overall_S1_score_mSI,overall,S1,score_mSI,overall_trained_single_score_logistic_probability,overall,7289,981,score_component_available_subset_of_current_cohort,6308,112,0.6815637104583603,0.07177441360537665,0.21378770732118385,0.017755231452124286
medicine_S1_score_mSI,medicine,S1,score_mSI,overall_trained_single_score_logistic_probability,overall,4770,764,score_component_available_subset_of_current_cohort,4006,104,0.6994970527934392,0.08529140342522833,0.22787688210637735,0.025961058412381426
surgery_S1_score_mSI,surgery,S1,score_mSI,overall_trained_single_score_logistic_probability,overall,2712,382,score_component_available_subset_of_current_cohort,2330,9,0.20884197424481782,0.002525106839980793,0.1904204179441183,0.0038626609442060085
overall_S1_score_aSI,overall,S1,score_aSI,overall_trained_single_score_logistic_probability,overall,7289,6,score_component_available_subset_of_current_cohort,7283,135,0.7932703268461523,0.07557533956718175,0.1968128471604481,0.018536317451599615
