id,group,outcome,model,role,trained_population,target_n,missing_target_rows,coverage,n,events,AUROC,AUPRC,Brier,prevalence
medicine_S1_score_aSI,medicine,S1,score_aSI,overall_trained_single_score_logistic_probability,overall,4770,147,score_component_available_subset_of_current_cohort,4623,126,0.7752055161995122,0.08624116243909961,0.23396701500930156,0.027255029201817
surgery_S1_score_aSI,surgery,S1,score_aSI,overall_trained_single_score_logistic_probability,overall,2712,26,score_component_available_subset_of_current_cohort,2686,10,0.6150037369207773,0.1049966983344357,0.13664714276028908,0.0037230081906180195
overall_S1_score_rSI,overall,S1,score_rSI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,135,0.6613678957123185,0.05261246989850618,0.2392399319848368,0.018521059130196187
medicine_S1_score_rSI,medicine,S1,score_rSI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,126,0.6747010582010582,0.06617161101341876,0.24594732288589372,0.027237354085603113
surgery_S1_score_rSI,surgery,S1,score_rSI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,10,0.27252706233669277,0.10236740479603174,0.22778478040376945,0.003718854592785422
overall_S1_score_rSI_sMS,overall,S1,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,135,0.7996365669555494,0.10085625516790192,0.19015513316545923,0.018521059130196187
medicine_S1_score_rSI_sMS,medicine,S1,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,125,0.7907391109115403,0.10975080812225063,0.21479428308270782,0.027298536798427604
surgery_S1_score_rSI_sMS,surgery,S1,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,10,0.6030619865571322,0.057596918597799696,0.14819970173370936,0.003720238095238095
overall_S1_score_rSI_GCSM,overall,S1,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,135,0.7804517545222047,0.10002731095605964,0.19297808779693612,0.018521059130196187
medicine_S1_score_rSI_GCSM,medicine,S1,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,125,0.7797521329142344,0.11232148008555386,0.213039467114739,0.027298536798427604
surgery_S1_score_rSI_GCSM,surgery,S1,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,10,0.5128267363704258,0.040583454914033174,0.158725510499905,0.003720238095238095
overall_S1_score_SIAVPU,overall,S1,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,135,0.5381423497861854,0.041995870156179456,0.2475877575974377,0.018521059130196187
medicine_S1_score_SIAVPU,medicine,S1,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,126,0.5225123456790124,0.04738178604493366,0.24765623364550493,0.027237354085603113
surgery_S1_score_SIAVPU,surgery,S1,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,10,0.7744307577454274,0.06638733956839137,0.24757715454221002,0.003718854592785422
overall_S1_score_sMS,overall,S1,score_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,135,0.7245829838784829,0.07065436857741718,0.1646865132088168,0.018521059130196187
medicine_S1_score_sMS,medicine,S1,score_sMS,overall_trained_single_score_logistic_probability,overall,4770,185,score_component_available_subset_of_current_cohort,4585,129,0.7143203832825352,0.08199287644521089,0.1895627760238013,0.028135223555070882
surgery_S1_score_sMS,surgery,S1,score_sMS,overall_trained_single_score_logistic_probability,overall,2712,21,score_component_available_subset_of_current_cohort,2691,13,0.7976388809099787,0.08917489515315603,0.12257354222453878,0.004830917874396135
overall_S1_score_qSOFA,overall,S1,score_qSOFA,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,135,0.7896219675084646,0.07286692633371598,0.18292882881969855,0.018521059130196187
medicine_S1_score_qSOFA,medicine,S1,score_qSOFA,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,126,0.7720978835978836,0.08128608774256377,0.21922694437056242,0.027237354085603113
surgery_S1_score_qSOFA,surgery,S1,score_qSOFA,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,10,0.6539567002612915,0.025411825164953994,0.12355875653362672,0.003718854592785422
overall_S1_score_MEWS,overall,S1,score_MEWS,overall_trained_single_score_logistic_probability,overall,7289,1,score_component_available_subset_of_current_cohort,7288,135,0.7738990633300712,0.08285952650863333,0.1726183614198685,0.018523600439077935
medicine_S1_score_MEWS,medicine,S1,score_MEWS,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,126,0.747573192239859,0.08741932689653062,0.20759678282111543,0.027237354085603113
surgery_S1_score_MEWS,surgery,S1,score_MEWS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,10,0.6939880507841673,0.059736084420042496,0.11605143475556756,0.003720238095238095
overall_S1_score_REMS,overall,S1,score_REMS,overall_trained_single_score_logistic_probability,overall,7289,983,score_component_available_subset_of_current_cohort,6306,112,0.8234661135199963,0.10165829971658867,0.17844015449427014,0.017760862670472565
medicine_S1_score_REMS,medicine,S1,score_REMS,overall_trained_single_score_logistic_probability,overall,4770,810,score_component_available_subset_of_current_cohort,3960,103,0.7863247002675756,0.11170183612480243,0.21577246795625254,0.02601010101010101
surgery_S1_score_REMS,surgery,S1,score_REMS,overall_trained_single_score_logistic_probability,overall,2712,384,score_component_available_subset_of_current_cohort,2328,9,0.8636145848306263,0.06563666630806042,0.11627047599793765,0.003865979381443299
overall_S1_score_RTS,overall,S1,score_RTS,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,135,0.7523213573164602,0.09246565772704612,0.16207387843126247,0.018538862949739082
medicine_S1_score_RTS,medicine,S1,score_RTS,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,125,0.7410937710816281,0.09876044995415317,0.1801995596306779,0.027340332458442695
surgery_S1_score_RTS,surgery,S1,score_RTS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,10,0.7140776699029125,0.06792627669347308,0.13166640330545767,0.003720238095238095
overall_S1_score_rSI_GCS_alias,overall,S1,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,135,0.7968165871202111,0.10692409957244,0.18885144915452215,0.018538862949739082
medicine_S1_score_rSI_GCS_alias,medicine,S1,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,125,0.7910609399595232,0.11626919542371023,0.21159161587593767,0.027340332458442695
surgery_S1_score_rSI_GCS_alias,surgery,S1,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,10,0.5793315907393577,0.07242168227665942,0.1501439127370276,0.003720238095238095
overall_S2_decision_tree,overall,S2,decision_tree,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,226,0.8039812985281644,0.15071990222496895,0.14203574323115228,0.031005624914254355
medicine_S2_decision_tree,medicine,S2,decision_tree,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,267,0.8009857764403423,0.23482708402597033,0.19697299540511276,0.0559748427672956
surgery_S2_decision_tree,surgery,S2,decision_tree,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,24,0.8297603546626983,0.20106624297220851,0.04976729471188005,0.008849557522123894
overall_S2_random_forest,overall,S2,random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,226,0.9038977896779803,0.23809166277625166,0.05234068377565924,0.031005624914254355
medicine_S2_random_forest,medicine,S2,random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,267,0.8935848843176541,0.4255988426242459,0.07728252344037272,0.0559748427672956
surgery_S2_random_forest,surgery,S2,random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,24,0.9576047867063493,0.3925521744445184,0.012442546703092751,0.008849557522123894
overall_S2_balanced_random_forest,overall,S2,balanced_random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,226,0.8956634286365818,0.22819405979015825,0.13141430927678238,0.031005624914254355
medicine_S2_balanced_random_forest,medicine,S2,balanced_random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,267,0.8794960662928833,0.37064622180820067,0.1852041843634182,0.0559748427672956
surgery_S2_balanced_random_forest,surgery,S2,balanced_random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,24,0.9467850942460319,0.3180409144428187,0.04124004818096984,0.008849557522123894
overall_S2_svm_rbf,overall,S2,svm_rbf,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,226,0.860910778969051,0.16976467814667595,0.028040084338777627,0.031005624914254355
medicine_S2_svm_rbf,medicine,S2,svm_rbf,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,267,0.8200637777062483,0.20053160672822204,0.04936568201818108,0.0559748427672956
surgery_S2_svm_rbf,surgery,S2,svm_rbf,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,24,0.9108692956349206,0.06258100082231423,0.008787095996370968,0.008849557522123894
overall_S2_logistic_l1,overall,S2,logistic_l1,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,226,0.857899010047374,0.25153843017095445,0.1158717242011004,0.031005624914254355
medicine_S2_logistic_l1,medicine,S2,logistic_l1,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,267,0.842822221723179,0.38087330149183346,0.1699193468586494,0.0559748427672956
surgery_S2_logistic_l1,surgery,S2,logistic_l1,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,24,0.8678075396825397,0.367549810051556,0.025726079656841788,0.008849557522123894
overall_S2_logistic_l2,overall,S2,logistic_l2,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,226,0.8509652069428243,0.25456229112592743,0.11706195657308276,0.031005624914254355
medicine_S2_logistic_l2,medicine,S2,logistic_l2,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,267,0.8376671066563198,0.38667343664541187,0.1718336433533314,0.0559748427672956
surgery_S2_logistic_l2,surgery,S2,logistic_l2,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,24,0.8570653521825398,0.36311449107892757,0.02556673211067081,0.008849557522123894
overall_S2_score_NEWS2,overall,S2,score_NEWS2,overall_trained_single_score_logistic_probability,overall,7289,6256,score_component_available_subset_of_current_cohort,1033,135,0.6563226924028707,0.21023128644808403,0.23076232644328448,0.13068731848983542
medicine_S2_score_NEWS2,medicine,S2,score_NEWS2,overall_trained_single_score_logistic_probability,overall,4770,3784,score_component_available_subset_of_current_cohort,986,129,0.6605022025634764,0.2092869407499106,0.2319679353979153,0.1308316430020284
surgery_S2_score_NEWS2,surgery,S2,score_NEWS2,overall_trained_single_score_logistic_probability,overall,2712,2634,score_component_available_subset_of_current_cohort,78,8,0.6526785714285714,0.27352323555416863,0.2052080554894094,0.10256410256410256
overall_S2_score_rSIG,overall,S2,score_rSIG,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,226,0.7790833885176489,0.16630779530160233,0.1977075893590653,0.031035429826970613
medicine_S2_score_rSIG,medicine,S2,score_rSIG,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.7655612057460135,0.1792261408176249,0.21870081752675993,0.045713035870516186
surgery_S2_score_rSIG,surgery,S2,score_rSIG,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,17,0.6679807078203801,0.1290261513259542,0.16192826111149272,0.006324404761904762
overall_S2_score_rSIG_Age,overall,S2,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,226,0.8425713927069602,0.18747772238090482,0.1824900161945779,0.031061022539857066
medicine_S2_score_rSIG_Age,medicine,S2,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,209,0.8095809007506254,0.19751647933321598,0.22513948095094816,0.04574305099584154
surgery_S2_score_rSIG_Age,surgery,S2,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,17,0.8493032895317048,0.13973029562103514,0.11132765508163087,0.00633147113594041
overall_S2_score_SIA_G,overall,S2,score_SIA_G,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,226,0.8425707650787674,0.1874776648733396,0.15813511278535197,0.031061022539857066
medicine_S2_score_SIA_G,medicine,S2,score_SIA_G,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,209,0.8095814494534919,0.19751795087084784,0.18980034691675873,0.04574305099584154
surgery_S2_score_SIA_G,surgery,S2,score_SIA_G,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,17,0.8493032895317048,0.13973029562103514,0.10509190421557806,0.00633147113594041
overall_S2_score_SI_G,overall,S2,score_SI_G,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,226,0.7790749227419581,0.16630682848087677,0.17749600607599084,0.031035429826970613
medicine_S2_score_SI_G,medicine,S2,score_SI_G,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.7655579157925443,0.17922726835576377,0.1967923163266763,0.045713035870516186
surgery_S2_score_SI_G,surgery,S2,score_SI_G,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,17,0.6678816041579492,0.12902615132595424,0.1448218710183275,0.006324404761904762
overall_S2_score_SI,overall,S2,score_SI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,226,0.6442735982979981,0.07799048674120614,0.23485736097598253,0.031005624914254355
medicine_S2_score_SI,medicine,S2,score_SI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,211,0.650158604069496,0.1020808466731713,0.2442001328253569,0.04561175961954172
surgery_S2_score_SI,surgery,S2,score_SI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,17,0.3904103557590701,0.06500562547068973,0.218902572728181,0.006322052807735217
overall_S2_score_mSI,overall,S2,score_mSI,overall_trained_single_score_logistic_probability,overall,7289,981,score_component_available_subset_of_current_cohort,6308,192,0.6563262174351427,0.09676990561527589,0.22050146437480997,0.030437539632213063
medicine_S2_score_mSI,medicine,S2,score_mSI,overall_trained_single_score_logistic_probability,overall,4770,764,score_component_available_subset_of_current_cohort,4006,178,0.6623078909983211,0.12121476100322214,0.23335558520553684,0.044433349975037444
surgery_S2_score_mSI,surgery,S2,score_mSI,overall_trained_single_score_logistic_probability,overall,2712,382,score_component_available_subset_of_current_cohort,2330,16,0.3682206136560069,0.012316449889992582,0.1988310481024631,0.0068669527896995704
overall_S2_score_aSI,overall,S2,score_aSI,overall_trained_single_score_logistic_probability,overall,7289,6,score_component_available_subset_of_current_cohort,7283,226,0.7690597172706193,0.10939339820142059,0.20260740557279716,0.031031168474529726
medicine_S2_score_aSI,medicine,S2,score_aSI,overall_trained_single_score_logistic_probability,overall,4770,147,score_component_available_subset_of_current_cohort,4623,211,0.7402597611855646,0.12949867571302623,0.23867398585615818,0.04564135842526498
surgery_S2_score_aSI,surgery,S2,score_aSI,overall_trained_single_score_logistic_probability,overall,2712,26,score_component_available_subset_of_current_cohort,2686,17,0.6969453199039077,0.07040740712817088,0.14400105423226653,0.006329113924050633
overall_S2_score_rSI,overall,S2,score_rSI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,226,0.6442735982979981,0.07799048674120614,0.2436463508421556,0.031005624914254355
medicine_S2_score_rSI,medicine,S2,score_rSI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,211,0.650158604069496,0.1020808466731713,0.24867654915261841,0.04561175961954172
surgery_S2_score_rSI,surgery,S2,score_rSI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,17,0.3904103557590701,0.06500562547068973,0.23491287246685225,0.006322052807735217
overall_S2_score_rSI_sMS,overall,S2,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,226,0.783317713273334,0.14869697016812428,0.19839996998144221,0.031005624914254355
medicine_S2_score_rSI_sMS,medicine,S2,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,209,0.7667310829601568,0.16172101812839282,0.22099789734743408,0.04564315352697095
surgery_S2_score_rSI_sMS,surgery,S2,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,17,0.6911819763472593,0.07341748502596646,0.1598747562412557,0.006324404761904762
overall_S2_score_rSI_GCSM,overall,S2,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,226,0.762855852322774,0.15313187770958,0.2023725185599441,0.031005624914254355
medicine_S2_score_rSI_GCSM,medicine,S2,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,209,0.7529102295993781,0.1698356518858538,0.22068704772649733,0.04564315352697095
surgery_S2_score_rSI_GCSM,surgery,S2,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,17,0.624727464928315,0.07603736769919647,0.1710565974411401,0.006324404761904762
overall_S2_score_SIAVPU,overall,S2,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,226,0.5487978609706071,0.07520688988780669,0.2480762699971597,0.031005624914254355
medicine_S2_score_SIAVPU,medicine,S2,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,211,0.5353711227879965,0.08209611626340338,0.248131259084565,0.04561175961954172
surgery_S2_score_SIAVPU,surgery,S2,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,17,0.7014904015498415,0.11527015380191373,0.24808677163219725,0.006322052807735217
overall_S2_score_sMS,overall,S2,score_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,226,0.7142747510083084,0.10814552736624658,0.17338336714949312,0.031005624914254355
medicine_S2_score_sMS,medicine,S2,score_sMS,overall_trained_single_score_logistic_probability,overall,4770,185,score_component_available_subset_of_current_cohort,4585,214,0.7031315146344749,0.12365786151801092,0.19628803220867458,0.04667393675027263
surgery_S2_score_sMS,surgery,S2,score_sMS,overall_trained_single_score_logistic_probability,overall,2712,21,score_component_available_subset_of_current_cohort,2691,20,0.7655653313365781,0.11536829112916071,0.13428101476289792,0.007432181345224823
overall_S2_score_qSOFA,overall,S2,score_qSOFA,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,226,0.7499423644844941,0.10182821926309013,0.19689597183258153,0.031005624914254355
medicine_S2_score_qSOFA,medicine,S2,score_qSOFA,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,211,0.7325285943546613,0.11715277273215939,0.23075514136786845,0.04561175961954172
surgery_S2_score_qSOFA,surgery,S2,score_qSOFA,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,17,0.6351928495949278,0.02096268326996075,0.14138733330329906,0.006322052807735217
overall_S2_score_MEWS,overall,S2,score_MEWS,overall_trained_single_score_logistic_probability,overall,7289,1,score_component_available_subset_of_current_cohort,7288,226,0.7565694994774474,0.13020074152043085,0.18549257388301948,0.031009879253567508
medicine_S2_score_MEWS,medicine,S2,score_MEWS,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,211,0.7280554765367955,0.13893699630164216,0.21850183383103053,0.04561175961954172
surgery_S2_score_MEWS,surgery,S2,score_MEWS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,17,0.7017970797454139,0.10068458512614382,0.13193028163342405,0.006324404761904762
overall_S2_score_REMS,overall,S2,score_REMS,overall_trained_single_score_logistic_probability,overall,7289,983,score_component_available_subset_of_current_cohort,6306,192,0.7929904726856396,0.14045210647328932,0.18605211882345926,0.030447193149381543
medicine_S2_score_REMS,medicine,S2,score_REMS,overall_trained_single_score_logistic_probability,overall,4770,810,score_component_available_subset_of_current_cohort,3960,176,0.7512973284643476,0.15452639815359367,0.22363908638051133,0.044444444444444446
surgery_S2_score_REMS,surgery,S2,score_REMS,overall_trained_single_score_logistic_probability,overall,2712,384,score_component_available_subset_of_current_cohort,2328,16,0.844939446366782,0.08785667026640878,0.12350231117941488,0.006872852233676976
overall_S2_score_RTS,overall,S2,score_RTS,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,226,0.7290566115826862,0.1458634007299429,0.1741653390678796,0.031035429826970613
medicine_S2_score_RTS,medicine,S2,score_RTS,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.719298976714806,0.15565919475927914,0.19054622178703706,0.045713035870516186
surgery_S2_score_RTS,surgery,S2,score_RTS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,17,0.6980641751271831,0.11233323777012386,0.1466994251366604,0.006324404761904762
overall_S2_score_rSI_GCS_alias,overall,S2,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,226,0.7790833885176489,0.16630779530160233,0.1977075893590653,0.031035429826970613
medicine_S2_score_rSI_GCS_alias,medicine,S2,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,209,0.7655612057460135,0.1792261408176249,0.21870081752675993,0.045713035870516186
surgery_S2_score_rSI_GCS_alias,surgery,S2,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,17,0.6679807078203801,0.1290261513259542,0.16192826111149272,0.006324404761904762
overall_S3_decision_tree,overall,S3,decision_tree,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,2086,0.7061462346839136,0.485603931440972,0.2162699909239237,0.28618466181917956
medicine_S3_decision_tree,medicine,S3,decision_tree,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,1606,0.6961907425221161,0.5229595489996531,0.23395658062439614,0.3366876310272537
surgery_S3_decision_tree,surgery,S3,decision_tree,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,521,0.6833815004848836,0.33503307302513696,0.18531762045776637,0.19210914454277286
overall_S3_random_forest,overall,S3,random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,2086,0.7618073428763441,0.5660129974311338,0.18599121036032906,0.28618466181917956
medicine_S3_random_forest,medicine,S3,random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,1606,0.7573296960040807,0.6086934592253186,0.2048814585882612,0.3366876310272537
surgery_S3_random_forest,surgery,S3,random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,521,0.7397712330411184,0.3945187712422431,0.15304365766544067,0.19210914454277286
overall_S3_balanced_random_forest,overall,S3,balanced_random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,2086,0.7610571672180423,0.5676002401286177,0.19202123474527447,0.28618466181917956
medicine_S3_balanced_random_forest,medicine,S3,balanced_random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,1606,0.7566070582345283,0.6110163275932095,0.21183012748053248,0.3366876310272537
surgery_S3_balanced_random_forest,surgery,S3,balanced_random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,521,0.7370669227015771,0.39168173867244643,0.15854924688238467,0.19210914454277286
overall_S3_svm_rbf,overall,S3,svm_rbf,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,2086,0.7503781283347666,0.5508129374688562,0.17082657112397925,0.28618466181917956
medicine_S3_svm_rbf,medicine,S3,svm_rbf,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,1606,0.7292574227808801,0.576335880557276,0.1909726571950351,0.3366876310272537
surgery_S3_svm_rbf,surgery,S3,svm_rbf,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,521,0.742105857937418,0.43967525357747744,0.13481747044015704,0.19210914454277286
overall_S3_logistic_l1,overall,S3,logistic_l1,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,2086,0.7486870083249044,0.5326868679736153,0.1983953101270793,0.28618466181917956
medicine_S3_logistic_l1,medicine,S3,logistic_l1,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,1606,0.7427228487356988,0.5753800496281776,0.21575789494076975,0.3366876310272537
surgery_S3_logistic_l1,surgery,S3,logistic_l1,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,521,0.7168016777762106,0.36689887588860626,0.16688407585081078,0.19210914454277286
overall_S3_logistic_l2,overall,S3,logistic_l2,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,2086,0.7468057645775198,0.529135567971823,0.19916109603156326,0.28618466181917956
medicine_S3_logistic_l2,medicine,S3,logistic_l2,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,1606,0.7407580297021441,0.5715727058484208,0.21661541313633106,0.3366876310272537
surgery_S3_logistic_l2,surgery,S3,logistic_l2,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,521,0.7149777794519719,0.365096908262302,0.16736910115788883,0.19210914454277286
overall_S3_score_NEWS2,overall,S3,score_NEWS2,overall_trained_single_score_logistic_probability,overall,7289,6256,score_component_available_subset_of_current_cohort,1033,500,0.49812570356472796,0.4810236054527218,0.25119935640868285,0.484027105517909
medicine_S3_score_NEWS2,medicine,S3,score_NEWS2,overall_trained_single_score_logistic_probability,overall,4770,3784,score_component_available_subset_of_current_cohort,986,500,0.510656378600823,0.5112897515098797,0.2505855485327062,0.5070993914807302
surgery_S3_score_NEWS2,surgery,S3,score_NEWS2,overall_trained_single_score_logistic_probability,overall,2712,2634,score_component_available_subset_of_current_cohort,78,15,0.4873015873015873,0.22850290726168943,0.25626802641442586,0.19230769230769232
overall_S3_score_rSIG,overall,S3,score_rSIG,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,2081,0.5762211569670971,0.35385219079459795,0.24826691748487908,0.2857731392474595
medicine_S3_score_rSIG,medicine,S3,score_rSIG,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,1545,0.5995276599065797,0.4161913481291507,0.2473826494532741,0.3379265091863517
surgery_S3_score_rSIG,surgery,S3,score_rSIG,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,519,0.4614532504346142,0.17973490380540075,0.24967051398494639,0.19308035714285715
overall_S3_score_rSIG_Age,overall,S3,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,2081,0.6752711525840606,0.42507578515220656,0.2356023438116027,0.2860087960417812
